Name	Place	Description	Pdf
Maccagno (Achille)	Como	Panorama de Côme. Dessins sur draps de soie.	Paris_1900_Italy_185.jpg
Maggi (G.)	Caserta	Cocoons et soies	Paris_1900_Italy_185.jpg
Malito (Carlo-Alberto)	Acri (Cosenza)	Soies grèges et ouvrées	Paris_1900_Italy_185.jpg
Mambroni (A.) & Cie	Milan, rue Lauro, 3	Soies grèges et ouvrées	Paris_1900_Italy_185.jpg
Mana & de Martini	Turin	Soies grèges classiques	Paris_1900_Italy_185.jpg
Marchetti (Charles)	Milan, rue Pontaccio, 14	Soies grèges et ouvrées	Paris_1900_Italy_185.jpg
Marchisio & Scotti	Turin	Soies grèges et ouvrées	Paris_1900_Italy_185.jpg
Martini (Joséphine)	Rossano Veneto (Vicence)	Soies grèges et ouvrées	Paris_1900_Italy_185.jpg
Meroni (Andrée)	Monza	Tissus de soie et rubans	Paris_1900_Italy_185.jpg
Miccio (Noël)	Sorrente (Naples)	Soies de Sorrente	Paris_1900_Italy_185.jpg
Milano (Michel)	Sorrente (Naples)	Soies de Sorrente	Paris_1900_Italy_185.jpg
Mira (François)	Milan, rue Melegnano, 5	Soies grèges et ouvrées. Soie à coudre.	Paris_1900_Italy_185.jpg
Missorta Rogorini (M.)	Vailate (Crémone)	Soies grèges et ouvrées	Paris_1900_Italy_185.jpg
Monzrini & Cie	Como, via Regina, 15	Tissus de soie	Paris_1900_Italy_185.jpg
Morandi (E.-L.)	Milan, Corso S. Celso	Tissus de soie	Paris_1900_Italy_185.jpg
