Name	Place	Description	Pdf
Cappelletti Fedele	Rapino Chieti	Céramiques, Briques, Vases, etc.	Paris_1900_Italy_157.jpg
Castellani Torquat	Rome, via Margutta 42	Vases et plats	Paris_1900_Italy_157.jpg
Croze Octave	Vittorio-Veneto	Briques et tuiles	Paris_1900_Italy_157.jpg
Dall' Ara & Cie	Milan	Groupes, Figures, Vases, etc.	Paris_1900_Italy_157.jpg
Fabri Pie	Rome	Faïences	Paris_1900_Italy_157.jpg
Frazzi héritiers feu André	Crémone	Briques	Paris_1900_Italy_157.jpg
Gregory G. J.	Trévise	Briques émaillées, Décorations murales	Paris_1900_Italy_157.jpg
Mazzarella Bernardin	Naples, Ponte Della Maddalena	Vases, Jardinières, Articles de fantaisie, Figures, Groupes, Coppiomolio, Faïences et céramiques artistiques	Paris_1900_Italy_157.jpg
Manufacture de Signa	Florence, via de Vecchietti	Terres cuites artistiques et décoratives	Paris_1900_Italy_157.jpg
Minghetti Ange & fils	Bologne	Bas-relief, Médaillons, etc.	Paris_1900_Italy_157.jpg
Minghetti J.-B.	Vicence, via San Tommaso	Céramiques	Paris_1900_Italy_157.jpg
Molaroni & Cie	Pesaro	Vases, Plats, Buires et objets	Paris_1900_Italy_157.jpg
