Name	Place	Description	Pdf
Mancini frères	Bergame	Mineral de fer brut et grillé de Clusone	Paris_1867_Italy_45.jpg
Milési (Ange)	Gromo (Bergame)	Minerai de fer brut et grillé, fonte et acier	Paris_1867_Italy_45.jpg
Grécoirini (Jean-André)	Lo-vère (Bergame)	Minerais, combustibles, fonte, acier et fers	Paris_1867_Italy_45.jpg
Damioli (Silve)	Pisogne (Brescia)	Mineral de fer spathulque. fonte cristallisée au charbon de bois, fer ouvré en fers à cheval	Paris_1867_Italy_45.jpg
Glisoneti (Joan)	Brescia	Mineral de fer, fonte, fer aminé, objets de fonte. malléable, fonte carburée, acier fondu et trempé, limes d'acier fondu	Paris_1867_Italy_45.jpg
Mai (Attile)	Brescla	Minerais de fer de Schilpario et d'Oltrepovo, minerai noir de Morello et Verde-Bianca, fers brut et travaillés en verges	Paris_1867_Italy_45.jpg
Tardy et Benech frères	Savone	Mineral de fer, fonte, fer pour instruments d'agriculture, pour chemin de fer et pour arsenaux.	Paris_1867_Italy_45.jpg
Ferruzzi (Eienne-Pierre)	Venise	Travaux en métal fondu et battu	Paris_1867_Italy_45.jpg
Inspection des mines d'Agordo	Venise	Pyrèthres	Paris_1867_Italy_45.jpg
Société forlivaisne pour la fabrication du gaz et la fonderie du fer	Forli	Fontes moulées	Paris_1867_Italy_45.jpg
Berderehnger (Albert)	Pise	Statue de fonte (Vénus de Canova)	Paris_1867_Italy_45.jpg
Calegari (Vincent)	Livourne	Guéridons de fonte ornéS et à dessus tournant	Paris_1867_Italy_45.jpg
Benîni (Pierre) et Cie	Pignone, près Florence	Fer et fonte malleable ; v presŝoirs grille à colonnes, croisée demi-circulaire, écrevisses, fournaux, roues, mascrons de porte et objets d'ornementation	Paris_1867_Italy_45.jpg
Rossi (Gaetan)	Sienne	Garde-feu à grille de fer battu	Paris_1867_Italy_45.jpg
Rossi (Léopold)	Sienne	Brassard de fer battu	Paris_1867_Italy_45.jpg
Bozza (Jacques), directeur des usines Perseveranza	Piombino de Volterra (Pise)	Rails d'aciérs (Bessemcr), barres, plaque et projectiles d'acier, projectiles en électro-métal (eletcro-métallo), acier brut et travaillé	Paris_1867_Italy_45.jpg
Novello-Ponsard-Gigli	Pise	Bloc d'acier étiré (Bessemer), projectile d'acier et outils aratoirs.	Paris_1867_Italy_45.jpg
Société anonyme de Mason	Colle-di-Val-d'Elsa (Sienne)	Fer brun puddlé, battu étchellauffé,fil de fer puddé.	Paris_1867_Italy_45.jpg
Long (César)	Naples	Fer, fonte et acier des sables de fer titané magnétique du golfe.	Paris_1867_Italy_45.jpg
Mascolo (Janvier)	Naples	Aciers fondus, puddle. en bprres, d^ ts-menté, corroyé, scalpels.	Paris_1867_Italy_45.jpg
Caffarelli (Sébastien)	Turin	Canon cuirassé sc chargeant par la culasse.	Paris_1867_Italy_45.jpg
Bertinelli (Pierre)	Turin	Canons et projectiles.	Paris_1867_Italy_45.jpg
Barone (Pierre)	Jesi (Ancone)	Mortier de position pour lan- cer des bombes.	Paris_1867_Italy_45.jpg
Luca (François de)	Cosenza	Canon se chargeant par la culasse et canon de sauvetage.	Paris_1867_Italy_45.jpg
Silvestri (Joseph) et frères	Lovre (Bergame)	Fer tiré à la filiére.	Paris_1867_Italy_45.jpg
Société romaine des mines de fer	کرنی (Feligno)	Fer la- miné et disiendi6.	Paris_1867_Italy_45.jpg
Franchetti (comté Louis)	Calizzano (Savone)	Fer â clous et vis.	Paris_1867_Italy_45.jpg
Ghibellini frères	San Giovanni tn Persicce (Bologne)	Clous	Paris_1867_Italy_45.jpg
Barone (Pierre)	Ravenne	Clous et broquettes de fer	Paris_1867_Italy_45.jpg
Ciovagnoli (Joseph)	Burgo-San-Sepolcro (Arczo)	Clous	Paris_1867_Italy_45.jpg
Benti (Isale)	Pistoie	Clous et broquettes	Paris_1867_Italy_45.jpg
