Name	Place	Description	Pdf
Gallo Bellia & Cie	Gilavegna, Mortara	Gilets en coton	Paris_1900_Italy_197.jpg
Gallo (Louis)	Vigevano (Pavie)	Bonneterie	Paris_1900_Italy_197.jpg
Gioia (Louis)	Milan	Chemises et lingerie pour hommes	Paris_1900_Italy_197.jpg
Gondrand frères	Milan, via San Paolo, 6	Eventails	Paris_1900_Italy_197.jpg
Lazzari Nazzareno	Milan	Chapeaux de paille	Paris_1900_Italy_197.jpg
Loffler J. A.	Milan	Fleurs et couronnes en porcelaine	Paris_1900_Italy_197.jpg
Macchi (César) & Cie	Gallarate (Lombardie)	Tissus de coton. Mouchoirs de coton et lin. Cottons teints	Paris_1900_Italy_197.jpg
Maggi (Jules) & Cie	Milan	Soies préparées pour cordonniers	Paris_1900_Italy_197.jpg
Manufacture Bottoni	Palazzolo Sull'Oglio	Boutons de corozo	Paris_1900_Italy_197.jpg
Mannozzi (Ubald)	Florence, via Ponte All’asse, 24	Tresses unies. Fantaisies. Tissus et bordures en paille.	Paris_1900_Italy_197.jpg
Mantovani & Cie	Parme	Corsets	Paris_1900_Italy_197.jpg
Marchini (César)	Fiesole (Florence)	Travaux en paille. Tissus pour la confection de chapeaux en paille, etc.	Paris_1900_Italy_197.jpg
Marzorati (Louis)	Milan	Chapeaux de paille	Paris_1900_Italy_197.jpg
Masson (Émile)	Milan, corso Concordia, 5	Tissus élastiques	Paris_1900_Italy_197.jpg
Mata (Joseph de)	Naples	Chapeaux	Paris_1900_Italy_197.jpg
Mattioli (Louis)	Pesara	Chaussures	Paris_1900_Italy_197.jpg
Melillo L. & Cie	Naples	Gants de peau	Paris_1900_Italy_197.jpg
