Name	Place	Description	Pdf
Hanieri (Ange)	Naples	Ouvrage sur la chimie pour tous	Paris_1867_Italy_115.jpg
Del Prino (Michel)	Veisne (Alexandrie)	Ouvrage intitulé, Baco in progresso ou observations pratiques sur la sériciculture	Paris_1867_Italy_115.jpg
Maison d'industrie de Venise		Echantillons de banquettes exécutées par les pensionnaires	Paris_1867_Italy_115.jpg
Maison de détention pour femmes	Venise	Echantillons de travaux à l'aiguille exécutés par les détenues	Paris_1867_Italy_115.jpg
Maison de détention pour hommes	Venise	Echantillons des travaux des détenus	Paris_1867_Italy_115.jpg
Marcucci (Annibal)	Arezzo	Instruments pour travaux agricoles et usage domestique dans le Casentino (Voir cl. 48)	Paris_1867_Italy_115.jpg
Dossena (Laurence)	Lodi	Poteries et faïences pour la classe ouvrière	Paris_1867_Italy_115.jpg
Picone (Antoine)	Albisola Marina Savone	Assiettes, soupières et vases de nuit	Paris_1867_Italy_115.jpg
Fornari (Joseph)	Albisola Marina (Savone)	Faïences	Paris_1867_Italy_115.jpg
Graswi (Valentin)	Pistoie (Florence)	Chauffrettes de terre cuite	Paris_1867_Italy_115.jpg
Mentoneili (Séraphin)	Castel-Raimondi (Macerata)	Poteries ordinaires ; vases, gamelles et tourtière	Paris_1867_Italy_115.jpg
Gaoni (Jean)	Castel-Raimondi (Macerata)	Gamelle, casserole et vase	Paris_1867_Italy_115.jpg
Santecchini (Egide)	Montvarchi (Arezzo)	Marmites, casseroles et tourtières	Paris_1867_Italy_115.jpg
Bianchedi (Nicolas)	Macerata	Faïences, assiettes, brocs, pots et bassins	Paris_1867_Italy_115.jpg
Xardi (Louis)	Macerata	Faïences ; bassins et pots	Paris_1867_Italy_115.jpg
Venanzuloi (Nicolas)	Macerata	Faïences ; assiettes, brocs et plats (Voir cl. 17)	Paris_1867_Italy_115.jpg
Manzoni (T.-A.) et Toller (A.)	Bellane (Venise)	Chaises	Paris_1867_Italy_115.jpg
Squerzo (Vincent)	Savone	Chaises en bois de pins et de hêtre	Paris_1867_Italy_115.jpg
Canepa (Jacques)	Chiavari (Gênes)	Chaises en bois de hêtre, etc	Paris_1867_Italy_115.jpg
Dencentzl (Louis)	Chiavari	Chaises en bois de hêtre	Paris_1867_Italy_115.jpg
Reptto (Jean)	Chiavari	Chaises en bois de hêtre	Paris_1867_Italy_115.jpg
Telioei (Ignace)	Modène	Ustensiles domestique en bois de hêtre, fabriqués a Montefiorio	Paris_1867_Italy_115.jpg
Rossi (Michel)	Lacques	Chaises en bois de hêtre	Paris_1867_Italy_115.jpg
Coën (Moïse)	Livourne	Meubles et articles économiques	Paris_1867_Italy_115.jpg
Egolini (Mme la Mère Thérèse)	Florence	Etoffe d'ameublement	Paris_1867_Italy_115.jpg
Rovelli (Charles)	Milan	Châssis pour fenêtres	Paris_1867_Italy_115.jpg
Bo (Jean-François)	Sestri (Chiarini)	Chapeaux de paille pour paysans	Paris_1867_Italy_115.jpg
Minuto (Nicolas)	Savone	Bonnets de laine, rouges et noirs (Voir cl. 35)	Paris_1867_Italy_115.jpg
Bertolani (Vincent) et Cie	Modène	Tresses pour chapeaux ; chapeaux en bois de saule	Paris_1867_Italy_115.jpg
Vernigli (Raphaël)	Falerone (Fermo)	Chapeaux de paille et tresses	Paris_1867_Italy_115.jpg
Maire de Montasoon de Fermo		Chapeaux de paille	Paris_1867_Italy_115.jpg
Cinnarosti (François) et Cie	Udine	Sabots pour hommes, femmes et enfants	Paris_1867_Italy_115.jpg
Chericci (Jean-Marie)	Borgo San Sepoléro (Arezzo)	Costumes des paysannes de la province	Paris_1867_Italy_115.jpg
