Name	Place	Description	Pdf
Banque Coopérative de l’Ombire 	Foligno (Pérouse)	Statuts. Comptes rendus. Monographie.	Paris_1900_Italy_243.jpg
Banque Coopérative de S. Daniel	S. Daniele du Frioul	Monographie. Statuts. Rapports et bilan des exercices 1896, 1897, 1899 et 1899.	Paris_1900_Italy_243.jpg
Banque Coopérative Fédérale de Grumello	Grumello Cremonese	Documents de comptabilité et d’administration.	Paris_1900_Italy_243.jpg
Banque Coopérative Milanaise	Milan	Statuts. Rapports et situation.	Paris_1900_Italy_243.jpg
Banque Coopérative Ouvrière	Turin	Statuts. Comptes rendus. Monographie.	Paris_1900_Italy_243.jpg
Banque Coopérative Populaire de Padoue	Padoue	 Statuts. Règlements. Monographie et tables statistiques.	Paris_1900_Italy_243.jpg
Banque Coopérative Populaire	Scansano (Grosseto)	Statuts. Comptes rendus. Monographie.	Paris_1900_Italy_243.jpg
Banque Coopérative Populaire	Viterbo (Rome)	Statuts. Comptes rendus. Monographie.	Paris_1900_Italy_243.jpg
Banque Coopérative pour les Ouvriers & la petite Industrie	Bologne	Statuts. Comptes rendus. Monographie.	Paris_1900_Italy_243.jpg
Banque Coopérative Udinese	Udine	Statuts. Comptes rendus. Monographie.	Paris_1900_Italy_243.jpg
Banque de Crédit Populaire	Bologne	Statuts. Règlements. Bilans. Monographies. Statistiques.	Paris_1900_Italy_243.jpg
Banque de l’Union Militaire	Rome	Statuts. Règlements, etc.	Paris_1900_Italy_243.jpg
Banque Coopérative	Giulianova (Teramo)	Statuts. Comptes rendus. Monographie.	Paris_1900_Italy_243.jpg
Banque Mutuelle Coopérative	Latisana (Udine)	Statuts. Comptes rendus. Monographie.	Paris_1900_Italy_243.jpg
