Name	Place	Description	Pdf
Notaro (Vincent) et fréres	Salerne	Vins rouge et blanc	Paris_1867_Italy_107.jpg
Palmieri (Benoist)	Salerne	Vins de la Monica, de Calabre et d'Aspromonte	Paris_1867_Italy_107.jpg
Brunetti (Gaëtan)	Lecee	Vin muscat blanc et ordinaire	Paris_1867_Italy_107.jpg
Guadalupi (Jean-Baptiste)			Paris_1867_Italy_107.jpg
Sous-Commision de Lecee		Vins (Voir cl. 43., cl. 71. no.)	Paris_1867_Italy_107.jpg
Basmi (Salvator)	Lecee	Vin dealatic	Paris_1867_Italy_107.jpg
Bianchi (César)	Brindisi	Vins	Paris_1867_Italy_107.jpg
Camassa (fréres)	Brindisi	Vins	Paris_1867_Italy_107.jpg
Castro (Joseph de)	Brindisi	Vins	Paris_1867_Italy_107.jpg
Sous-Comité de Brindisi		Vins	Paris_1867_Italy_107.jpg
Montagna (Fidèle et Cie)	Brindisi	Vins	Paris_1867_Italy_107.jpg
Mugnotta (Hippolyte)	Brindisi	Vins	Paris_1867_Italy_107.jpg
Nervegna (fréres)	Brindisi	Vins	Paris_1867_Italy_107.jpg
Tarantini (Côme)	Brindisi	Vins	Paris_1867_Italy_107.jpg
Teódori-Titi (Théodore)	Brindisi	Vins	Paris_1867_Italy_107.jpg
Attanasio (François)	Corigliano Calabro (Cosenza)	Vin blanc	Paris_1867_Italy_107.jpg
Bruno (Raphaël)	Corigliano Calabro (Cosenza)	Vin rouge	Paris_1867_Italy_107.jpg
Cimino (fréres)	Corigliano Calabro (Cosenza)	Vin rouge	Paris_1867_Italy_107.jpg
Compagna (Louis)	Corigliano Calabro (Cosenza)	Vins	Paris_1867_Italy_107.jpg
Gallucci (Michel-Angc)	Palme (Cosenza)	Vins d'Aspromonte de Palmiizzano muscat et san-matino	Paris_1867_Italy_107.jpg
Lucisano (Jean) et fréres	Vila San Giovanni (Cosenza)	Vins	Paris_1867_Italy_107.jpg
Medici (François)	Bianco (Cosenza)	Vin	Paris_1867_Italy_107.jpg
Ranieri (Vincent) et fréres	Campo de Calabre (Cosenza)	Vins de Campo et de Concessa	Paris_1867_Italy_107.jpg
Reale (fréres)	Corigliano Calabro (Cosenza)	Vin blanc muscat	Paris_1867_Italy_107.jpg
Spezzano (fréres)	Corigliano Calabro (Cosenza)	Vin de Montagne	Paris_1867_Italy_107.jpg
Terzi (fréres)	Corigliano Calabro (Cosenza)	Vin rouge de Malvoisie	Paris_1867_Italy_107.jpg
Barrocco (fréres)	Cotrone (Catanzaro)	Vins	Paris_1867_Italy_107.jpg
Conidi (Vincent)	Catanzaro	Vin blanc de Malvoisie	Paris_1867_Italy_107.jpg
Cruzco (Pascal)	Catanzaro	Vins	Paris_1867_Italy_107.jpg
Fazio (Joseph de)	Nuastro (Catanzaro)	Vin blanc	Paris_1867_Italy_107.jpg
Del-Riso (Vitalien)	Catanzaro	Vins vieux	Paris_1867_Italy_107.jpg
Del-Riso (Alphonse)	Catanzaro	Vins	Paris_1867_Italy_107.jpg
Giunnazzi-Savelli de (Cerenzia)	Cotorne (Catanzaro)	Vins vieux	Paris_1867_Italy_107.jpg
Mazza (Nicolas)	Borgia (Catanzaro)	Vin	Paris_1867_Italy_107.jpg
Montuori (Pascal)	Catanzaro	Vins du pays de Marcellinara	Paris_1867_Italy_107.jpg
Sanseverino de Marcellinara (Charles)	Catanzaro	Vin de San-Sidor (Sambiase)	Paris_1867_Italy_107.jpg
Serrao (Séverin)	Filadelfia (Catanzaro)	Vin	Paris_1867_Italy_107.jpg
Sous-Commission de Catanzaro		Vins	Paris_1867_Italy_107.jpg
Stocco (Vincent)	Nicastro (Catanzaro)	Vins vieux	Paris_1867_Italy_107.jpg
Capellieri (Joseph)	Roccella Jonica (Reggio de Calabre)	Vins	Paris_1867_Italy_107.jpg
Coarcale (Joseph)	Sidemo (Reggio de Calabre)	Vins	Paris_1867_Italy_107.jpg
Debenedetto (Joseph)	Reggio de Calabre	Vins Mantonico, la-crynay, Comassa, Campo	Paris_1867_Italy_107.jpg
Palizzi (de)	Reggio de Calabre	Vins	Paris_1867_Italy_107.jpg
Lofaro (Rocco)	Vila San-Giovanni de Calabre	Vins	Paris_1867_Italy_107.jpg
Malissarri (François-Sauverie)	Reggio de Calabre	Vins	Paris_1867_Italy_107.jpg
Mazzacua (Pascal)	Reggio de Calabre	Vins scacciapensieri, della paglia, seina et angelico	Paris_1867_Italy_107.jpg
