Name	Place	Description	Pdf
Albero (Antoine d')	Naples	Fruits et sirops conserves; courge en sirop et candie.	Paris_1867_Italy_98.jpg
Sollima (Joseph)	Reggio de Calabre	Candis; nougats; bonbons.	Paris_1867_Italy_98.jpg
Cardona (François-Antoine et frères)	Bagnara (Calabre ultérieure)	Nougats.	Paris_1867_Italy_98.jpg
Bruno (Joseph)	Palermo	Confitures.	Paris_1867_Italy_98.jpg
Guil (Sauvuer)	Palermo	Fruits confits.	Paris_1867_Italy_98.jpg
Valenti (Pierre)	Palermo	Chocolat à la vanille et la cannelle.	Paris_1867_Italy_98.jpg
Cinzano (François)	Turin	Vin de Piémont.	Paris_1867_Italy_98.jpg
Coloniatiti frères	Turin	Vins.	Paris_1867_Italy_98.jpg
Comotto (Paul)	Turin	Vins.	Paris_1867_Italy_98.jpg
Cora frères	Turin	Vins.	Paris_1867_Italy_98.jpg
Della Torre de Cordon (Charles)	Turin	Vins.	Paris_1867_Italy_98.jpg
Favale (Mathilde Joseph) et Cie	Turin	Vins.	Paris_1867_Italy_98.jpg
Francesetti de Mézzenili (César)	Castello de Lorenzé, près d'Ivrée (Turin)	Vins.	Paris_1867_Italy_98.jpg
Garectti Tecta et Cie	Turin	Vins.	Paris_1867_Italy_98.jpg
Genta (Paul Hippolyte)	Turin	Vins.	Paris_1867_Italy_98.jpg
Giacobbe (Charles)	Caluso (Turin)	Vins blancs et clairets.	Paris_1867_Italy_98.jpg
Gnav (Pierre)	Turin	Vins blancs.	Paris_1867_Italy_98.jpg
Curgo-Salice (Paul)	Biella (Turin)	Vins doux de Cavaglia.	Paris_1867_Italy_98.jpg
Olivetti (Salvatore)	Turin	Vins.	Paris_1867_Italy_98.jpg
Ravone (Valentin)	Turin	Vin barbera.	Paris_1867_Italy_98.jpg
Boholio (Jean-Baptiste)	Biella (Turin)	Vin rouge de Tossato et de Masserano.	Paris_1867_Italy_98.jpg
Scapin (Jean)	Turin	Vin blanc et rouge de Caluso.	Paris_1867_Italy_98.jpg
Zane (Paul)	Turin	Vin rouge.	Paris_1867_Italy_98.jpg
Bono (Charles)	Novare	Vins rouge et blanc.	Paris_1867_Italy_98.jpg
Beglia (Robert)	Lessona (Novare)	Vin de paille et autres.	Paris_1867_Italy_98.jpg
Crolle (Vincent)	Lessona (Novare)	Vin rouge.	Paris_1867_Italy_98.jpg
Miglio (Gaudenzio)	Fara (Novare)	Vins blanc et rouge; malvoisie greccu et trebbiano; vin spanna di fara, bouarda et de fresa.	Paris_1867_Italy_98.jpg
Adamoli (Dominique)	Varèse	Vin rouge.	Paris_1867_Italy_98.jpg
Terenghi (Annibal)	Osnago (Lecco)	Vins blancs et rouges d'Osnago, de Ponteveccio, de Mondominio, de Porbera et de Bobbiati.	Paris_1867_Italy_98.jpg
Comice agricole de Bergame		Vins.	Paris_1867_Italy_98.jpg
Rocca (Charles)	Barlaresco (Cuneo)	Vins.	Paris_1867_Italy_98.jpg
Berrutti frères	Grinzano Alba (Cuneo)	Vins nebiolo et pino.	Paris_1867_Italy_98.jpg
Civetta (Joseph)	Cuneo	Vin muscat blanc.	Paris_1867_Italy_98.jpg
Craveri (Joseph) et Casalini (Bernard) (Société oenologique de Sommarive Samré) (Cuneo)	Vins barbera, barolo et brachetto.		Paris_1867_Italy_98.jpg
Dogliani frères	Cuneo	Vins.	Paris_1867_Italy_98.jpg
Eismore (Jacques)	Cuneo	Vin barolo rouge.	Paris_1867_Italy_98.jpg
Fulcheriis (Alexandre)	Cuneo	Vins.	Paris_1867_Italy_98.jpg
Gaffodio (Louis)	Cuneo	Vins muscat.	Paris_1867_Italy_98.jpg
Salomon (Antoine)	Mondori Breo (Cuneo)	Vins muscat, passeretta et dolcetto.	Paris_1867_Italy_98.jpg
Société oenologique italienne	Cuneo	Vins d'Asti; catluso, barolo santo, barbera d'Asti; gatlinara santo, muscat, malvoisie, brachetto santo.	Paris_1867_Italy_98.jpg
Crosarelli (Juvénal)	Cuneo	Vins.	Paris_1867_Italy_98.jpg
Alfieri di Sostegno (César) et Alfieri di Magliano (Charles)	Turin	Vins.	Paris_1867_Italy_98.jpg
Ballor (Joseph)	Turin	Vins.	Paris_1867_Italy_98.jpg
