Name	Place	Description	Pdf
Budillon (Joseph)	Naples, Vico Fico a Forio, 1	Peaux mégissées pour ganterie et gants confectionnés	Paris_1900_Italy_196.jpg
Cambiaghi (J.)	Monza	Chapeaux de laine	Paris_1900_Italy_196.jpg
Cappellificio Carozzi	Monza	Chapeaux	Paris_1900_Italy_196.jpg
Cappelli (Philadephe)	Rome, via S. Nicolo da Tole tino, 49	Cordonnerie	Paris_1900_Italy_196.jpg
Centenari & Zinelli	Milan	Tissus élastiques	Paris_1900_Italy_196.jpg
Chambre de Commerce	Trapani	Vêtements. Ustensiles.	Paris_1900_Italy_196.jpg
Colombatti (J. et C.)	Cirié, près Turin	Tresses. Rubans. Tirants. Lacets, etc.	Paris_1900_Italy_196.jpg
Della Grisa (Jean)	Alexandrie	Parapluies et parasols	Paris_1900_Italy_196.jpg
École professionnelle pour la préparation des tresses en paille	Carpenedo (Mestre)	Tresses et garnitures	Paris_1900_Italy_196.jpg
Faini & Cie	Milan	Canne. Manches pour parapluies et ombrelles	Paris_1900_Italy_196.jpg
Ferraguti (Joseph)	Parme	Chaussures	Paris_1900_Italy_196.jpg
Fighetti & Berinzaghi	Milan, Viale Garibaldi, 15	Chemises pour hommes. Corsets.	Paris_1900_Italy_196.jpg
Fogliati (Ferdinand)	Padoue, rue Servi	Chaussures	Paris_1900_Italy_196.jpg
Foley Nelson	Naples, Isola di Gaiola	Parapluies et parasols	Paris_1900_Italy_196.jpg
Frinzi Russo (Jean)	S. Stefano Camastra (Messina)	Chaussures	Paris_1900_Italy_196.jpg
