Name	Place	Description	Pdf
De Luca	Na	NANANAGomme d'olivie; mannne extraites des feuilles des fleurs et des fruits de l’'olivier mannan deulose etc...	Paris_1878_Italy_42.jpg
De Pasquale Nanni et fils	à Messine	Essences de fruits acides	Paris_1878_Italy_42.jpg
Desiderj (S.)	à Rome	Teinture concentrée d’Eucalyptus globulus; élixr tonique d’Eucalyptus globulus	Paris_1878_Italy_42.jpg
Distillerie agricole d’Imola	à Imola (Bologne)	Amidon.	Paris_1878_Italy_42.jpg
Donadeo (M. professeur)	à Carpanzante (Cosenza)	Borate de caféine.	Paris_1878_Italy_42.jpg
Dufour frères	à Gênes	Alcaloïdes extraits de l’écorce du quina et leurs sels; manners.	Paris_1878_Italy_42.jpg
Entreprise des abattoirs public et maison G. d’Aste et A. Fortini	à Florence	Albumine de sang et d’oeuf; sang pur cristallisé pour clarifier les vins; albumine d’oeuf etc...	Paris_1878_Italy_42.jpg
Fabrique lombarde de produits chmiques	à Milan	Sels divers de quiine et autres sels succédancs/lis.	Paris_1878_Italy_42.jpg
Fantozzi (C.)	à Foligno (Pérouse)	Liqueur Quatre-Frères; extrait et sirop concentré de cette liqueur; stomachiques; toniques; dépuratifs de sang.	Paris_1878_Italy_42.jpg
Ferrino (C.)	à Turin	Vernis de couleur préparé pour les sols; couleurs en poudre.	Paris_1878_Italy_42.jpg
Fileti (M.), docteur	à Casolla (Caserta)	Échntillon de colle forte.	Paris_1878_Italy_42.jpg
Frola (Chevalier)	à Aosta (Turin)	Huile d, amandes; extrais d’putm en tabletes; liqueur: eau da la Dora.	Paris_1878_Italy_42.jpg
Garulli (Commandeur)	à Mondovi (Còni)	Carte hgdraphique du royaume d’Italie, indiquant les euxs. 	Paris_1878_Italy_42.jpg
Ghedina (J.) et Odono (G.-B.)	à Venise	Esprit de mélisse aromatisé des carnmes déchausses de Venise.	Paris_1878_Italy_42.jpg
Giacomazzi Favara (S.)	à Trapani	Sel mar brut.	Paris_1878_Italy_42.jpg
Gianoli frères	à Milan	Savon d’huile d’olive blanc pour la soie; savon d’huile d’olive vert pour la laine.	Paris_1878_Italy_42.jpg
Giordano (C.)	à Reggio di Calabria	Crème de tartre blanche rafinée, créme de tartre soluble.	Paris_1878_Italy_42.jpg
Giuna (G.)	à Palerme	Manne en bâton, en morceaus.	Paris_1878_Italy_42.jpg
Incarbona (L.)	à Caltanissetta	Citrate et bisulfate de quinine; cyanure ferrugineux á la quinine; bagno etc...	Paris_1878_Italy_42.jpg
