Name	Place	Description	Pdf
Naccari (Savceur) & fils	à Palerme	Céréales.	Paris_1900_Italy_58.jpg
Nannarone (Raphael)	à Foggia	Céréales.	Paris_1900_Italy_58.jpg
Odorisio (Pascal)	à Catignano (Téramo)	Huile d'olive.	Paris_1900_Italy_58.jpg
Ottone (Georges) & fils	à Gênes	Huile d'olive extra.	Paris_1900_Italy_58.jpg
Pannone & Fione	à Bitonto (Bari)	Huile d'olive.	Paris_1900_Italy_58.jpg
Paolucci (Titus)	à Fossacesia	Huile d'olive.	Paris_1900_Italy_58.jpg
Pardini (Joseph)	à Buti (Province de Pise)	Huile d'olive.	Paris_1900_Italy_58.jpg
Pasti (François)	à San Gio. Lupatolo (Verona)	Produits agricoles alimentaires.	Paris_1900_Italy_58.jpg
Patroni-Griffi de Laurentiis (Louis)	à Santeramo in Colle (Bari)	Froment. Avoine. Orge.	Paris_1900_Italy_58.jpg
Poggi frères	à Vérone	Riz.	Paris_1900_Italy_58.jpg
Prosperi (Émile)	à Florence	Huile d'olive.	Paris_1900_Italy_58.jpg
Pucci (Baron Joseph)	à Catane, Via Carranda	Huile d'olive.	Paris_1900_Italy_58.jpg
Pucci Boncambi (Comte Rodolphe)	à Spoleto (Pérouse)	Huile d'olive.	Paris_1900_Italy_58.jpg
Radicioni (M.) & fils	à Numana (Ancona)	Huile d'olive.	Paris_1900_Italy_58.jpg
Rae (Samuel) & Cie	à Livourne	Huile d'olive de 1898.	Paris_1900_Italy_58.jpg
