Name	Place	Description	Pdf
Gagliano (Raphaël et Antoine)	Naples	Violon à forme Stradivarius et Guarnieri; archets.	Paris_1867_Italy_6.jpg
Giachetti (Joseph)	Cigliano (Novare)	Orgue à cylindres.	Paris_1867_Italy_6.jpg
Aymesino (Hyacinthe)	Turin	Piano oblique; pianos à cordes droites.	Paris_1867_Italy_6.jpg
Berra (Jean)	Turin	Piano à sept octaves.	Paris_1867_Italy_6.jpg
Caldera (Louis) et Monti (Louisa)	Turin	Piano fournissant des sons prolongés.	Paris_1867_Italy_6.jpg
Marchesio frères	Turin	Piano stalticophone à cordes obliques, en bois de noyer sculpté, à système de compensation; pianos sculptés par MM. Bertolozzi et Ferri, de Sienne.	Paris_1867_Italy_6.jpg
Mola (Joseph)	Turin	Piano vertical.	Paris_1867_Italy_6.jpg
Alessio (Don Joseph)	Varceii (Novare)	Instruments ayant la forme d'un piano droit.	Paris_1867_Italy_6.jpg
Dell'Oro (Antoine)	Domodossola (Novare)	Petit orgue à cordes.	Paris_1867_Italy_6.jpg
Leschin (Nicolas)	Padoue	Piano à queue en bois d'acajou.	Paris_1867_Italy_6.jpg
Mallatrello (Yttoent)	Vicence	Piano à queue.	Paris_1867_Italy_6.jpg
Ducré (Joseph)	Varhugo, près Florence	Piano droit.	Paris_1867_Italy_6.jpg
Miglio (Jean de)	Naples	Piano à queue à double échappement, système viennois.	Paris_1867_Italy_6.jpg
Faumo (Ch'ré Antoine)	Naples	Piano-melodium; sistre à clavier portatif pour musique militaire et orchestre.	Paris_1867_Italy_6.jpg
Peter (Augustin)	Naples	Piano à queue.	Paris_1867_Italy_6.jpg
Stenznieri (Jean)	Naples	Piano à squelette de fer.	Paris_1867_Italy_6.jpg
Gillardini (Jean)		Tambours et grosses caisses pour corps de musique.	Paris_1867_Italy_6.jpg
Galeotti (Joseph)	Crémone	Timbales de théâtre.	Paris_1867_Italy_6.jpg
Rivoire (Louis)	Crescentino (Novare)	Mécanisme s'adaptant à la contre-basse et évitant la pression des doigts sur les cordes.	Paris_1867_Italy_6.jpg
Balla (Nicolas)	Vérone		Paris_1867_Italy_6.jpg
Echerle (Charles)	Vérone	Cordes harmoniques de boyau, de soie et de métal.	Paris_1867_Italy_6.jpg
Bertinara (Joseph)	Turin	Caisses et boîtes d'instruments de chirurgie, appareils orthopédiques.	Paris_1867_Italy_6.jpg
Baldimelli (Ferdinand)	Milan	Caisses d'instruments de chirurgie pour amputations; bandages herniaires; speculum vagina.	Paris_1867_Italy_6.jpg
Gennari (Henri)	Milan	Instruments de chirurgie; appareils pour fractures; jambes artificielles; appareils orthopédiques; ceintures herniaires.	Paris_1867_Italy_6.jpg
Gilardini (André)	Pavie	Speculum vagina.	Paris_1867_Italy_6.jpg
Toscani (Pierre)	Padoue	Instruments de chirurgie et d'oculistique.	Paris_1867_Italy_6.jpg
Beltrami (Joseph)	Plaisance	Instruments de chirurgie; trépas; trousses pour amputations; trousses de poche.	Paris_1867_Italy_6.jpg
Salvellini (Pellégrin)	Carrare	Appareil contre l'étranglement de la hernie crurale.	Paris_1867_Italy_6.jpg
Lollini (Pierre et Paul), frères	Bologne	Instruments de chirurgie.	Paris_1867_Italy_6.jpg
Bareteri (Secondo)	Pise		Paris_1867_Italy_6.jpg
Caselli (Amaric)	Pise	Instruments de chirurgie dentaire.	Paris_1867_Italy_6.jpg
NA (NA)	Florence	Appareils et instruments de chirurgie; médicaments; méthodes curatives, études et actes sur les institutions sanitaires et sur les comités de secours en temps de guerre.	Paris_1867_Italy_6.jpg
Cironia (Antonia)	Naples	Appareils orthopédiques et instruments pour les médecins accoucheurs.	Paris_1867_Italy_6.jpg
Lenoc (Dominique de)	Naples	Kératotome.	Paris_1867_Italy_6.jpg
