Name	Place	Description	Pdf
Alinari frères	Florence	Photographies, portraits et vues.	Paris_1878_Italy_10.jpg
Ambrosetti (J.)	Turin	Portraits en photographie.	Paris_1878_Italy_10.jpg
Amodio (M.)	Naples	Photographies, monuments, tableaux et vues de Pompéi.	Paris_1878_Italy_10.jpg
Angiolini et Tuminiello	Rome	Photographies.	Paris_1878_Italy_10.jpg
Besso (V.)	Biella (Turin)	Photographies de vues des vallées des Alpes.	Paris_1878_Italy_10.jpg
Brusa (J.-B.)	Venise	Photographies inaltérables obtenues par le système de l'héliotype; autres, par le système de bromotypie; éditions d'œuvres d’art (album).	Paris_1878_Italy_10.jpg
Coceo (J.-L.)	Cagliari	Photographies des costumes sardes en 'a'; autres coloriées; collodion négatif; iodation pour photographies; iodations pour clichés d’agrandissement; nouvelle pyroxiline photographique; brochure sur les procédés chimiques.	Paris_1878_Italy_10.jpg
D'Alessandri frères	Rome	Portrait agrandi du roi d'Italie; autres portraits et vues de Rome.	Paris_1878_Italy_10.jpg
Danesi (M.)	Rome	Vues de Rome; ornements; piliers des loges de Raphaël et travaux divers en phototypie ; photographies de statues ; reproductions en photolithographie, en phototypie et en chromotypie (deux albums).	Paris_1878_Italy_10.jpg
Fornari (J.)	Lodi	Spécimens de photanracographie et de photargilhotipie.	Paris_1878_Italy_10.jpg
Fratacci (C.)	Naples	Photographies.	Paris_1878_Italy_10.jpg
Giannone (E.)	Palerme	Photographies d’imitations de médailles et à système poli.	Paris_1878_Italy_10.jpg
Guidi (F.)	Florence	Photographies.	Paris_1878_Italy_10.jpg
Guidi (P.)	San-Remo	Photographies de quatre-vingts plantes indigènes et spontanées de la Ligurie occidentale.	Paris_1878_Italy_10.jpg
Griffini et Mamoli	Lodi	Photographies sur faïence et sur verre par le système de la photosidiopigraphie.	Paris_1878_Italy_10.jpg
Jankovieh (J.)	Venise	Portraits de cabinet, sur feuille entière, de bustes grandeur naturelle (album).	Paris_1878_Italy_10.jpg
Lauro (B.)	Naples	Portrait en photographie exécuté avec un appareil d’agrandissement, et autres photographies.	Paris_1878_Italy_10.jpg
Paganori (V.)	Florence	Portraits, vues et reproductions artistiques anciennes et modernes.	Paris_1878_Italy_10.jpg
Roceco (L.)	Turin	Lithographies exécutées au moyen de la photographie (album).	Paris_1878_Italy_10.jpg
Rossetti (Chevalier J.)	Brescia	Illustration de l’église des Miracles et de la Loge ou Palais Municipal de Monte, à Brescia.	Paris_1878_Italy_10.jpg
Sobacchi (A.)	Lodi	Spécimens du système photantracographique.	Paris_1878_Italy_10.jpg
Valvo Sortina (C.)	Catane	Vue photographique de l'Etna, d’après nature.	Paris_1878_Italy_10.jpg
Vignundini (F.)	Bologne	Appareil photographique perfectionné.	Paris_1878_Italy_10.jpg
Barbato (C.)	Messine	Harmonium avec deux claviers à main.	Paris_1878_Italy_10.jpg
Brizzi et Nicoleai	Florence	Pianos droits.	Paris_1878_Italy_10.jpg
