Name	Place	Description	Pdf
Favario (Charles)	Maslianico (Côme)	Dessin d'un calorifère à ventilateur.	Paris_1867_Italy_22.jpg
Dolet (Antoine)	Plaisance	Calorifère de fonte, cheminée et poêles de terre cuite réfractaire.	Paris_1867_Italy_22.jpg
Rapotti (Augustin)	Chiavari	Calorifère à vapeur pour établissements de bain.	Paris_1867_Italy_22.jpg
Tocelli (Jean-Baptiste)	Paris	Calcifacetur et évaporateur.	Paris_1867_Italy_22.jpg
Mioholii (Eupile de)	Venise	Poêle dit à la Franklin.	Paris_1867_Italy_22.jpg
Cecchi (A. et Joachim) frères	Florence	Franklin de terre réfractaire vernissé et doré.	Paris_1867_Italy_22.jpg
Magrini (Louis)	Florence	Appareil pour obtenir la continuité et constance de la lumière électrique. (Voir cl. 12, n° 83.)	Paris_1867_Italy_22.jpg
Savi – Scorpioni (Gétan)	Florence	Lampe hydro-phyrique.	Paris_1867_Italy_22.jpg
Maison municipale d’industrie de Vérome		Allumettes ordinaires et de salon.	Paris_1867_Italy_22.jpg
Lupi et Segro	Florence	Allumettes de cire et de bois.	Paris_1867_Italy_22.jpg
Pierini (Balchasar)	Florence	Allumettes sans phosphore, en bois et en cire.	Paris_1867_Italy_22.jpg
Santini (Louis)	Florence	Allumettes de bois.	Paris_1867_Italy_22.jpg
Ghetti (Nicolas) et Cie	Rimini	Allumettes phosphoriques; description des machines et des procédés de fabrication.	Paris_1867_Italy_22.jpg
Novi (Joseph)	Naples	Lumière jaune pour signaux de nuit.	Paris_1867_Italy_22.jpg
Guerra (Ange)	Padoue		Paris_1867_Italy_22.jpg
Benxii (Raphaël)	Paris	Chronomètres de poche et à échappement à ancre; articles d'horlogerie.	Paris_1867_Italy_22.jpg
Couvent des Carmes déchaussés	Venise	Esprit de mélisse.	Paris_1867_Italy_22.jpg
Arrigo (André)	Venise	Poudre de riz de Chypre.	Paris_1867_Italy_22.jpg
Treccoréi (Etienne)	Gênes	Eau dite de Gènes pour la toilette; parfums.	Paris_1867_Italy_22.jpg
Cedolini (Ignace)	Modène	Eaux parfumées.	Paris_1867_Italy_22.jpg
Bartololetti (Pierre)	Bologne	Eau dite de Felsini.	Paris_1867_Italy_22.jpg
Torricelli (André)	Florence	Pâte d'iris.	Paris_1867_Italy_22.jpg
Guagnî (Noël)	Florence	Saindoux épuré pour la parfumerie.	Paris_1867_Italy_22.jpg
Gibert (Léonce)	Naples	Pommades, huiles, poudres et cosmétiques.	Paris_1867_Italy_22.jpg
Zempt (Joseph)	Naples	Articles de parfumerie pour la teinture des cheveux.	Paris_1867_Italy_22.jpg
Curate (Goneros)	Naples	Parfumerie.	Paris_1867_Italy_22.jpg
Chambre de commerce de Caltanisette (Sbergillo Carjucii)		Eau dentifrice.	Paris_1867_Italy_22.jpg
André (Augustin)	Naples	Savons, pommades, poudres et essences de toilette.	Paris_1867_Italy_22.jpg
Sileo (Ignace)	Reggio (Calabre)	Vinaigre de toilette.	Paris_1867_Italy_22.jpg
Foschî (Charles)	Pérouse	Savon au miel pour la toilette.	Paris_1867_Italy_22.jpg
Genovaîs (Félix)	Naples	Savon en pâte de Naples; savon à base de soude.	Paris_1867_Italy_22.jpg
Muro (Louis do)	Naples	Savons blancs, bruns et noirs parfumés et non parfumés.	Paris_1867_Italy_22.jpg
Depero (Baptiste) et frères	Fiumcillo (Brescie)	Manches de fouets de micocoulier.	Paris_1867_Italy_22.jpg
Galeotti (Ange)	Crémone		Paris_1867_Italy_22.jpg
