Name	Place	Description	Pdf
Roméo (Étienne)	San-Stefano (Reggio de Calabre)	Huiles d'olive	Paris_1867_Italy_89.jpg
Amendoni (Donat)	Bari	Huiles	Paris_1867_Italy_89.jpg
Azzone (Joseph)	Bari	Huile	Paris_1867_Italy_89.jpg
Caravita (Torrito)	Bari	Huile	Paris_1867_Italy_89.jpg
Palumbo (Horace)	Bari	Huile	Paris_1867_Italy_89.jpg
Poimano (Xavier-Ange)	Bari	Huile	Paris_1867_Italy_89.jpg
Silon-Labini (Vincent)	Bari	Huile	Paris_1867_Italy_89.jpg
Scocchera (Savino)	Bari	Huile d'olive	Paris_1867_Italy_89.jpg
Bartoloni frères	Corigliano Calabro (Cosenza)	Huile d’olive	Paris_1867_Italy_89.jpg
Cimino frères	Corigliano Calabro (Cosenza)	Huile d’olive non lavée	Paris_1867_Italy_89.jpg
La Pietra (Dominique)	Corigliano Calabro (Cosenza)	Huile d'olive	Paris_1867_Italy_89.jpg
Letrieri (Louis)	Corigliano Calabro (Cosenza)	Huile non lavée	Paris_1867_Italy_89.jpg
Margia frères	Corigliano Calabro (Cosenza)	Huile non lavée	Paris_1867_Italy_89.jpg
Alcala (Emmanuel)	Pizzo (Catanzaro)	Huiles non lavées	Paris_1867_Italy_89.jpg
Assanti (Félix)	Catanzaro	Huile d'olive	Paris_1867_Italy_89.jpg
Fivre (Basile et Thomas de) frères	Catanzaro	Huiles	Paris_1867_Italy_89.jpg
Baracree (frères)	Cotrone (Catanzaro)	Huile d'olives vertes et noires	Paris_1867_Italy_89.jpg
Bianchi (Daniel)	Catanzaro	Huile lavée	Paris_1867_Italy_89.jpg
Conidi (Vincent)	Catanzaro	Huile	Paris_1867_Italy_89.jpg
Larusse (Léonard)	Catanzaro	Huile d'olive	Paris_1867_Italy_89.jpg
Piane (Dominique)	Catanzaro	Huile de montagne	Paris_1867_Italy_89.jpg
Mazza (Nicolas)	Borgia (Catanzaro)	Huile	Paris_1867_Italy_89.jpg
Mantuori (Pascal)	Catanzaro	Huile	Paris_1867_Italy_89.jpg
Sanseverino (Charles de Marcellinara)	Catanzaro	Huile	Paris_1867_Italy_89.jpg
Sous-commission de Catanzaro		Huiles	Paris_1867_Italy_89.jpg
Stocco (Vincent)	Nicastro (Catanzaro)	Huile lavée	Paris_1867_Italy_89.jpg
Susanna (Augustin)	Catanzaro	Huile	Paris_1867_Italy_89.jpg
Bonanno-Ricca (François)	Termini (Palerme)	Huile d'olive	Paris_1867_Italy_89.jpg
Iannelli (Henri)	Palerme	Huile d'olive	Paris_1867_Italy_89.jpg
Scarlata (Alexandre)	Catanzaro	Huile d'olive	Paris_1867_Italy_89.jpg
Sous-commission de Catane		Huile d'olive	Paris_1867_Italy_89.jpg
Cianciasara (Joseph)	Messine	Huile d'olive	Paris_1867_Italy_89.jpg
Mazzullo-Mirone (Louis)	Messine	Huile d'olive	Paris_1867_Italy_89.jpg
Cenceia (Ludovic)	Orvietto	Huile d'olive citronnée	Paris_1867_Italy_89.jpg
Santim (Louis de)	Manoppello (Chieti)	Huile citronée	Paris_1867_Italy_89.jpg
Veralidi-Gironder (César)	Catanzaro	Huile d’olive citronée	Paris_1867_Italy_89.jpg
Sous-commission de Brindes		Huiles	Paris_1867_Italy_89.jpg
Shirziolo (Carmel)	Caltanisetta	Huile d'olive	Paris_1867_Italy_89.jpg
Marzoleeni (Laurent)	Lecco	Fromages stracchino di Gorgonzola; stracchiu quartelo di pâte blanche	Paris_1867_Italy_89.jpg
Zarla (Benoît)	Rovato (Brescia)	Fromage de montagne	Paris_1867_Italy_89.jpg
Biancardi de Ferrari (frères)	Lodi	Fromages parmesan	Paris_1867_Italy_89.jpg
Polenghi (Charles)	Lodi	Fromage parmesan	Paris_1867_Italy_89.jpg
Cattaneo (Jacques) et frères)	Pia (Pavie)	Fromage parmesan	Paris_1867_Italy_89.jpg
Dozzio (Jean)	Belgivoso (Pavie)	Fromage parmesan	Paris_1867_Italy_89.jpg
Franzini (Baltazar)	Pavie	Fromages stracchini, mascarpon fromage parmesan	Paris_1867_Italy_89.jpg
Marandid (Joseph)	Melignano (Crémenz)	Fromage vieux; fromage stracchino; beurre	Paris_1867_Italy_89.jpg
Collège Alheroni	Plaisance	Fromage parmesan	Paris_1867_Italy_89.jpg
