Name	Place	Description	Pdf
Vezzoni (D.-Jean)	Crémone	Méthode pour enseigner la lecture de la musique.	Paris_1867_Italy_113.jpg
Aloysio (Antoine)	Venise	Systèmes musicaux.	Paris_1867_Italy_113.jpg
Checcacci (Antoine)	Genève	Ouvrages en langues italienne et française pour l'instruction primaire; table indicative des verbes italiens à l'usage de l'instruction secondaire en Italie; conjugaison des verbes français.	Paris_1867_Italy_113.jpg
Paravia (Jean-Baptiste) et Cie	Turin	Collections et recueils d'ouvrages d'instruction pour les écoleses élémentaires classiques et techniques; livres de rubrique, missels, breviaires, diurnals, antiphonaires, imprimés en noir et en rouge; cartes murales géographiques; tableaux pour l'enseignement de la lecture, de la géométrie et de l'histoire naturelle; tableaux iconographiques de M. Bellardi; globes et sphàres géographiques et cosmographiques; solides géométriques, règles, équerres, tableaux pour la numération des nombres entiers et des fractions; écritoires.	Paris_1867_Italy_113.jpg
Scavin (Jean)	Turin	Ouvrages d'instruction primaire en usage dans les écoles du royaume d'Italie.	Paris_1867_Italy_113.jpg
Capurro (Jean-François)	Novi (Alexandrie)	Système pour apprendre les premières notions de l'arithmétique.	Paris_1867_Italy_113.jpg
Scarpellini (Dominique)	Bergame	Livre de lecture pour les écoles de la ville.	Paris_1867_Italy_113.jpg
École royale supérieure de navigation de Venise		Albums d'échantillons scolastiques avec photographies et essais chimiques.	Paris_1867_Italy_113.jpg
Cattani (Jean)	Parme	Grammaires italiennes.	Paris_1867_Italy_113.jpg
Mussi (Victor)	Reggio(Émilie)	Cours de langue anglaise.	Paris_1867_Italy_113.jpg
Bertocci (Joseph)	Florence	Etymologies et syntaxe latine en tables synoptiques.	Paris_1867_Italy_113.jpg
Nerucci (Gérard)	Florence	Livres scolastiques.	Paris_1867_Italy_113.jpg
Paggi (Félix)	Florence	Ouvrages d'éducation de Benedetti, Bottero, Gatti, Pascini, Pagani, Paganini, Pera, Sirt, Stoli, Thouar, Vanetti.	Paris_1867_Italy_113.jpg
Gradi (Thémistocle)	Sienne	Ouvrages d'éducation.	Paris_1867_Italy_113.jpg
Noce (Jean)	Lecce	Éléments d'arithmétique, théories sur les nombres pairs et impairs, premiers et parfaits.	Paris_1867_Italy_113.jpg
Gymnase et lycée royal de Padoue		Atlas et cartes géographiques.	Paris_1867_Italy_113.jpg
Luca (Joseph de)	Naples	Éléments de géographie ancienne et moderne à l'usage des classes élémentaires et secondaires; abrégé de géographie d'Adrien Balbi avec notes.	Paris_1867_Italy_113.jpg
Prudenzano (Boselli représentant)	Naples	Ouvrages de littérature et d'instruction.	Paris_1867_Italy_113.jpg
Institut Royal des sourds et muets	Sienne	Guide de l'enseignement des sourds et muets, par Louis Tofani, sous-directeur de l'institut royal; les institutions des sourds et muets en Italie par Thomas Pendola, directeur de l'institut royal; travaux d'ébénisterie.	Paris_1867_Italy_113.jpg
Tensali (Joseph)	Milan	Machine à écrire et à l'usage des aveugles.	Paris_1867_Italy_113.jpg
Lycée royal Scarpi	Bergame	Mémoires des étudiants du lycée royal de Bergame sur l'étude de la physique et de l'histoire naturelle.	Paris_1867_Italy_113.jpg
Piatti (Achille)	Crémone	Dessins à la plume et aquarelle.	Paris_1867_Italy_113.jpg
Société industrielle de Bergame		Dessins d'Orra, dessins d'architecture et de mécanique, exécutés par les élèves de l'école du soir pour les ouvriers.	Paris_1867_Italy_113.jpg
Institut royal technique de Florence		Dessins exécutés.	Paris_1867_Italy_113.jpg
