Name	Place	Description	Pdf
Merli (Laura)	Reggio (Émilie)	Mouchoirs blancs brodés à la main	Paris_1867_Italy_33.jpg
Passeri (Marie)	Pise	Mouchoirs brodés en batiste	Paris_1867_Italy_33.jpg
Baldeckchi (Ange)	Città di Castello (Pérouse)	Broderie sur batiste	Paris_1867_Italy_33.jpg
Baldeckchi (Zelmaire)	Città di Castello (Pérouse)	Broderies sur batiste	Paris_1867_Italy_33.jpg
Falci (Françoise)	Fulingo (Pérouse)	Mouchoirs de batiste brodés	Paris_1867_Italy_33.jpg
Macedo (Jeanne)	Grattamare (Fermo)	Mouchoirs de batiste brodés	Paris_1867_Italy_33.jpg
Fammo (Marie)	Naples	Mouchoirs brodés	Paris_1867_Italy_33.jpg
Hospice provincial des Orphelins et des Enfants-Trouvés	Bari	Mouchoirs brodés sur batiste	Paris_1867_Italy_33.jpg
Monti (Soeurs)	Beltune (Venise)	Broderie de laine	Paris_1867_Italy_33.jpg
Sozzi (Jean)	Milan	Fauteuil brodé, écran, tableaux, coussins, dos de divan brodé	Paris_1867_Italy_33.jpg
Biella (Antoine)	Milan	Tableaux brodés en relief sur fond de soie	Paris_1867_Italy_33.jpg
Fagnani (César)	Paris	Tableaux brodés en figures imitant des costumes militaires	Paris_1867_Italy_33.jpg
Collège Carniti	Crème	Broderie de soie (paysage), broderie de soie et d’or (Saint-Joseph), robe brodée avec riche tablier, couvre-pieds pour lit brodé en blanc, mouchoirs de batitse, chemises de toile	Paris_1867_Italy_33.jpg
Basttanzi (Augusta)	Serravalle (Venise)	Tableaux brodés en soie	Paris_1867_Italy_33.jpg
Léon (Arnold)	Venise	Tableaux historiques brodés en soie	Paris_1867_Italy_33.jpg
Calvi (Clara)	Gênes	Tableau brodé en laine, soie et chenille	Paris_1867_Italy_33.jpg
Tonnumi-Storti (Augusta)	Seiiri-Ponente (Gênes)	Tableau en clair obscur en soie exécuté à l’aiguille	Paris_1867_Italy_33.jpg
Turio (Thérèse)	Chiavari (Gênes)	Broderies de soie, portrait de S.M. le roi Victor-Emanuel et portrait de femme	Paris_1867_Italy_33.jpg
Gottardi-Marini (Catherine)	Parme	Tableau brodé en soie (Fleurs et fruits)	Paris_1867_Italy_33.jpg
Facchini (Thérèse)	Modène	Tableaux brodés en soie (vieille femme, madone et paysage)	Paris_1867_Italy_33.jpg
Gattai (Ariane)	Pise	Tableau avec figures, brodé sur soie, brodé en laine lithographie, tissu d’argent brodé en or	Paris_1867_Italy_33.jpg
Rinuccini (Anna)	Pise	Broderie sur soie avec figures imitant la lithographie, tissu d’argent brodé d’or	Paris_1867_Italy_33.jpg
Institut Royal des Sourds-Muets	Sienne	Ouvrage de broderie en soie et dédié à l’abbé de l’Épée, avec cadre sculpté en bois; le dôme de Sienne, dessin exécuté à l’aiguille par des élèves de l’Institut	Paris_1867_Italy_33.jpg
Montechiari (Petronille)	Macerata	Cheminée en velours brodé de soie, d’or et d’argent; couverture d’album	Paris_1867_Italy_33.jpg
Levallois (Émilie)	Pérouse	Point ou maille brodée	Paris_1867_Italy_33.jpg
Vittelleschi (Victoria et Ignace)	Foligno	Tableau brodé imitant la lithographie en noir et en couleur	Paris_1867_Italy_33.jpg
Institut des Aveugles de Milan	Milan	Tapis brodé sur canevas, à dessin de couleurs variées, exécuté par les aveugles de l’Institut	Paris_1867_Italy_33.jpg
Figari (Louise)	Gênes	Tapis de perles pour guéridops	Paris_1867_Italy_33.jpg
Martini (Eugène)	Milan	Ornements d’église, broderies d’or pour uniformes civils et militaires	Paris_1867_Italy_33.jpg
Martini (Louis)	Milan	Broderies d’or, d’argent et de soie pour ornements d’église et pour uniformes civils et militaires	Paris_1867_Italy_33.jpg
Institut Canali	Venise		Paris_1867_Italy_33.jpg
