Name	Place	Description	Pdf
Cimino (André)	Corigliano Calabro (Cosenza)	Peluche rayée et unie	Paris_1867_Italy_25.jpg
Patari (Thomas)	Caragliano Calabro (Cosenza)	Peluche rayée de la filature de Salerne	Paris_1867_Italy_25.jpg
Tansitano (Nicolas)	Carigliano Calabro (Cosenza)	Peluche de la filature de Salerne	Paris_1867_Italy_25.jpg
Caropi (Sylve)	Davole (Catanzaro)	Tissus de coton	Paris_1867_Italy_25.jpg
Ceradolo (Dominique et Antoine)	Chiaravalle (Catanzaro)	Tissus de coton	Paris_1867_Italy_25.jpg
Conidi (Vincent)	Squillare (Catanzaro)	Tissus de coton	Paris_1867_Italy_25.jpg
Mazza (Nicolas	 Borgìa (Catanzaro)	Tissus de coton	Paris_1867_Italy_25.jpg
Municipe de Terra San Bruno	Catanzaro	Tissus de coton	Paris_1867_Italy_25.jpg
Sous-Commission de la Calabria ultérieure (seconde)	Catanzaro	Tissus de coton	Paris_1867_Italy_25.jpg
Cesarano père	Castellamare de Stabia	Tissus de coton simples et croisés; toiles du Nord, fil et coton	Paris_1867_Italy_25.jpg
Russo et Dattilo	 Castellamare de Stabia	Toiles légères de coton de couleur	Paris_1867_Italy_25.jpg
Coccoluto-Ferrigni (Joseph)	Livourne	Toiles à voiles de coton	Paris_1867_Italy_25.jpg
Leumann (Isaac)	Voghera (Pavìe)	Tissus de coton dits czvoline; tissus de coton et de laine dits cotonnìne	Paris_1867_Italy_25.jpg
Bensi (Pierre)	Prato (Florence)	Tissus laine et coton; jupons laine et coton	Paris_1867_Italy_25.jpg
Romaggì (Pierro)	Navacchio (Pìse)	Tissus lin et coton	Paris_1867_Italy_25.jpg
Voir	NA (empty cell)	NA (empty cell)	Paris_1867_Italy_25.jpg
Giannini (Frédéric)	Naples	Bouracan de laine et coton	Paris_1867_Italy_25.jpg
Hospice provincial des Enfants-Trouvés et des orphelines	Bari	Tissus de coton; ssus de laine et de coton	Paris_1867_Italy_25.jpg
Municipalité de Terra San Bruno	arrondissement de Montelesne (Catanzaro)	Tissus de laine et coton	Paris_1867_Italy_25.jpg
Villa (César)	Loarca (Lecco)	Lin mouillé	Paris_1867_Italy_25.jpg
Buttì et Socì	Villa d'Alme (Bergame)	Fils de lin et fils de lin moulinés	Paris_1867_Italy_25.jpg
Battaggia (Alexís)	Venise	Fils de lin	Paris_1867_Italy_25.jpg
Dumans (Jean) et fils	Pise	Fils dde lin brut	Paris_1867_Italy_25.jpg
Bruni (François)	Brescia	Fil blanchi	Paris_1867_Italy_25.jpg
Municipalité de Vico-Gargano	(Foggia)	Fils d lin à coudre (ric); filé à la main; fils de lin à tisser (accia; tissus de lin; tissus de lin avec arabesques et avec bas-relìefs	Paris_1867_Italy_25.jpg
Cusanì et Ciel	Milan	Fils de lin et de chanvre; fil gris et fil blanc; toiles	Paris_1867_Italy_25.jpg
Maggiònì (Joseph) et Cìe	 Crême (Crèmone)	Lin et chanvre filé à la mécanique. Tonnal	Paris_1867_Italy_25.jpg
Paolì-Puccettì (Raphael)			Paris_1867_Italy_25.jpg
Garfagnana (Massa-Carra)	Chanvres filés		Paris_1867_Italy_25.jpg
Société anonyme de la filature de chanvre	 Canonica, près Casaleccio (Bologne)	Chanvres bruts et peignés, fils de chanvre et fils de coton	Paris_1867_Italy_25.jpg
Graffolder (Antoine) Bergame	Mouchoirs de toile		Paris_1867_Italy_25.jpg
Tenchìnì (Jules)	Brescia	Toile pour nappes d'une seule pièce; serviettes, système Jacquart et toille pour chemises	Paris_1867_Italy_25.jpg
Locatelli (J.-Antoine) et Billencter (Eugène)	Udine	Toile de lin	Paris_1867_Italy_25.jpg
Pénitencíer d'Alexandrie	 Alexandrìe	Toile fioertte; nappes; macrame; gingas de mateias et pour vêtements; serviettes; basin blanc; peuluche	Paris_1867_Italy_25.jpg
