Name	Place	Description	Pdf
Bertani Gaëtan	à Via Maro Padri, Verone	Vins	Paris_1900_Italy_117.jpg
Berti Gaëtan I fils	à Signa, Florence	Vin Chianti 1896, 1897	Paris_1900_Italy_117.jpg
Blasi Louis de	à Squinzano, Lecce	Vin rouge	Paris_1900_Italy_117.jpg
Boldetti Joseph I Cie	à Iglesias, Sardaigne	Vins fins, Vins de Barbera et vin ordinaire de table	Paris_1900_Italy_117.jpg
Bologna Victor	à Montepulciano, Sienne	Vin	Paris_1900_Italy_117.jpg
Bonardi Félix	à Fossano, Coni	Barolo 1893, 1894 et 1897	Paris_1900_Italy_117.jpg
Bonnenni Charles-Albert	à Ancône	Vins	Paris_1900_Italy_117.jpg
Bonola Joseph	à Gattinara, Novare	Vin 1892	Paris_1900_Italy_117.jpg
Bonomi Vincent	à Concordia, Modène	Eau-de-vie	Paris_1900_Italy_117.jpg
Bovone Raphaël	à Gênes	Vins rouge et blanc 1896, 1897	Paris_1900_Italy_117.jpg
Bracci Testasecca Joseph	à Montepulciano, Sienne	Vin Montepulciano	Paris_1900_Italy_117.jpg
Brian Alfred	à Felino, près Parme	Vins blancs secs	Paris_1900_Italy_117.jpg
Bulli Alexandre	à Recanati, Macerata	Vin 1897	Paris_1900_Italy_117.jpg
Burgio Nobili frères	à Mazzara del Vallo, Trapani	Vin de Marsala	Paris_1900_Italy_117.jpg
