Name	Place	Description	Pdf
Sommaruga (I.)	à Milan	Horloge pour tour avec grande sonnerie aux heures et aux quarts, avec pendules de compensation.	Paris_1878_Italy_22.jpg
Zorzi (F.)	à Venise	Pendule, compensation démontrée.	Paris_1878_Italy_22.jpg
Abbone et Romagna	à Moncalieri (Turin)	Allumettes en cire et en bois.	Paris_1878_Italy_22.jpg
Coecolo (M.)	à Udine	Tous les produits de l'industrie des allumettes.	Paris_1878_Italy_22.jpg
DellaChà (A.)	à Moncalieri (Turin)	Allumettes.	Paris_1878_Italy_22.jpg
Lavaggi (F.) et fils	à Trofarello (Turin)	Allumettes en bois et en cire; allumettes perfectionnées.	Paris_1878_Italy_22.jpg
Romanin (Le chevalier Dr J.)	à Padoue	Dessins représentant 15 établissements industriels auxquels l'exposant a appliqué des systèmes particuliers de ventilation pour en améliorer les conditions hygiéniques.	Paris_1878_Italy_22.jpg
Bartolotti (P.)	à Bologne	Eau de Felsina.	Paris_1878_Italy_22.jpg
Casamorati (C.)	à Bologne	Eau de Felsina.	Paris_1878_Italy_22.jpg
Freeceri (E.)	à Gênes	Eau de Gênes; essences; parfumeries.	Paris_1878_Italy_22.jpg
Gandolfo (A.)	à Gênes	Eau du Carignano.	Paris_1878_Italy_22.jpg
Genovesi (C.) et fils	à Naples	Savons pour toilette.	Paris_1878_Italy_22.jpg
Gibert San Giovanni	à Tedduccio (Naples)	Pommades, vinaigre, eaux, essences, teintures pour toilette.	Paris_1878_Italy_22.jpg
Grassi Mauro (N. et M.)	à Aciarèal (Catane)	Crème de savon rafraîchissant pour la peau.	Paris_1878_Italy_22.jpg
Malvezzi (G.) et Cie	à Venise	Poudre de Chypre simple et parfumée.	Paris_1878_Italy_22.jpg
Migone (A.) et Cie	à Milan	Parfumeries et savons de toilette.	Paris_1878_Italy_22.jpg
Milioni (L.)	à Trévise	Piroconophobes; parfum contre les cousins.	Paris_1878_Italy_22.jpg
Mostardini (A.)	à Florence	Eau de Cologne; vinaigre cosmétique; extrait d'odeur; poudres de riz, d'amande, d'iris; dentifrice.	Paris_1878_Italy_22.jpg
Sbriecoli (G.)	à Rome	Pommade et eau de toilette.	Paris_1878_Italy_22.jpg
Searano (M.)	à Bari	Poudre de Chypre.	Paris_1878_Italy_22.jpg
Stacchini (A.) et Cie	à Rome	Divers produits pour toilette.	Paris_1878_Italy_22.jpg
Verganinni (P.) et Cie	à Reggio-Emilia	Savon pour toilette et pour blanchissage.	Paris_1878_Italy_22.jpg
Vianello (N.)	à Venise	Poudre dite velentine; poudres dentifrices; parfums divers.	Paris_1878_Italy_22.jpg
Amministratione carceraria (Administration des prisons)		Objets divers.	Paris_1878_Italy_22.jpg
