Name	Place	Description	Pdf
Mont de Piété	Florence	Photographies et plan. Comptes administratifs. Tableaux statistiques. Rapports.	Paris_1900_Italy_281.jpg
Mont de Piété de la Miséricorde	Naples	Status; règlements; comptes rendus.	Paris_1900_Italy_281.jpg
Mont de Piété	Udine	Publications, statues et règlements.	Paris_1900_Italy_281.jpg
Montrucchio (Victor)	Turin, rue de Nice, 135	Machine a écrire à l'usage des aveugles et des clairvoyants	Paris_1900_Italy_281.jpg
Orphelinat pour jeunes filles	Senigallia (Ancone)	Status. Règlements et travaux des élèves.	Paris_1900_Italy_281.jpg
Patronage pour les Fils du Peuple	Modène	Status, règlements; tableaux démonstratifs.	Paris_1900_Italy_281.jpg
Péroni (Jacques)	Turin	Tableaux et relation.	Paris_1900_Italy_281.jpg
Pichi (Louis)	Arezzo, Pia Casa di mendicità	Statistiques; statuts et règlements.	Paris_1900_Italy_281.jpg
Piraino de Corradi	Palermo	Matériel d'enseignement à l'usage des aveugles.	Paris_1900_Italy_281.jpg
Rorfanotrofio	Sienne	Travaux des élèves.	Paris_1900_Italy_281.jpg
Regio Albergo delle Povere	Palermo	Documents.	Paris_1900_Italy_281.jpg
Romano (Sauveur)	Palermo	Dessins, documents, etc.	Paris_1900_Italy_281.jpg
Société d'Assistance Publique	Spezia (Gênes)	Statuts et règlements; rapports, registres, comptes rendus, tableaux, etc.	Paris_1900_Italy_281.jpg
Société d'Assistance Publique « Croce Verde »	Lucques	Albums, photographies; relations; statistiques, etc.	Paris_1900_Italy_281.jpg
