Name	Place	Description	Pdf
Banzatti (Diomisev)	Milan	Journal trimestriel musical sacré	Paris_1900_Italy_8.jpg
Barbera (G.)	Florence	Collection d'éditions, etc.	Paris_1900_Italy_8.jpg
Battei (Louis)	Parme	Publications littéraires scientifiques, etc.	Paris_1900_Italy_8.jpg
Brunetta (Alexandre)	Rome	Tableau enluminé sur parchemin.	Paris_1900_Italy_8.jpg
Campodonico (Ludovic)	Gênes	Publication.	Paris_1900_Italy_8.jpg
Capra (Marcel)	Turin	Éditions musicales gravées sur planches métalliques et pierres lithographiques.	Paris_1900_Italy_8.jpg
Casanova (Francisco)	Turin, place Carignan	Livres.	Paris_1900_Italy_8.jpg
Casciani (Auguste)	Rome, Babuno, 89 et 91.	Relieures artistiques.	Paris_1900_Italy_8.jpg
Cecchi (Gustave)	Florence	Albums. Cartes postales, etc.	Paris_1900_Italy_8.jpg
Cecchini (Ector)	Città di Castello.	Notes statistiques et historiques sur l'Archieve de e Città di Castello.	Paris_1900_Italy_8.jpg
Condigliozzi (Dominique)	Rome	Annuaire de la noblesse héraldique et de la diplomatie.	Paris_1900_Italy_8.jpg
Compagnie internationale de Publicité Artistique	Milan, via Dante, 15	Éditions.	Paris_1900_Italy_8.jpg
Dessi (Joseph)	Sassari	Éditions diverses.	Paris_1900_Italy_8.jpg
Ferraris-Maggiorino	Rome	Collection de la Revue de sciences, lettres et arts Nuova Antologia.	Paris_1900_Italy_8.jpg
