Name	Place	Description	Pdf
Pepi (B.)	Sienne	Médaillons en céramique, imitation de Luca della Robbia.	Paris_1878_Italy_20.jpg
Rubbiani (C.)	Sassuolo (Modène)	Faïences.	Paris_1878_Italy_20.jpg
Scappini (A.)	Corneto Tarquinia (Rome)	Vases en terre cuite, imitation des vases étrusques.	Paris_1878_Italy_20.jpg
Spinacéi (J.)	Gubbio	Vases, amphores, médaillons historiés et colorés, avec couleurs métaliques.	Paris_1878_Italy_20.jpg
Tanfani (C.)	Rome	Vases en terre cuite peints au vernis et à l'émail, style étrusque.	Paris_1878_Italy_20.jpg
Torelli (J.)	Florence	Groupes, statuettes, bas-reliefs en mosaïque en biscuit.	Paris_1878_Italy_20.jpg
Costamagna (I.J.)	Turin	Tissus en crin pour mobilier et voitures.	Paris_1878_Italy_20.jpg
Levere frères	Turin	Étoffes pour meubles en soie; damas; lampas historiés et brocart; velours de soie; rideaux de mousseline; soie brodée.	Paris_1878_Italy_20.jpg
Merendaino (J.)	Turin	Toiles cirées pour tapis et pour meubles.	Paris_1878_Italy_20.jpg
Trapolin (J.-B.)	Venise	Étoffes pour meubles et pour églises.	Paris_1878_Italy_20.jpg
Ferrino (C.)	Turin	Papiers et toile de verre et émeri. Papiers pour emballage et pour les murs humides.	Paris_1878_Italy_20.jpg
Stabiliment del Fibreno (Papeteries du Fibreno), Lefévre (E.)		Papiers pour tentures; livres; panneaux.	Paris_1878_Italy_20.jpg
Tadini (F.)	Turin	Papier et toile de verre et émeri.	Paris_1878_Italy_20.jpg
Vitone (J.) et C^o	Turin	Toile et papier de verre et émeri.	Paris_1878_Italy_20.jpg
Administration des prisons		Divers articles de coutellerie.	Paris_1878_Italy_20.jpg
Fugini (L.)	Brescia	Ciseaux.	Paris_1878_Italy_20.jpg
Gentili (P.)	Rome	Rasoirs avec étui de sûreté.	Paris_1878_Italy_20.jpg
Sella (L.) et frères	Masserano (Novare)	Assortiment d'articles de coutellerie.	Paris_1878_Italy_20.jpg
Pellas (Chevalier J.)	Florence	Reproductions en galvanoplastie; une Vierge, bas-relief de Mino da Fiesole; deux plats de Benvenuto Cellini; deux chenêts en bronze modelés par J. Bologna; candélabre style de l'Empire.	Paris_1878_Italy_20.jpg
Amodio (M.)	Naples	Trois statues en bronze.	Paris_1878_Italy_20.jpg
