year;comune_code;n;location;country;lat;long;COMUNE;PRO_COM
1889;NA;1;Edimburgo;Scozia;55,9532520000000;-3,18826700000000;NA;NA
1889;NA;1;Elswick Works - Newcastle-upon-Tyne;Inghilterra;54,9676013000000;-1,64768700000000;NA;NA
1889;NA;1;Ensival;Belgio;50,5812596000000;5,84600720000000;NA;NA
1889;NA;1;Essen;Germania;51,4575573000000;7,02246320000000;NA;NA
1889;NA;2;Filadelfia;S. U. d'America;39,9525839000000;-75,16522150000000;NA;NA
1889;NA;1;Finalborgo (Genova);NA;44,4071448000000;8,93473810000000;Genova;10025
1889;NA;12;Firenze;NA;43,7699685000000;11,25767060000000;Firenze;48017
1889;NA;1;Foligno;NA;42,9508135000000;12,70150530000000;Foligno;54018
1889;NA;1;Forest Gate - Essex;Inghilterra;51,5439215000000;0,02642720000000;NA;NA
1889;NA;1;Forno di Rivara (Torino);NA;45,3336326000000;7,62379010000000;Rivara;1216
1889;NA;1;Galbiate (Como);NA;45,8166582000000;9,37491670000000;Galbiate;13103
1889;NA;32;Genova;NA;44,4071448000000;8,93473810000000;Genova;10025
1889;NA;2;Ginevra;Svizzera;46,2043907000000;6,14315770000000;NA;NA
1889;NA;3;Girgenti;NA;37,3088381000000;13,58578180000000;Agrigento;84001
1889;NA;1;Great Barrington - Stato di Massachussets;S. U. d'America;42,1959798000000;-73,36200800000000;NA;NA
1889;NA;1;Grotte (Girgenti);NA;37,4027211000000;13,70136990000000;Grotte;84018
1889;NA;1;Halberstadt;Germania;51,8916475000000;11,04886950000000;NA;NA
1889;NA;1;Halle;Germania;51,4953567000000;11,96623710000000;NA;NA
1889;NA;1;Halle sulla Saale;Germania;51,4953567000000;11,96623710000000;NA;NA
1889;NA;1;Hartlepool - Contea di Durham;Inghilterra;54,6917450000000;-1,21292600000000;NA;NA
1889;NA;1;Heilbron (Würtemberg);NA;49,1426929000000;9,21087900000000;NA;NA
1889;NA;1;Imola (Bologna);NA;44,3513048000000;11,71292640000000;Imola;37032
1889;NA;1;Ixelles - Bruxelles;Belgio;50,8335711000000;4,36643300000000;NA;NA
1889;NA;1;Jastrow;Germania;53,4205494000000;16,81501560000000;NA;NA
1889;NA;1;Jönköping;Svezia;57,7826137000000;14,16178760000000;NA;NA
1889;NA;1;Köln-Deutz;Germania;50,9370820000000;6,97796230000000;NA;NA
1889;NA;1;La Roda;Spagna;39,2071243000000;-2,15691090000000;NA;NA
1889;NA;1;Lecco;NA;45,8524098000000;9,39516970000000;Lecco;13124
1889;NA;1;Lecco (Como);NA;45,8524098000000;9,39516970000000;Lecco;13124
1889;NA;1;Leeds;Inghilterra;53,8007554000000;-1,54907740000000;NA;NA
1889;NA;2;Legnano;NA;45,5968635000000;8,91815070000000;Legnano;15118
1889;NA;2;Legnano (Milano);NA;45,5968635000000;8,91815070000000;Legnano;15118
1889;NA;1;Lille;Francia;50,6243780000000;3,06785880000000;NA;NA
1889;NA;1;Limena (Padova);NA;45,4786121000000;11,84572080000000;Limena;28045
1889;NA;4;Livorno;NA;43,5484760000000;10,31060870000000;Livorno;49009
1889;NA;1;Liège;Belgio;50,6329586000000;5,56974980000000;NA;NA
1889;NA;14;Londra;NA;51,5072178000000;-0,12758620000000;NA;NA
1889;NA;1;Lucca;NA;43,8430391000000;10,51565320000000;Lucca;46017
1889;NA;1;Lugo;NA;43,0071361000000;-7,55639860000000;NA;NA
1889;NA;1;Luhau (Sassonia);NA;51,1045407000000;13,20173840000000;NA;NA
1889;NA;1;Lynn - Massachussetts;S. U. d'America;42,4667630000000;-70,94949380000000;NA;NA
1889;NA;1;Maddalena (Sassari);NA;41,2165433000000;9,40485880000000;La Maddalena;90035
1889;NA;1;Madrid;NA;40,4167279000000;-3,70329050000000;NA;NA
1889;NA;1;Magliano Sabino (Perugia);NA;43,1107168000000;12,39082790000000;Perugia;54039
1889;NA;1;Maglie (Lecce);NA;40,1178720000000;18,29886200000000;Maglie;75039
1889;NA;1;Malo Vicentino (Vicenza);NA;45,6612989000000;11,40254500000000;Malo;24055
1889;NA;4;Manchester;Inghilterra;53,4807593000000;-2,24263050000000;NA;NA
1889;NA;1;Manchester - Michigan;S. U. d'America;42,1503177000000;-84,03772300000000;NA;NA
1889;NA;1;Mannheim;Germania;49,4874592000000;8,46603950000000;NA;NA
1889;NA;3;Mantova;NA;45,1563425000000;10,79143870000000;Mantova;20030
1889;NA;1;Marigliano(Caserta);NA;40,9248454000000;14,45624020000000;Marigliano;63043
1889;NA;1;Marsiglia;Francia;43,3025742000000;5,36907430000000;NA;NA
1889;NA;1;Maslianico (Como);NA;45,8426756000000;9,04723540000000;Maslianico;13144
1889;NA;1;Massa Marittima (Grosseto);NA;43,0484939000000;10,88763940000000;Massa Marittima;53015
1889;NA;1;Memphis -Tennessee;S. U. d'America;35,1495343000000;-90,04898009999999;NA;NA
1889;NA;1;Merton- Visconsin;S. U. d'America;43,1413782000000;-88,30725210000000;NA;NA
1889;NA;3;Messina;NA;38,1937342000000;15,55420880000000;Messina;83048
1889;NA;113;Milano;NA;45,4641943000000;9,18963460000000;Milano;15146
1889;NA;2;Modena;NA;44,6471280000000;10,92522690000000;Modena;36023
1889;NA;1;Monaco (Baviera);NA;48,1351253000000;11,58198060000000;NA;NA
1889;NA;1;Mondovì (Cuneo);NA;44,3956154000000;7,81864900000000;Mondovi';4130
1889;NA;1;Monte Siro (Brianza);NA;45,6938445000000;9,28908120000000;Besana in Brianza;15021
1889;NA;1;Monza;NA;45,5845001000000;9,27444850000000;Monza;15149
1889;NA;1;Monza (Milano);NA;45,5845001000000;9,27444850000000;Monza;15149
1889;NA;1;Mosso Santa Maria (Biella);NA;45,6492481000000;8,13738770000000;Mosso Santa Maria;2081
1889;NA;1;Mülhausen (Alsazia);NA;47,7508390000000;7,33588800000000;NA;NA
1889;NA;1;Münich (Baviera);NA;48,1351253000000;11,58198060000000;NA;NA
1889;NA;25;Napoli;NA;40,8517983000000;14,26812000000000;Napoli;63049
1889;NA;1;Neuilly-sur-Seine;Francia;48,8848172000000;2,26743170000000;NA;NA
1889;NA;1;New-Haven - Connecticut;S. U. d'America;41,3082740000000;-72,92788349999999;NA;NA
1889;NA;6;New-York;S. U. d'America;40,7127753000000;-74,00597280000000;NA;NA
1889;NA;2;Nottingham;Inghilterra;52,9540223000000;-1,15498920000000;NA;NA
1889;NA;3;Novara;NA;45,4467749000000;8,61686960000000;Novara;3106
1889;NA;1;Ochieppo Inferiore (Novara);NA;45,4467749000000;8,61686960000000;Novara;3106
1889;NA;1;Olbendorf;Germania;47,1881945000000;16,20497550000000;NA;NA
1889;NA;1;Orvieto;NA;42,7185068000000;12,11074460000000;Orvieto;55023
1889;NA;2;Ostiglia (Mantova);NA;45,0713265000000;11,13460510000000;Ostiglia;20038
1889;NA;1;Ozzano - Monferrato (Alessandria);NA;45,1072112000000;8,37147240000000;Ozzano Monferrato;6123
1889;NA;5;Padova;NA;45,4105029000000;11,87820710000000;Padova;28060
1889;NA;2;Palazzolo sull'Oglio;NA;45,5958996000000;9,88606970000000;Palazzolo sull'Oglio;17133
1889;NA;8;Palermo;NA;38,1156864000000;13,36146350000000;Palermo;82053
1889;NA;1;Parella (Torino);NA;45,0801134000000;7,62578990000000;Torino;1272
1889;NA;19;Parigi;NA;48,8575475000000;2,35137650000000;NA;NA
1889;NA;2;Parma;NA;44,8014788000000;10,32799110000000;Parma;34027
1889;NA;3;Pavia;NA;45,1853967000000;9,15525620000000;Pavia;18110
1889;NA;1;Petina (Salerno);NA;40,5321652000000;15,37351680000000;Petina;65094
1889;NA;3;Piacenza;NA;45,0526415000000;9,69368830000000;Piacenza;33032
1889;NA;1;Pianfei (Cuneo);NA;44,3697211000000;7,70836940000000;Pianfei;4165
1889;NA;1;Picerno (Potenza);NA;40,6408675000000;15,64110480000000;Picerno;76059
1889;NA;1;Pilsen (Boemia);NA;49,7384314000000;13,37363710000000;NA;NA
1889;NA;3;Pisa;NA;43,7228385000000;10,40175810000000;Pisa;50026
1889;NA;1;Pisogne (Brescia);NA;45,8062641000000;10,10952980000000;Pisogne;17143
1889;NA;1;Pistoia;NA;43,9298397000000;10,90681400000000;Pistoia;47014
1889;NA;1;Pittsburgh;S. U. d'America;40,4406248000000;-79,99588640000000;NA;NA
1889;NA;1;Pompei;NA;40,7496576000000;14,50531190000000;Pompei;63058
1889;NA;1;Ponsacco (Pisa);NA;43,6207236000000;10,63072200000000;Ponsacco;50028
1889;NA;1;Portacomaro (Alessandria);NA;44,9072727000000;8,61167960000000;Alessandria;6003
1889;NA;1;Portici;NA;40,8141620000000;14,33884520000000;Portici;63059
1889;NA;1;Porto Maurizio;NA;43,8745840000000;8,00780990000000;Imperia;8031
1889;NA;1;Praga;Austria-Ungheria;50,0755381000000;14,43780050000000;NA;NA
1889;NA;1;Prato di Pordenone (Udine);NA;45,8931740000000;12,59263680000000;Prata di Pordenone;93034
1889;NA;1;Rath presso Düsseldorf;Germania;51,2622764000000;6,81041480000000;NA;NA
1889;NA;1;Rees;Germania;51,7581242000000;6,39566050000000;NA;NA
1889;NA;1;Reggio-Calabria;NA;38,1109851000000;15,64785160000000;Reggio di Calabria;80063
1889;NA;1;Rezzato (Brescia);NA;45,5145163000000;10,31610510000000;Rezzato;17161
1889;NA;52;Roma;NA;41,8967068000000;12,48220250000000;Roma;58091
1889;NA;1;Rorsechach;Svizzera;NA;NA;NA;NA
1889;NA;1;Roubaix;Francia;50,6924529000000;3,17827530000000;NA;NA
1889;NA;1;Saint-Aubin;Francia;46,9505880000000;4,70763300000000;NA;NA
1889;NA;1;Salsomaggiore (Parma);NA;44,8162208000000;9,97862570000000;Salsomaggiore Terme;34032
1889;NA;3;Sampierdarena (Genova);NA;44,4137488000000;8,89466570000000;Genova;10025
1889;NA;1;San Francisco - California;S. U. d'America;37,7749295000000;-122,41941550000000;NA;NA
1889;NA;1;San Maurizio Canavese (Torino);NA;45,2178256000000;7,63421780000000;San Maurizio Canavese;1248
1889;NA;1;Sarzana;NA;44,1131814000000;9,95965790000000;Sarzana;11027
1889;NA;1;Sarzana (Genova);NA;44,4071448000000;8,93473810000000;Genova;10025
1889;NA;1;Schaffusa;Germania;47,6958897000000;8,63804880000000;NA;NA
1889;NA;1;Schalke;Prussia;51,5228667000000;7,08745330000000;NA;NA
1889;NA;1;Schöftland - Cantone d'Argovia;Svizzera;47,3047100000000;8,05136000000000;NA;NA
1889;NA;1;Sciaccia;NA;37,5086753000000;13,07827460000000;Sciacca;84041
1889;NA;1;Senigallia;NA;43,7197926000000;13,21522240000000;Senigallia;42045
1889;NA;1;Sestri Ponente (Genova);NA;44,4276588000000;8,85281640000000;Genova;10025
1889;NA;1;Sheffield;Inghilterra;53,3811290000000;-1,47008500000000;NA;NA
1889;NA;3;Siena;NA;43,3184741000000;11,33058120000000;Siena;52032
1889;NA;1;Soligo - Comune di Farra di Soligo (Treviso);NA;45,9107957000000;12,15617640000000;Farra di Soligo;26026
1889;NA;1;Sorrento (Napoli);NA;40,6263969000000;14,37641670000000;Sorrento;63080
1889;NA;2;Spezia;NA;44,1024504000000;9,82408260000000;La Spezia;11015
1889;NA;1;St. Leonard's on Sea;Inghilterra;50,8556382000000;0,55257720000000;NA;NA
1889;NA;1;Stoccolma;Svezia;59,3293235000000;18,06858080000000;NA;NA
1889;NA;1;Stresa (Novara);NA;45,8882205000000;8,52579510000000;Stresa;3142
1889;NA;2;Susa (Torino);NA;45,1386258000000;7,04842450000000;Susa;1270
1889;NA;1;Tavole (Porto Maurizio);NA;43,8745840000000;8,00780990000000;Imperia;8031
1889;NA;1;Thalweil, presso Zurigo;Svizzera;47,2949282000000;8,56447990000000;NA;NA
1889;NA;1;Thann (Alsazia);NA;47,8107020000000;7,10238200000000;NA;NA
1889;NA;1;The Green;Inghilterra;53,5210147000000;-1,63068550000000;NA;NA
1889;NA;1;Thun;Svizzera;46,7579868000000;7,62798810000000;NA;NA
1889;NA;1;Tivitale Road - Tipton;Inghilterra;52,5142069000000;-2,05935010000000;NA;NA
1889;NA;85;Torino;NA;45,0703155000000;7,68685520000000;Torino;1272
1889;NA;1;Toulouse;Francia;43,6048462000000;1,44284800000000;NA;NA
1889;NA;1;Treja (Macerata);NA;43,3112500000000;13,31245920000000;Treia;43054
1889;NA;1;Treviso;NA;45,6669338000000;12,24306080000000;Treviso;26086
1889;NA;3;Udine;NA;46,0652851000000;13,23734140000000;Udine;30129
1889;NA;1;Varese;NA;45,8182892000000;8,82520830000000;Varese;12133
1889;NA;4;Venezia;NA;45,4403790000000;12,31595470000000;Venezia;27042
1889;NA;3;Verona;NA;45,4383659000000;10,99171360000000;Verona;23091
1889;NA;1;Verviers;Belgio;50,5911266000000;5,86668760000000;NA;NA
1889;NA;1;Vho (Cremona);NA;45,1292580000000;10,38503500000000;Piadena;19071
1889;NA;1;Vhò (Cremona);NA;45,1292580000000;10,38503500000000;Piadena;19071
1889;NA;1;Viarigi (Alessandria);NA;44,9072727000000;8,61167960000000;Alessandria;6003
1889;NA;1;Vicenza;NA;45,5461815000000;11,54137790000000;Vicenza;24116
1889;NA;4;Vienna;Austria;48,2080696000000;16,37130950000000;NA;NA
1889;NA;1;Vigan - Gard;Francia;43,9929019000000;3,60631770000000;NA;NA
1889;NA;1;Villaverla di Vicenza;NA;45,6512986000000;11,49424250000000;Villaverla;24118
1889;NA;1;Voghera;NA;44,9917543000000;9,01185100000000;Voghera;18182
1889;NA;1;Vulcan Engine Works - Middlesbrough;Inghilterra;54,5742270000000;-1,23495600000000;NA;NA
1889;NA;2;Washington;S. U. d'America;47,7510741000000;-120,74013859999999;NA;NA
1889;NA;1;Weimar;Germania;50,9794934000000;11,32354390000000;NA;NA
1889;NA;1;Winterthur;Svizzera;39,8031182000000;-75,58757240000000;NA;NA
1889;NA;1;Woolwich;Inghilterra;51,4894752000000;0,06758830000000;NA;NA
1889;NA;2;Zimella (Verona);NA;45,3333172000000;11,37721370000000;Zimella;23098
1889;NA;2;Zurigo;Svizzera;47,3768866000000;8,54169400000000;NA;NA
1889;NA;1366;NA;NA;NA;NA;NA;NA
1902;NA;1;Acireale;NA;37,6078154000000;15,16669670000000;Acireale;87004
1902;NA;1;Acqualunga;NA;45,3260453000000;9,95445800000000;Borgo San Giacomo;17020
1902;NA;1;Alba;NA;56,7861112000000;-4,11405180000000;NA;NA
1902;NA;1;Alzano Maggiore;NA;45,7295289000000;9,72425090000000;Alzano Lombardo;16008
1902;NA;1;Antignano d'Asti;NA;44,8451081000000;8,13601900000000;Antignano;5003
1902;NA;1;Arona;NA;45,7598366000000;8,56040810000000;Arona;3008
1902;NA;1;Asso;NA;45,8612989000000;9,26945110000000;Asso;13013
1902;NA;1;Azzate;NA;45,7774695000000;8,79928070000000;Azzate;12006
1902;NA;1;Barletta;NA;41,3196635000000;16,28382070000000;Barletta;72007
1902;NA;1;Barzanò;NA;45,7352151000000;9,31543120000000;Barzano';13017
1902;NA;2;Battaglia;NA;46,1196319000000;13,06151700000000;Fagagna;30037
1902;NA;1;Bellino;NA;44,5847722000000;7,03479430000000;Bellino;4017
1902;NA;4;Biella;NA;45,5628842000000;8,05833970000000;Biella;2012
1902;NA;1;Bordighera;NA;43,7796022000000;7,67015590000000;Bordighera;8008
1902;NA;1;Borgolavezzaro;NA;45,3182859000000;8,69955860000000;Borgolavezzaro;3023
1902;NA;1;Borgosesia;NA;45,7148319000000;8,27854210000000;Borgosesia;2016
1902;NA;4;Bra;NA;44,6976778000000;7,85427070000000;Bra;4029
1902;NA;1;Breganze;NA;45,7061740000000;11,56514560000000;Breganze;24014
1902;NA;1;Brescello;NA;44,9013074000000;10,51548560000000;Brescello;35006
1902;NA;1;Busalla;NA;44,5705572000000;8,94568000000000;Busalla;10006
1902;NA;3;Busto Arsizio;NA;45,6117563000000;8,85167770000000;Busto Arsizio;12026
1902;NA;1;Busto arsizio;NA;45,6117563000000;8,85167770000000;Busto Arsizio;12026
1902;NA;1;Caleppio;NA;45,4353801000000;9,38082940000000;Settala;15210
1902;NA;1;Camairago;NA;45,2059489000000;9,72602970000000;Camairago;15043
1902;NA;1;Campodarsego;NA;45,5016558000000;11,90665410000000;Campodarsego;28017
1902;NA;1;Canelli;NA;44,7195561000000;8,28628820000000;Canelli;5017
1902;NA;2;Canicossa;NA;45,0699992000000;10,61897150000000;Marcaria;20031
1902;NA;1;Carrara;NA;44,0696550000000;10,08241610000000;Carrara;45003
1902;NA;1;Casale Monferrato;NA;45,1349543000000;8,45063980000000;Casale Monferrato;6039
1902;NA;1;Casalpusterlengo;NA;45,1794711000000;9,64781690000000;Casalpusterlengo;15054
1902;NA;1;Caslino;NA;45,8392140000000;9,22587690000000;Caslino d'Erba;13052
1902;NA;1;Castano Primo;NA;45,5539330000000;8,77425360000000;Castano Primo;15062
1902;NA;1;Castelfranco Veneto;NA;45,6717817000000;11,92830210000000;Castelfranco Veneto;26012
1902;NA;1;Castellamare di Stabia;NA;40,6981057000000;14,48804020000000;Castellammare di Stabia;63024
1902;NA;1;Castelnuovo di Garfagnana;NA;44,1094412000000;10,41321160000000;Castelnuovo di Garfagnana;46009
1902;NA;1;Casteltermini;NA;37,5409134000000;13,64330920000000;Casteltermini;84012
1902;NA;1;Castiglione Chiavarese;NA;44,2744477000000;9,51569540000000;Castiglione Chiavarese;10013
1902;NA;1;Cesena;NA;44,1396438000000;12,24642920000000;Cesena;40007
1902;NA;2;Chieri;NA;45,0137250000000;7,82313640000000;Chieri;1078
1902;NA;1;Civitanova;NA;43,3071211000000;13,72824190000000;Civitanova Marche;43013
1902;NA;1;Codogno;NA;45,1610592000000;9,70087280000000;Codogno;15079
1902;NA;1;Codroipo;NA;45,9613597000000;12,97700650000000;Codroipo;30027
1902;NA;1;Colle val d'elsa;NA;43,4199853000000;11,12717080000000;Colle di Val d'Elsa;52012
1902;NA;1;Colluccio;NA;43,5511244000000;12,48540600000000;Apecchio;41002
1902;NA;2;Comiso;NA;36,9473686000000;14,60377830000000;Comiso;88003
1902;NA;1;Crema;NA;45,3628280000000;9,68745730000000;Crema;19035
1902;NA;1;Crevola d'Ossola;NA;46,1444428000000;8,29603280000000;Crevoladossola;3056
1902;NA;1;Desio;NA;45,6172669000000;9,20723790000000;Desio;15100
1902;NA;2;Este;NA;45,2240069000000;11,65979600000000;Este;28037
1902;NA;1;Falconara;NA;43,6293381000000;13,39887070000000;Falconara Marittima;42018
1902;NA;1;Foligno;NA;42,9508135000000;12,70150530000000;Foligno;54018
1902;NA;1;Fontana Liri;NA;41,6193272000000;13,55030550000000;Fontana Liri;60036
1902;NA;1;Formigine;NA;44,5727194000000;10,84769400000000;Formigine;36015
1902;NA;1;Forte de Marmi;NA;43,9580563000000;10,16744770000000;Forte dei Marmi;46013
1902;NA;1;Frascati;NA;41,8084340000000;12,67613260000000;Frascati;58039
1902;NA;1;Fregona;NA;46,0002181000000;12,33896220000000;Fregona;26030
1902;NA;1;Gaddico;NA;NA;NA;NA;NA
1902;NA;2;Gallarate;NA;45,6623632000000;8,79212690000000;Gallarate;12070
1902;NA;2;Galliate;NA;45,4785452000000;8,69338100000000;Galliate;3068
1902;NA;1;Gerace Marina;NA;38,3430675000000;16,46085050000000;Caulonia;80025
1902;NA;1;Giaveno;NA;45,0419039000000;7,35237140000000;Giaveno;1115
1902;NA;1;Godiasco;NA;44,8959420000000;9,05639550000000;Godiasco;18073
1902;NA;1;Granarolo dell'Emilia;NA;44,5529936000000;11,44774070000000;Granarolo dell'Emilia;37030
1902;NA;1;Gravedona;NA;46,1476797000000;9,30289760000000;Gravedona;13112
1902;NA;1;Grugliasco;NA;45,0660938000000;7,57888640000000;Grugliasco;1120
1902;NA;1;Induno Olona;NA;45,8480256000000;8,83937190000000;Induno Olona;12083
1902;NA;4;Intra;NA;45,9366367000000;8,57257550000000;Verbania;3156
1902;NA;1;Isola del liri superiore;NA;41,6771631000000;13,57489300000000;Isola del Liri;60043
1902;NA;2;Ivrea;NA;45,4673400000000;7,88065680000000;Ivrea;1125
1902;NA;1;Jesi;NA;43,5270633000000;13,24646020000000;Jesi;42021
1902;NA;1;Lauria;NA;40,0496185000000;15,83873730000000;Lauria;76042
1902;NA;1;Lecco;NA;45,8524098000000;9,39516970000000;Lecco;13124
1902;NA;2;Legnano;NA;45,5968635000000;8,91815070000000;Legnano;15118
1902;NA;2;Lingotto;NA;45,0232537000000;7,64668400000000;Torino;1272
1902;NA;1;Lugo;NA;43,0071361000000;-7,55639860000000;NA;NA
1902;NA;1;Macherio;NA;45,6386720000000;9,26532640000000;Macherio;15129
1902;NA;1;Malalbergo;NA;44,7189506000000;11,53229530000000;Malalbergo;37035
1902;NA;1;Malò;NA;50,6402809000000;4,66671450000000;NA;NA
1902;NA;1;Marcianise;NA;41,0371350000000;14,29951160000000;Marcianise;61049
1902;NA;1;Marone;NA;45,7360860000000;10,09376200000000;Marone;17106
1902;NA;1;Marone (Iseo);NA;45,7364376000000;10,09473180000000;Marone;17106
1902;NA;2;Mascali;NA;37,7577638000000;15,19770740000000;Mascali;87023
1902;NA;1;Meina;NA;45,7901212000000;8,53798960000000;Meina;3095
1902;NA;1;Melegnano;NA;45,3568927000000;9,32302410000000;Melegnano;15140
1902;NA;1;Minerbio;NA;44,6226287000000;11,48811940000000;Minerbio;37038
1902;NA;1;Mondovi;NA;44,3956154000000;7,81864900000000;Mondovi';4130
1902;NA;1;Mondovi Piazza;NA;44,3956154000000;7,81864900000000;Mondovi';4130
1902;NA;1;Montecilfone;NA;41,9049684000000;14,83702570000000;Montecilfone;70042
1902;NA;6;Montepulciano;NA;43,0984902000000;11,78737360000000;Montepulciano;52015
1902;NA;1;Monteroduni;NA;41,5215546000000;14,17864850000000;Monteroduni;94030
1902;NA;4;Monza;NA;45,5845001000000;9,27444850000000;Monza;15149
1902;NA;1;Murano;NA;45,4554971000000;12,35109920000000;Venezia;27042
1902;NA;1;Nervi;NA;44,3837051000000;9,03914310000000;Genova;10025
1902;NA;1;Nidastore;NA;43,5828639000000;12,93581850000000;Arcevia;42003
1902;NA;2;Omegna;NA;45,8771636000000;8,40978240000000;Omegna;3110
1902;NA;1;Oneglia;NA;43,8930360000000;8,04543100000000;Imperia;8031
1902;NA;2;Pallanza;NA;45,9258794000000;8,54991790000000;Verbania;3156
1902;NA;1;Perosa Argentina;NA;44,9565781000000;7,19226690000000;Perosa Argentina;1184
1902;NA;1;Pessinetto;NA;45,2879102000000;7,40588900000000;Pessinetto;1188
1902;NA;1;Pianfei;NA;44,3697211000000;7,70836940000000;Pianfei;4165
1902;NA;1;Piazzola sul Brenta;NA;45,5419331000000;11,78629530000000;Piazzola sul Brenta;28063
1902;NA;1;Pietrasanta;NA;43,9596992000000;10,22852420000000;Pietrasanta;46024
1902;NA;1;Pistoia;NA;43,9298397000000;10,90681400000000;Pistoia;47014
1902;NA;1;Pontassieve;NA;43,7746712000000;11,44051400000000;Pontassieve;48033
1902;NA;1;Ponte Vigodarzere;NA;45,4548121000000;11,88110840000000;Vigodarzere;28099
1902;NA;1;Ponte d'albiate;NA;45,6554057000000;9,24865620000000;Albiate;15006
1902;NA;1;Ponte di Nossa;NA;45,8654502000000;9,88335350000000;Ponte Nossa;16168
1902;NA;2;Pontedecimo;NA;44,4731672000000;8,89970150000000;Genova;10025
1902;NA;1;Portorecanati;NA;43,4320193000000;13,66408550000000;Porto Recanati;43042
1902;NA;1;Pozzolo Formigaro;NA;44,7944001000000;8,78402100000000;Pozzolo Formigaro;6138
1902;NA;4;Prato;NA;28,5982285000000;-81,35087460000000;NA;NA
1902;NA;1;Provonda in Giaveno;NA;45,0123510000000;7,31713010000000;Giaveno;1115
1902;NA;1;Rieti;NA;42,4045985000000;12,85678240000000;Rieti;57059
1902;NA;1;Rimini;NA;44,0565776000000;12,57133250000000;Rimini;40035
1902;NA;1;Rivarolo Ligure;NA;44,4363995000000;8,89243500000000;Genova;10025
1902;NA;1;Ronta;NA;44,0064117000000;11,43304230000000;Borgo San Lorenzo;48004
1902;NA;1;Saint Marcel;NA;49,0946150000000;1,45438900000000;NA;NA
1902;NA;1;Salbertrand;NA;45,0722894000000;6,88352340000000;Salbertrand;1232
1902;NA;1;Salsomaggiore;NA;44,8162208000000;9,97862570000000;Salsomaggiore Terme;34032
1902;NA;1;Saluzzo;NA;44,6443647000000;7,49272670000000;Saluzzo;4203
1902;NA;3;Sampierdarena;NA;44,4137488000000;8,89466570000000;Genova;10025
1902;NA;1;San Gregorio;NA;37,3269704000000;-122,38647060000000;NA;NA
1902;NA;1;San Martino d'Albaro;NA;44,4062078000000;8,97698510000000;Genova;10025
1902;NA;1;San Miniato;NA;43,6829641000000;10,85511960000000;San Miniato;50032
1902;NA;1;San Quirico;NA;43,0580637000000;11,60702330000000;San Quirico d'Orcia;52030
1902;NA;1;San Remo;NA;43,8159671000000;7,77605670000000;Sanremo;8055
1902;NA;1;Sandigliano (Biella);NA;45,5212524000000;8,07585680000000;Sandigliano;2130
1902;NA;3;Sant'Angelo Lodigiano;NA;45,2372762000000;9,40966150000000;Sant'Angelo Lodigiano;15198
1902;NA;1;Sant'Angelo dei lombardi;NA;40,9286577000000;15,17812070000000;Sant'Angelo dei Lombardi;64092
1902;NA;1;Santa Fiora;NA;42,8325025000000;11,58494690000000;Santa Fiora;53022
1902;NA;1;Sarzana;NA;44,1131814000000;9,95965790000000;Sarzana;11027
1902;NA;4;Savona;NA;44,3034046000000;8,47433150000000;Savona;9056
1902;NA;1;Scansano;NA;42,6863773000000;11,32927960000000;Scansano;53023
1902;NA;1;Schio;NA;45,7140750000000;11,35879380000000;Schio;24100
1902;NA;1;Sesto Calende;NA;45,7307635000000;8,63666660000000;Sesto Calende;12120
1902;NA;1;Sestri Levante;NA;44,2726936000000;9,40945110000000;Sestri Levante;10059
1902;NA;1;Sezzé;NA;41,4992387000000;13,06191020000000;Sezze;59028
1902;NA;1;Sordevolo;NA;45,5739919000000;7,97297470000000;Sordevolo;2139
1902;NA;2;Soresina;NA;45,2873526000000;9,85770470000000;Soresina;19098
1902;NA;16;Spezia;NA;44,1024504000000;9,82408260000000;La Spezia;11015
1902;NA;1;Strada in Chianti;NA;43,6603754000000;11,29525510000000;Greve in Chianti;48021
1902;NA;1;Sulmona;NA;42,0512604000000;13,92776440000000;Sulmona;66098
1902;NA;1;Suvereto;NA;43,0766484000000;10,67837480000000;Suvereto;49020
1902;NA;1;Taranto;NA;40,4622052000000;17,26891650000000;Taranto;73027
1902;NA;5;Terni;NA;42,5604522000000;12,64706180000000;Terni;55032
1902;NA;2;Tivoli;NA;41,9609220000000;12,79888400000000;Tivoli;58104
1902;NA;1;Traversella;NA;45,5091672000000;7,75040600000000;Traversella;1278
1902;NA;1;Treviglio;NA;45,5211894000000;9,59268800000000;Treviglio;16219
1902;NA;1;Vacone;NA;42,3847011000000;12,64373970000000;Vacone;57072
1902;NA;1;Vado Ligure;NA;44,2702020000000;8,43914120000000;Vado Ligure;9064
1902;NA;3;Varese;NA;45,8182892000000;8,82520830000000;Varese;12133
1902;NA;1;Vercelli;NA;45,3207342000000;8,41803790000000;Vercelli;2158
1902;NA;1;Vidigulfo;NA;45,2931026000000;9,23401200000000;Vidigulfo;18176
1902;NA;1;Villabartolomea;NA;45,1586502000000;11,35320270000000;Villa Bartolomea;23095
1902;NA;1;Villadossola;NA;46,0654101000000;8,26163830000000;Villadossola;3162
1902;NA;1;Vittorio;NA;48,2086690000000;16,36646630000000;NA;NA
1902;NA;1;Voghera;NA;44,9917543000000;9,01185100000000;Voghera;18182
1902;NA;2;Voltri;NA;44,4327835000000;8,75637730000000;Genova;10025
1902;NA;1;Zimella;NA;45,3333172000000;11,37721370000000;Zimella;23098
1902;NA;1;castelmaggiore;NA;44,5751454000000;11,36375300000000;Castel Maggiore;37019
