City,1,2,3,4,5,6,7,8,9,10,11,12,13
Corana,1082,1353,1494,1807,2057,2038,1745,1583,1428,1308,1088,980,860
Cornale,1086,1155,1146,1249,1267,1268,1149,1157,1066,986,901,833,724
Corteolona,1990,2132,2145,2162,2011,1959,1793,1771,1804,1796,1827,1770,1733
Corvino San Quirico,1331,1442,1537,1687,1607,1634,1551,1571,1425,1349,1219,1261,1164
Costa de' Nobili,1134,1120,1072,1027,989,961,924,893,728,620,488,441,395
Cozzo,1525,1617,1873,2202,1897,1695,1496,1391,1419,1112,742,503,427
Cura Carpignano,1761,1839,1909,1756,1717,1816,1535,1552,1530,1234,1006,1125,1267
Dorno,4066,4393,4737,5084,5046,4873,4350,4150,4029,4058,4012,4142,4084
Ferrera Erbognone,1986,2175,2409,2283,2121,1997,1771,1839,1841,1594,1484,1241,1164
Filighera,1190,1187,1213,1320,1221,1179,1058,1113,1096,993,802,791,785
Fortunago,854,992,879,897,1052,1142,1140,1164,1047,796,582,522,454
Frascarolo,2081,2243,2437,2312,2108,1835,1779,1722,1727,1641,1423,1335,1329
Galliavola,763,900,901,924,900,750,641,596,657,526,327,232,204
Gambarana,1001,1155,1154,1121,950,852,755,722,720,602,447,359,309
068 Gambolò,6043,6793,7386,7283,6977,6348,6049,6289,6598,7055,6718,7421,7654
Garlasco,6602,6885,7402,7794,7965,7414,7354,7622,7933,8958,10042,10173,9572
070 Genzone,825,857,854,868,739,746,629,638,630,529,499,441,397
Gerenzago,873,963,939,907,997,1002,870,844,824,732,766,718,776
Giussago,3361,3565,3443,3511,3331,3362,3222,3259,3510,3402,3261,3244,3367
Godiasco,1805,1885,1886,1969,2207,2374,2367,2479,2694,2447,2427,2356,2452
074 Golferenzo,495,537,530,647,653,684,621,593,471,400,327,279,268
Gravellona Lomellina,2344,2470,2876,3282,3246,3002,2691,2672,2749,2658,2128,2011,1994
Gropello Cairoli,3463,3830,4320,4679,4617,4246,3974,3851,3858,3844,3798,3877,3973
Inverno e Monteleone,1703,1805,1817,1788,1770,1602,1537,1583,1519,1287,1127,1066,1051
Landriano,2743,2800,2805,2865,2897,3045,2991,2928,3166,3120,3551,3521,3744
Langosco,1737,1860,2117,2208,1954,1784,1510,1507,1426,1122,770,578,449
Lardirago,1301,1348,1337,1408,1414,1392,1317,1385,1324,1200,1085,1013,971
Linarolo,1949,2303,2342,2315,2369,2421,2480,2580,2636,2476,2169,2079,1846
Lirio,424,479,490,520,585,548,499,510,408,327,234,202,167
Lomello,2635,2947,3299,3317,3268,3113,2881,3006,3110,2864,2677,2556,2392
Lungavilla,1492,1662,1608,1468,1614,1883,1840,1801,2025,2245,2198,2211,2186
Magherno,1450,1540,1619,1862,2004,1952,1876,1682,1624,1453,1383,1294,1303
Marcignago,1570,1661,1821,1927,1938,1919,1821,1828,1895,1755,1543,1548,1468
Marzano,1276,1329,1239,1305,1412,1388,1280,1283,1209,1121,973,839,812
Mede,6240,6827,7416,7266,7373,6769,6202,6078,6524,6990,7240,7415,7138
Menconico,1297,1260,1249,1297,1217,1275,1295,1315,1167,1028,819,700,591
Mezzana Bigli,3009,3070,3173,3016,3088,2925,2499,2360,2322,2014,1618,1442,1246
Mezzana Rabattone,582,680,702,814,844,838,793,762,780,679,618,586,522
Mezzanino,1569,1843,1826,1842,1904,1719,1713,1693,1709,1589,1439,1441,1409
Miradolo Terme,3015,3177,3348,3742,3327,3431,3426,3435,3453,3053,3010,3017,2854
Montalto Pavese,1445,1554,1632,1523,1751,1952,2052,2054,1939,1506,1235,1125,1048
Montebello della Batta,1796,1810,2033,2176,2226,2277,2148,2046,1972,2018,1751,1654,1556
Montecalvo Versiggia,1047,1228,1343,1691,1819,1924,1778,1710,1425,1099,783,669,591
Montescano,371,422,439,608,500,441,395,498,474,451,366,376,378
Montesegale,787,880,818,849,918,944,907,903,803,620,489,411,365
Monticelli Pavese,1612,1683,1666,1771,1816,1697,1483,1421,1331,1056,780,696,683
Montù Beccaria,3486,3979,4030,4309,4361,4173,3922,3727,3348,2796,2282,1994,1756
Mornico Losana,1171,1253,1342,1550,1689,1525,1528,1452,1336,1107,903,831,747
Mortara,6616,7482,8076,8697,9500,9768,10845,11544,12607,14383,15440,14752,14093
Nicorvo,1023,999,1103,1300,1227,1020,885,888,921,813,556,432,376
Olevano di Lomellina,1291,1473,1667,1883,1779,1576,1456,1565,1544,1299,972,818,729
Oliva Gessi,463,500,426,504,524,539,523,489,395,355,268,227,205
Ottobiano,2670,2891,3136,3162,2895,2531,2142,2197,2093,1854,1438,1190,1092
Palestro,2592,2677,3067,3513,3395,3014,3319,2952,2789,2844,2457,2181,2065
Pancarana,681,781,699,668,732,692,662,646,578,519,433,363,360
Parona,1871,1907,2164,2062,2017,1810,1643,1652,1699,1710,1302,1325,1500
Pavia,33965,38079,37721,37611,43222,44861,53453,56122,63683,74962,86839,85029,76962
Pietra de' Giorgi,1671,1747,2036,2236,2259,2048,2128,2042,1816,1489,1214,1005,921
"Pieve Albignola""",1447,1603,1732,1763,1822,1729,1493,1490,1528,1328,1123,972,957
Pieve del Cairo,3778,4091,4314,4373,4258,3841,3381,3283,3113,2845,2703,2497,2298
Pieve Porto Morone,3424,3666,3902,4058,4391,4100,3740,3637,3450,3194,3021,2771,2650
Pinarolo Po,1428,1560,1417,1492,1655,1638,1632,1655,1694,1816,1660,1603,1593
Pizzale,996,1052,1145,1158,1242,1240,1339,1355,1263,1133,1017,853,721
Ponte Nizza,1307,1424,1380,1154,1187,1417,1496,1444,1311,1114,966,896,899
