City,1,2,3,4,5,6,7,8,9,10,11,12,13
Tribano,,3729,3777,3986,4334,4832,5387,5795,5749,4267,3865,3901,3813
Urbana,,1939,2089,2120,2470,2719,2803,2770,2669,2182,1954,2049,2177
Veggiano,,1564,1747,2186,2477,2744,2626,2636,2782,2198,1878,2024,2222
Vescovana,,2206,2215,2156,2568,2712,2646,2706,2794,2034,1697,1574,1583
Vighizzolo d'Este,,1468,1466,1453,1553,1659,1799,1748,1923,1387,1061,980,985
Vigodarzere,,2867,3420,3909,4748,5409,5937,6086,6679,7006,8073,8614,9433
Vigonza,,4761,5441,6612,7977,9154,9713,10100,11067,11458,13843,15107,16681
Villa del Conte,,2323,2479,2885,3937,4633,4562,4548,4454,3676,3969,4469,4846
Villa Estense,,2534,2851,2531,3114,3543,3934,3936,3741,2917,2660,2558,2386
Villafranca Padovana,,2506,2749,3444,4203,4472,4769,4709,5095,4631,5338,6237,6784
Adria,,17732,19697,20396,24186,27792,30965,32762,34314,26027,21354,21841,21225
Ariano nel Polesine,,4377,5465,6688,9311,10911,11740,12372,12770,8333,6299,5584,5239
Arquà Polesine,,2847,3154,2882,3327,3593,3851,4194,4515,3671,3267,3082,2909
Badia Polesine,,9303,10162,10291,10817,11948,12623,12797,13570,10733,10127,10166,10172
Bagnolo di Po,,2110,2204,2168,2505,2781,3001,3151,3163,2329,1862,1618,1483
Bergantino,,3295,3506,3226,3560,3792,3592,3752,3863,3270,3059,2891,2839
Bosaro,,1766,1813,1829,1864,1975,2086,2252,2255,1743,1471,1333,1216
Calto,,1739,1794,1733,1875,1871,1843,1847,1749,1302,1073,954,872
Canaro,,3263,3403,3177,3750,4385,5023,4988,5173,3785,3131,2908,2782
Canda,,1733,1763,1750,1815,1928,1959,2025,2161,1438,1200,1112,1029
Castelguglielmo,,3052,3293,3032,3315,3523,3826,4085,4106,2690,2212,2075,1965
Castelmassa,,3807,4144,3764,4154,4403,4285,4423,4616,4898,5015,5169,4724
Castelnovo Bariano,,4935,5239,5026,5728,5822,5863,6052,5908,4759,4055,3642,3205
Ceneselli,,3054,3405,3203,3625,3777,3708,3711,3907,3166,2642,2385,2097
Ceregnano,,3792,3976,3743,4384,4845,5591,6017,6461,4730,4133,4142,4085
Contarina,,5542,6190,7039,9096,9924,10306,11150,12311,8663,7628,8479,8224
Corbola,,2485,2789,3374,4278,4838,5197,5401,5327,3612,2908,2696,2630
Costa di Rovigo,,2825,2853,2694,3062,3484,3859,4069,4286,3550,3302,3178,3060
020 Donada,,3659,4466,5416,6689,7241,7698,8776,9380,6489,5477,5738,5887
Ficarolo,,3475,3686,3476,4358,4430,4743,4753,4510,3559,3242,3291,2900
Fiesso Umbertiano,,4111,4245,4007,4885,5199,5764,6166,6344,4799,4194,4150,4135
Frassinelle Polesine,,1523,1587,1593,2148,2341,2725,3146,3183,2298,1960,1844,1751
Fratta Polesine,,2956,3247,3000,3465,3905,4522,4990,5051,3719,3294,3029,2960
Gaiba,,1547,1651,1525,1732,1852,1940,1997,1995,1433,1233,1202,1105
Gavello,,2368,2608,2666,3071,3491,3845,3943,4148,2671,2021,1856,1728
Guarda Veneta,,2116,2050,1944,2094,2293,2495,2519,2637,1925,1560,1342,1224
Lendinara,,9523,9923,10093,11868,13255,14805,15717,17018,14521,13651,13470,12520
Loreo,,3603,4020,4602,5480,6176,6070,6333,6714,4604,3729,3626,3785
Lusia,,2752,2834,2768,3332,3655,3928,4356,4534,3679,3579,3519,3584
Melara,,2997,3167,3318,3633,3710,3595,3560,3305,2718,2430,2272,2055
Occhiobello,,4200,4331,4540,5352,5843,6204,6076,6020,5465,6783,8735,9190
036 Pincara,,1994,2192,1912,2240,2497,2824,2935,3121,2061,1545,1485,1357
Polesella,,3628,3835,3507,3797,4116,4610,4778,4834,3792,3486,3528,3709
Pontecchio Polesine,,1546,1586,1750,1873,2138,2199,2385,2633,1811,1684,1518,1372
Porto Tolle,,5192,6283,7347,10651,10728,14197,16445,20692,13976,10277,10885,11070
Rosolina,,2152,2346,2651,3296,3809,4638,5135,5104,4320,4912,5537,5675
Rovigo,,23633,24628,23821,27123,30953,36824,39954,45862,45649,49848,52218,52472
Salara,,2004,2134,2027,2376,2513,2470,2311,2356,1759,1416,1295,1321
San Bellino,,1680,1807,1653,1795,1900,2102,2278,2348,1722,1423,1319,1243
San Martino di Venezze,,3597,3990,3797,4376,4753,5668,6185,6635,4734,4356,4229,4011
Stienta,,2911,3163,3184,3644,4001,3938,4049,4142,3349,3055,3042,3004
Taglio di Po,,3620,4481,5550,8090,9653,11112,12178,13086,8636,7789,8441,8538
Trecenta,,5449,5470,5262,5922,6335,6386,6584,6644,4960,4217,3790,3458
Villadose,,3377,3710,3856,4211,4841,5469,5923,6504,5200,4916,5094,5269
Villamarzana,,1556,1717,1678,1905,2054,2278,2430,2529,1733,1436,1279,1197
Villanova del Ghebbo,,1656,1759,1793,2168,2402,2734,2855,2893,2160,2052,2141,2245
