City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Soleminis,465,350,374,382,461,518,557,635,765,858,970,1179,1338
Suelli,1023,857,782,666,851,866,932,1011,1253,1228,1052,1171,1198
Teulada,3184,2865,3026,3325,3808,3950,4701,4984,5448,5742,5236,5090,4702
Tratalias,987,1062,996,954,1050,1074,1151,1246,1520,1378,1064,1077,1189
Tuili,1334,1286,1242,1320,1330,1302,1478,1613,1713,1591,1348,1347,1263
Turri⭑,454,488,511,503,490,487,575,602,729,734,633,597,572
Ussana,1310,1151,1175,1029,1126,1290,1426,1568,2136,2428,2714,3240,3610
Ussaramanna,623,640,609,586,677,730,790,863,920,963,835,714,656
Uta,1723,1594,1539,1640,1956,2042,2216,2396,3314,4421,5027,5696,6317
Valtermosa,1270,1329,1447,1364,1459,1519,1512,1556,2032,2025,1909,1912,2092
Villacidro,5140,4869,5191,5156,5879,6371,7101,7806,10012,11266,12690,14222,14984
Villamar,1948,1825,1903,2047,2250,2220,2675,2876,3301,3369,3057,3196,3147
Villamassargia,1847,1967,2043,1853,2184,2332,2386,2449,2823,3276,3174,3598,3825
Villanovaforru,506,517,593,615,655,709,741,770,905,931,846,789,739
Villanovafranca,1356,1166,1121,1189,1286,1369,1577,1633,2055,2117,1759,1871,1624
Villaperuccio,744,776,673,590,760,793,902,819,1052,1134,1053,1063,1160
Villaputzu,2402,2351,2530,2664,2907,3095,3056,3190,3851,4754,4622,4885,5048
Villasalto,1714,1663,1821,2179,2509,2272,2325,2250,2572,2402,2028,1799,1539
Villa San Pietro,418,398,407,358,416,401,484,488,624,664,748,1174,1574
Villasimius,1359,1297,977,1208,1443,1553,1726,1805,2101,1993,1962,2360,2598
Villasor,2578,2371,2548,2630,2989,3248,3513,3692,4774,5508,6391,7070,7294
Villaspeciosa,544,527,427,475,524,575,661,681,1022,1263,1367,1653,1753
