City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Verolanuova,5743,6022,5970,6477,6408,6718,7106,6912,7456,6293,6820,7210,7500
Verolavecchia,3307,3557,3476,3855,3984,4048,4127,4166,4591,3658,3368,3545,3663
Vestone,1844,1922,1990,2018,2634,2839,2911,2776,3193,3338,3572,4018,4131
Vezza d'Oglio,1803,1815,1929,1766,1920,1631,1485,1419,1639,1568,1402,1426,1435
Villa Carcina,1520,1760,1743,2621,3258,3895,4371,4608,6284,7251,8278,9684,10120
Villachiara,1152,1271,1179,1444,1482,1764,2112,2298,2395,1560,1256,1177,1215
Villanuova sul Clisi,648,649,1008,1385,1853,2152,2806,2839,3481,4021,4336,4349,4411
Vione,1316,1418,1478,1442,1610,1550,1541,1449,1467,1458,1166,1002,913
Visano,969,1015,971,1286,1312,1370,1479,1568,1900,1619,1387,1477,1521
Vobarno,2581,2733,3144,3672,4561,4578,6066,6543,7566,7961,7515,7579,7479
Zone,687,667,717,946,1016,1135,1075,1059,1158,1044,1034,1101,1138
Alagna,1206,1301,1519,1503,1430,1498,1218,1219,1139,1007,831,742,729
Albaredo Arnaboldi,568,641,627,559,541,546,467,450,451,414,288,229,208
Albonese,1071,1147,1177,1137,1057,881,811,829,846,843,609,518,476
Albuzzano,2301,2407,2430,2382,2335,2332,2191,2225,2223,2121,2044,1938,1912
Arena Po,3624,3751,3587,3646,3486,3221,3055,2919,2606,2230,1922,1612,1539
Badia Pavese,601,633,603,711,765,675,652,643,656,543,469,461,390
Bagnaria,835,896,920,747,861,973,981,1025,1008,776,647,675,689
Barbianello,1216,1346,1366,1320,1357,1250,1219,1195,1166,1125,928,862,779
Bascapè,2251,2319,2169,2116,2184,2223,2124,1976,2148,1791,1417,1312,1324
Bastida de Dossi,329,336,362,404,436,398,360,357,326,323,239,193,189
Bastida Pancarana,1438,1566,1630,1516,1489,1296,1235,1233,1261,1292,1131,1061,969
Battuda,900,910,911,929,925,868,747,712,725,563,410,351,375
Belgioioso,4325,4501,4577,4851,4913,4669,4725,4681,4824,4869,5353,5347,5188
Bereguardo,2096,2174,2333,2400,2298,2381,2209,2207,2106,2099,2180,2215,015
Borgarello,690,700,788,758,803,955,992,1001,995,950,925,855,986
Borgo Priolo,1739,1969,1978,2210,2475,2496,2429,2242,2089,1837,1562,1450,1447
Borgoratto Mormorolo,822,864,823,861,1021,1155,1081,1011,980,759,633,544,496
Borgo San Siro,1652,1790,1917,1853,1793,1679,1562,1645,1652,1257,1023,916,880
Bornasco,1489,1577,1544,1469,1408,1368,1269,1205,1277,1137,881,826,1004
Bosnasco,755,840,882,1030,1021,1013,957,951,917,801,661,606,596
Brallo di Pregola,2366,2349,2418,2670,2913,2702,2653,2826,2585,2231,1686,1398,1183
Breme,2320,2561,2911,2947,2831,2485,2266,2210,2052,1847,1423,1184,1002
Bressana Bottarone,2225,2477,2510,2901,3016,2947,2896,2863,3030,3238,3298,3205,3155
Broni,5674,6085,6610,6764,6807,6641,6767,7248,7882,9208,10759,10726,10077
Calvignano,310,348,398,401,429,479,427,403,400,276,189,152,152
Campospinoso,637,654,756,801,761,739,701,672,686,613,642,668,687
Candia Lomellina,2893,3168,3429,3476,3001,2592,2453,2465,2462,2303,2047,1816,1702
Canevino,333,321,329,361,367,431,444,411,332,264,172,149,134
Canneto Pavese,2525,2760,2890,3014,2345,2391,2229,2179,2051,1880,1683,1478,1324
Carbonara al Ticino,1290,1483,1587,1651,1700,1667,1532,1566,1548,1525,1331,1358,1264
Casanova Lonati,553,665,655,621,613,638,607,596,538,506,392,376,422
Casatisma,1316,1433,1389,1425,1446,1367,1124,1025,971,901,891,849,850
Casei Gerola,2164,2126,2013,2296,2389,2367,2107,2074,2100,2408,2489,2713,2619
Casorate Primo,3503,3562,3533,3954,4090,3839,3725,3472,3568,4022,4827,5496,5961
Cassolnovo,5358,5563,5781,7244,7323,6321,6252,6131,6271,6513,6211,5706,5571
Castana,1629,1710,1981,2219,1854,1641,1627,1443,1289,1185,949,811,771
Casteggio,3238,3547,3925,4605,5290,5337,5469,5687,6095,7030,7813,7417,7276
Castelletto di Bran,1220,1519,1536,1438,1636,1502,1434,1427,1351,1353,1129,1039,1070
Castelnovetto,1664,1720,2035,2147,2057,1811,1506,1505,1439,1164,901,905,806
Cava Manara,2271,2548,2624,3044,2959,2880,3001,3133,3363,3635,3953,4106,4718
Cecima,587,585,619,573,625,649,657,700,623,491,378,366,303
Ceranova,581,604,601,554,599,630,554,521,556,499,413,443,471
Ceretto Lomellina,682,734,844,817,771,702,626,636,631,480,371,270,237
Cergnago,1228,1320,1537,1540,1648,1696,1397,1319,1348,1229,923,749,730
Certosa di Pavia,2063,2086,2099,2157,2327,2267,2294,2442,2694,3074,3067,2897,3004
Cervesina,1916,2119,2210,2193,2223,2129,1954,1849,1675,1576,1470,1344,1234
Chignolo Po,4486,5061,5174,5466,5449,5062,4752,4429,4341,3642,3127,3018,3009
Cigognola,1726,1761,1947,2093,1945,1855,1770,1785,1682,1498,1417,1429,1366
Cilavegna,3643,3892,4130,4786,4833,4459,4102,4125,4165,4533,4366,4211,4416
Codevilla,1784,1843,1937,2123,2138,2032,2035,1715,1635,1503,1333,1160,974
Confienza,2375,2628,2945,3456,3447,3050,2923,2848,2720,2390,2021,1810,1692
Copiano,1037,976,900,915,865,928,970,984,894,1115,1490,1525,1413
