City,1,2,3,4,5,6,7,8,9,10,11,12,13
Dolcedo,2627,2711,2707,2026,2055,1896,1689,1675,1542,1477,1222,1158,1117
Imperia,19626,20376,20049,20300,23155,26089,28155,28540,30154,34995,40670,41609,40708
Isolabona,1028,1070,1171,1170,1150,1110,967,907,848,761,653,639,636
Lucinasco,685,730,661,689,642,592,468,460,431,357,368,296,260
Mendatica,715,758,759,705,789,717,640,655,607,523,428,345,271
Molini di Triora,3032,2971,3207,3290,3157,3272,2392,2118,1791,1461,1111,824,726
Montalto Ligure,1273,1307,1291,1236,1112,1222,861,801,658,640,515,442,432
Montegrosso Pian,439,466,472,384,471,420,372,344,280,248,222,189,148
Olivetta San Michele,951,978,959,773,674,659,540,564,530,462,334,304,301
Ospedaletti,350,417,517,882,1232,1778,1975,1900,2127,2911,3267,3234,3591
Perinaldo,1827,1987,2022,1952,2055,1857,1635,1418,1294,1202,1079,887,856
Pietrabruna,1307,1392,1298,1148,1162,1095,962,954,904,804,705,632,577
Pieve di Teco,4360,4336,4174,3961,3517,3144,2993,2732,2390,2176,1905,1649,1482
Pigna,3386,3515,3421,3310,3056,2821,2431,2389,2032,2001,1699,1221,1055
Pompeiana,1013,966,907,751,680,695,561,585,528,654,604,614,729
045 Pontedassio,2644,2779,2631,2298,1954,1945,2008,1814,1807,1823,1756,1639,1651
,1380,1359,1344,1381,1346,2178,2235,2064,1729,1487,1302,1361,1311
,1135,1202,1922,1999,1943,1786,1794,747,679,579,754,857,768
San Biagio della Cima,931,879,966,973,931,831,838,809,815,816,808,833,1061
San Lorenzo al Mare,262,255,231,267,240,243,407,570,659,979,1225,1397,1378
San Remo,12464,12890,18760,22440,27013,26093,29583,33003,40464,55209,62210,61170,56003
Santo Stefano al,791,662,698,618,89,604,697,751,862,1018,1581,1887,2211
Seborga,358,367,339,295,304,328,198,203,222,247,277,267,352
058 Soldano,467,488,528,553,626,604,567,558,581,636,581,622,695
Taggia,4186,4414,4494,5062,5486,5623,6457,6683,7279,10896,14851,14495,13701
Terzorio,338,296,279,299,266,278,264,269,240,254,272,258,217
Triora,3306,3295,3117,2860,2655,2319,1875,1757,1319,984,713,507,418
Vallebona,855,846,1000,774,787,776,718,734,712,754,769,801,929
Vallecrosia,568,649,754,1208,1736,1821,2302,2328,2568,3677,7406,7832,7464
Vasia,1535,1538,1496,1212,1043,1019,867,867,797,751,645,521,453
Ventimiglia,6809,7406,8880,11468,14690,14267,17304,15787,15845,22788,25801,26283,25308
Vessalico,721,761,677,701,691,653,604,574,500,445,383,339,291
Villa Faraldi,1149,1151,1053,1070,1052,914,723,723,720,576,491,431,433
,1266,1409,1158,1075,931,807,694,635,1463,1197,1173,1070,928
,833,649,526,1111,962,905,909,810,730,637,591,1636,1373
,1286,1116,816,706,559,461,853,923,1022,1468,2197,2828,2678
,3057,671,632,576,520,444,349,284,276,1191,1310,1340,1405
Alassio,5180,4995,5517,5247,5558,5519,7430,8090,9031,11645,13717,12983,11574
Albenga,4918,4726,5304,6919,7664,8240,10839,10698,12269,15734,19814,21324,21934
Albisola Marina,1577,1687,1920,2027,2111,2170,2154,2242,3134,5067,6148,6240,5945
004 Albisola Superiore,3306,3257,3114,3509,3843,3973,4410,4576,5292,8848,12706,12882,11879
Altare,2038,2012,2249,2437,2627,3035,2932,3040,3499,3312,2955,2585,2448
009 Bardineto,1940,1844,1950,1753,1675,1803,2131,2284,2464,3328,4695,6068,6564
,639,588,581,544,537,519,452,457,418,403,427,448,477
,821,855,766,632,612,549,527,486,467,429,419,489,529
,1087,1067,1155,995,1056,1059,952,981,968,896,869,786,680
011 Boissano,526,593,655,593,590,761,717,650,814,681,840,979,987
,566,514,415,337,281,277,260,284,257,284,532,1362,1835
Borghetto Santo Spirito,694,602,654,691,739,768,925,1030,1126,1451,4622,5661,5338
Borgio Verezzi,797,727,773,788,770,789,942,943,1180,1546,2038,2473,2297
Bormida,1029,971,978,1009,942,912,878,841,803,718,637,577,505
Cairo Montenotte,4185,4530,4797,5456,5910,6936,7817,9269,12620,13935,14261,14400,13811
Calice Ligure,1670,1796,1690,1555,1501,1560,1362,1409,1425,1357,1388,1322,1346
Calizzano,2918,2927,2955,3085,2956,2952,2686,2646,2516,2165,1829,1680,1574
Carcare,1368,1403,1314,1464,1915,2217,2309,2691,3679,4764,5635,5494,5684
Casanova Lerrone,1964,1940,1914,1668,1585,1541,1419,1401,1297,1106,922,880,814
Castelbianco,943,940,889,661,620,608,527,485,459,367,291,267,265
Castelvecchio di Rocca,768,772,719,636,612,575,532,517,469,364,313,246,216
Celle Ligure,1984,2343,2335,2542,2650,2770,2979,3014,3701,3976,4649,4832,5312
Cengio,1230,1288,1322,1377,1668,2747,2592,3043,3682,4375,4315,4603,4298
