City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Agliè,3945,4089,3647,3428,3152,2876,2706,2706,2594,2469,2805,2578,2623
Airasca,1541,1515,1429,1251,1193,1153,1090,1075,1053,1021,1501,3037,3252
Ala di Stura,1037,1048,978,803,844,750,697,694,649,540,524,476,503
Albiano d'Ivrea,2153,2155,2289,2400,2249,1837,1484,1440,1361,1638,1630,1584,1701
Alice Superiore,1471,1423,1410,1154,1385,1121,890,727,678,588,560,584,601
Almese,2750,2848,2849,3046,3008,2987,2586,2529,2719,2841,3920,4427,5240
Alpette,892,933,1026,901,873,801,680,489,379,247,350,333,329
Alpignano,1862,1886,2198,2808,2844,2921,3109,3212,4278,6726,12017,12492,16739
Andezeno,1246,1300,1170,1295,1341,1219,1113,927,982,1108,1337,1607,1693
Andrate,1068,1079,1069,1130,1196,1024,1043,751,618,555,538,488,469
Angrogna,2571,2632,2573,2348,2313,2125,1911,1871,1703,1245,886,801,724
Arignano,859,898,1016,1026,1018,1002,846,891,843,880,726,774,840
Avigliana,3280,3604,3642,4680,5071,5238,4819,5107,5287,6759,8846,9180,10032
Azeglio,2215,2307,2355,2167,2062,2006,1686,1561,1384,1447,1402,1235,1186
Bairo,1238,1390,1292,1142,1097,1066,884,878,756,695,683,742,768
Balangero,1619,1642,1862,2264,2307,2232,2462,2369,2540,2851,2931,2883,2891
Baldissero Canavese,671,673,738,686,775,750,500,505,482,452,474,466,547
Baldissero Torinese,1807,1953,1946,1970,1761,1617,1552,1500,1431,1269,1396,2349,2876
Balme,431,411,368,276,363,244,266,277,217,153,131,140,98
Banchette,586,584,829,576,479,504,668,601,806,1231,4151,4254,3784
Barbania,1922,2146,2193,1943,1918,1718,1590,1537,1301,1160,1181,1226,1391
Bardonecchia,3076,3208,2800,3048,3122,2808,2840,2409,2429,2667,3081,3308,3186
Barone Canavese,918,919,910,980,857,893,782,699,622,592,585,547,563
Beinasco,1233,1278,1377,1296,1463,1611,1887,2057,2567,5511,16707,18394,18744
Bibiana,3230,3208,3293,3244,3125,2743,2676,2692,2549,2312,2358,2733,2616
Bobbio Pellice,1675,1556,1613,1500,1438,1371,1249,1225,1108,922,794,674,608
Bollengo,2455,2502,2666,2718,2686,2416,2075,2127,2035,2113,1992,1946,1941
Borgaro Torinese,1032,1079,1309,1286,1329,1437,1504,1629,1869,2307,4553,8548,10544
Borgiallo,1532,1546,1416,1086,1195,1064,872,861,677,613,537,464,454
Borgofranco d'Ivrea,2219,2208,2389,2343,2376,2587,2344,2429,2715,3237,3624,3678,3662
Borgomasino,2143,2217,2348,2139,1965,1893,1633,1602,1348,1137,1006,859,818
Borgone Susa,787,920,1096,1738,1875,1764,1902,1895,1972,2210,2322,2146,2127
Bosconero,1818,1926,2000,1957,1888,1769,1743,1520,1690,1627,1758,2536,2811
Brandizzo,1493,1512,1772,2122,2198,2419,2730,2607,3014,4096,6619,6802,7051
Bricherasio,3555,3700,3880,3602,3405,3348,3043,3036,2926,2791,3040,3586,3921
Brosso,1051,1032,1045,959,737,760,651,559,496,523,529,503,505
Brozolo,1005,1005,853,884,882,818,754,779,756,643,575,477,387
Bruino,722,714,770,701,702,783,752,715,786,932,3362,5771,6135
Brusasco,1944,1960,1830,1778,1802,1687,1533,1488,1546,1551,1500,1501,1585
040 Bruzolo,1394,1436,1655,1725,1636,1465,1118,1120,1123,1064,1297,1273,1323
Buriasco,1970,2100,1838,1459,1439,1423,1399,1411,1375,1154,1168,1288,1309
Burolo,1031,1004,1079,1042,844,859,832,826,749,872,986,1237,1322
Busano,882,937,1004,1014,857,904,804,780,817,860,1006,1126,1261
Bussoleno,2992,3390,4541,5683,5696,5331,5139,4752,5316,5731,6762,6481,6612
Buttigliera Alta,1315,1344,1302,2341,2687,2458,2097,2191,2287,2422,3127,5301,6605
Cafasse,1296,1338,1609,2025,2188,2288,2681,2682,2663,2806,3280,3599,3545
Caluso,6268,6614,6530,7730,7781,7026,6264,5701,6187,6160,7471,7501,7320
Cambiano,2728,2560,2559,2506,2497,2282,2474,2383,2695,3004,4124,5415,5769
CampiglioneFenile,1409,1467,1427,1408,1491,1458,1438,1397,1258,1117,1089,1118,1173
Candia Canavese,1715,1707,1820,1823,1627,1546,1478,1418,1303,1249,1249,1286,1319
Candiolo,1317,1280,1284,1368,1350,1282,1416,1343,1664,1908,2781,3391,4417
Canischio,1501,1562,1415,1101,992,943,751,666,546,448,388,314,291
053 Cantalupa,1586,1633,1748,1614,1610,1455,1193,1117,991,978,1213,1581,1750
Cantoira,1354,1286,1315,1155,1087,1099,928,843,730,623,581,584,541
055 Caprie,1995,1891,2171,2196,2160,2050,1801,1728,1705,1471,1552,1710,1752
056 Caravino,2409,2352,2580,2784,3024,2730,2350,1263,1289,1161,1182,1150,1053
057 Carema,1103,1173,1277,1471,1511,1386,1196,1155,1193,1125,1097,1019,883
Carignano,7491,7711,7181,7104,7034,6705,7095,7392,7788,8008,9347,8861,8647
Carmagnola,12664,13247,13005,11721,12248,11987,12078,12737,13459,14477,21109,24187,24725
Casalborgone,2470,2481,2334,2254,2208,2039,1864,1931,1749,1577,1519,1481,1505
Cascinette d'Ivrea,1012,1016,1043,1131,1135,1174,931,886,1008,1129,1654,1595,1488
Caselette,852,852,878,743,744,731,629,635,788,803,1396,2344,2717
Caselle Torinese,4514,5624,5059,5048,4636,5277,5633,5707,6703,7903,12647,12463,13740
Castagneto Po,1394,1445,1356,1340,1258,1177,1046,994,1138,933,885,999,1270
Castagnole Piemonte,2378,2282,2195,2025,1893,1805,1832,1719,1637,1485,1475,1512,1634
Castellamonte,8438,8815,9294,8960,8406,8380,7951,8060,8341,8233,8845,9046,8976
Castelnuovo Nigra,3139,3069,2942,2701,2102,2006,1711,1389,1150,874,693,584,492
Castiglione Torinese,1703,1602,1686,1701,1567,1568,1709,1721,2122,2713,4034,4573,4940
Cavagnolo,1644,1678,1608,1535,1560,1453,1358,1379,1413,1522,1694,2103,2281
