City,1,2,3,4,5,6,7,8,9,10,11,12,13
Concesio,1971,2307,2495,3257,3899,4570,5343,5692,7057,7595,9150,12182,12280
Corte Franca,1559,1743,1895,2282,2613,2881,3094,3065,3641,3798,4001,4683,5305
Corteno Golgi,2037,2021,2094,2077,2228,2308,2442,2423,2619,2450,2333,2185,2100
Corzano,1365,1268,1226,1555,1589,1787,1918,2087,2402,1592,1098,933,896
Darfo Boario Terme,3485,3695,3832,4281,5802,6332,6891,7390,9849,11339,12168,12926,13206
Dello,2610,2811,2947,3598,3940,4042,4337,4442,5105,4024,3521,3714,3662
Desenzano del Garda,6425,6288,5908,6721,8337,9381,10915,10360,12087,14294,17900,20020,21183
Edolo,3264,3329,3446,3431,3876,4199,4089,3858,4433,4200,4256,4485,4420
Erbusco,2642,2757,2862,3519,3709,3808,3927,3870,4423,4772,5079,5882,6376
Esine,1477,1545,1781,1973,2283,2522,2599,2578,3137,3229,3573,4112,4321
Fiesse,1412,1606,1722,2016,2074,2249,2241,2238,2555,2117,1842,1794,1758
Flero,1037,1069,1038,1315,1606,1865,2439,2659,3336,3400,3532,5932,7509
Gambara,2562,2689,2722,3122,3555,4025,4623,4774,5751,4339,4237,4206,4224
Gardone Riviera,1527,1540,1499,1710,2224,2141,2319,2432,2768,2655,2651,2463,2465
Gardone Val Trompia,2521,2507,3204,4014,4860,5241,5830,6586,8704,10407,11543,11787,10862
Gargnano,4262,4245,4124,3860,3854,3971,4060,3950,4189,4434,3497,3304,3211
Gavardo,3320,3440,3722,4918,5404,5999,6372,6495,7634,7937,8307,8683,9156
Ghedi,3206,3403,3465,4237,5471,7224,8433,8834,10638,11240,11622,12750,14194
Gianico,770,828,834,935,953,927,1056,1089,1307,1338,1475,1638,1768
Gottolengo,2466,2726,2750,3343,3965,4494,4886,5023,5225,4239,4152,4347,4630
Gussago,4317,4247,4492,5059,5360,6093,6514,6707,8159,8348,9317,11508,13265
Idro,890,908,973,1050,1189,1235,1260,1128,1247,1259,1345,1415,1421
Incudine,634,685,711,706,802,763,778,768,770,707,534,487,478
Irma,280,279,276,345,347,313,313,296,268,266,222,173,166
Iseo,3386,3544,3776,4546,5272,5456,5823,5947,6789,7138,7845,7797,8145
Isorella,1332,1497,1499,1739,2261,2391,2701,2729,3003,2460,2613,3015,3211
Lavenone,1090,1109,1057,1123,1149,1122,1183,1131,1109,1052,771,695,648
Leno,4847,5312,5286,6839,7791,8873,9481,9913,11655,10051,9836,10537,11504
Limone sul Garda,548,571,578,698,610,520,578,656,744,831,947,989,989
Lodrino,714,718,741,729,818,843,855,868,1122,1201,1208,1318,1416
Lograto,1174,1225,1294,1448,1610,1957,2184,2355,2954,2685,2464,2630,2670
Lonato,6752,6585,6505,7171,7929,9021,9325,9251,10062,9905,10108,10622,10923
Longhena,423,483,483,504,550,646,662,743,758,625,546,516,522
Losine,708,736,843,970,956,864,730,730,764,725,622,598,537
Lozio,871,923,1011,1074,1081,1098,1104,1106,1121,988,808,608,460
Lumezzane,3675,4051,3998,4850,5388,6313,7502,8363,11726,17075,23054,23868,23619
Maclodio,459,508,463,640,671,712,787,813,1023,764,643,868,1058
Mairano,1328,1515,1519,1714,1804,2002,2229,2345,2697,2214,2032,1991,2060
Malegno,981,1014,1065,1334,1357,1390,1351,1449,1718,1843,1883,2137,2244
Malonno,2242,2410,2376,2449,2522,2635,2755,2814,3203,3356,3202,3389,3398
Manerba del Garda,1457,1680,1593,1682,2003,2077,2110,2027,2158,2274,2552,2732,2780
Manerbio,4297,4887,4866,5436,6080,6607,7976,8449,10502,10565,10938,11961,12242
