City,1,2,3,4,5,6,7,8,9,10,11,12,13
Rieti,17446,18886,19420,21071,21006,22234,25039,27714,33241,35441,39179,43079,43095
Rivodutri,1226,1368,1358,1563,1709,1574,1613,1604,1541,1441,1220,1265,1295
Roccantica,704,772,853,943,998,1057,888,914,897,696,584,577,549
Rocca Sinibalda,2156,2172,2202,2312,2344,2444,2336,2296,2220,1650,1065,911,943
Salisano,616,627,640,651,695,677,706,735,884,681,505,542,541
Scandriglia,1992,2175,2221,2647,2874,3025,2820,2794,2712,2304,1945,1823,2097
Selci,1068,1103,1088,1193,1086,1076,1268,1332,1301,1147,969,972,937
Stimigliano,552,595,758,975,1058,1207,1240,1467,1629,1738,1664,1672,1829
Tarano,904,997,1095,1438,1585,1587,1595,1710,1704,1479,1077,1141,68
Toffia,648,691,801,926,865,991,958,954,1018,844,758,758,829
Torricella in Sabina,1538,1656,1714,1852,1715,1702,1682,1668,1579,1369,1072,1045,1181
Torri in Sabina,1575,1661,1770,2084,2112,2183,1992,1997,2034,1637,1309,1176,1146
Turania,869,878,894,1109,1120,1063,1078,1058,918,651,456,353,281
Vacone,304,358,410,496,510,459,462,452,414,349,290,262,265
Varco Sabino,1115,1220,1114,1151,1169,1130,1062,1036,878,770,562,383,250
Affile,,1628,1610,1801,1862,1885,2083,2008,2194,2001,1644,1564,1639
Agosta,,1137,1215,1464,1707,1730,1927,2003,1909,1579,1280,1217,1450
Albano Laziale,,5886,6770,8296,9046,10269,10938,11469,14775,19659,24428,28062,31399
Allumiere,,1928,2296,2775,3235,3475,3840,3945,4245,4029,4015,4130,4273
Anguillara Sabazia,,1034,1045,1540,1816,1940,2076,2285,2918,3296,4484,6640,10083
Anticoli Corrado,,1411,1363,1862,2061,1830,1469,1508,1257,1109,996,931,940
Anzio,,1070,1562,3449,4506,5340,6552,7025,10685,15889,22927,27169,33497
117 Ardea,,142,183,283,348,443,625,772,2163,3815,6197,10175,16854
Ariccia,,2115,2358,3530,3762,4555,5134,5596,7122,7942,10787,14565,16953
Arsoli,,1841,1959,2049,2200,2034,1978,1786,1805,1731,1597,1572,1582
Artena,,4025,4104,5053,5451,5342,5979,6343,7423,7902,8783,9819,10731
014 Camerata Nuova,,770,395,464,1347,1171,1104,989,952,767,557,497,486
Campagnano di Roma,,1871,2030,2753,2876,3041,3137,3247,3529,4005,4246,4817,6874
Canale Monterano,,1083,1116,1525,1699,1845,1929,2033,2166,2018,2022,2316,2698
Canterano,,745,755,737,964,843,713,789,768,590,424,357,401
Capena,,1082,1148,1579,1573,1756,2175,2066,2335,2358,2808,3530,4875
Capranica Prenestina,,2198,2082,1881,1730,1448,1322,1266,1118,810,464,336,307
Carpineto Romano,,3901,4014,4801,5580,5718,5894,5706,6285,5614,5220,5259,5189
Casape,,731,725,906,918,1012,1138,1218,1292,1253,1029,864,812
Castel Gandolfo,,1606,1767,1980,2245,2577,2734,2955,4172,4395,4709,6246,6843
Castel Madama,,2690,3065,3371,4116,4048,4173,4215,4409,4509,5071,5656,6407
Castelnuovo di Porto,,1146,1408,1496,1468,1385,1321,1484,2136,2136,2453,4371,5897
Cave,,3449,3439,3956,4182,4707,5024,5296,6106,6518,6735,7821,8584
030 Ciciliano,,1284,1381,1644,1708,2132,2584,1940,5510,12277,28272,32349,35685
Cineto Romano,,1249,1282,989,810,836,821,865,814,700,614,570,537
Civitavecchia,,9718,11636,15220,17064,20635,29124,27477,32870,38138,44188,49389,51201
034 Colleferro,,920,1039,1331,1510,1775,2282,4197,10088,15009,18026,20259,20392
Colonna,,490,540,1013,1100,1177,1335,1474,1632,1918,2275,2476,3059
Fiano Romano,,692,923,1363,1546,1776,1988,2141,2668,2764,3267,4339,6294
Filacciano,,552,551,677,705,645,630,631,626,536,529,441,472
Formello,,407,444,902,1010,1059,1140,1240,1677,2067,2810,5245,7574
Frascati,,5952,6297,8453,10087,10642,10851,11763,13102,15793,18025,18896,20123
Gallicano nel Lazio,,1162,1226,1503,1605,1660,1801,1817,2134,2206,2351,2920,3528
Gavignano,,1429,1288,1503,1562,1436,1333,1553,1925,1835,1546,1526,1606
Genzano di Roma,,4911,5095,7053,7407,8564,8987,9154,10319,12727,15317,17536,20570
Gerano,,1351,1384,1542,1661,1736,1708,1743,1754,1376,1221,1134,1133
Gorga,,972,919,879,961,1009,1013,1032,1202,1068,873,754,778
Grottaferrata,,1241,1738,2233,2555,3514,4180,4621,6701,8549,11361,14829,16361
Guidonia Montecelio,,2799,3208,4094,4440,4943,5696,6597,12811,22205,33251,50816,57473
