City,1,2,3,4,5,6,7,8,9,10,11,12,13
Prascorsano,994,1156,1163,982,867,852,795,754,699,702,687,664,636
Pratiglione,1126,1190,1200,1021,954,1074,978,901,839,847,741,654,619
Quagliuzzo,540,536,552,449,367,365,309,310,348,322,307,331,320
Quassolo,569,556,490,461,401,448,425,398,416,504,494,463,406
Quincinetto,1392,1386,1384,1429,1521,1407,1216,1101,1125,1153,1174,1195,1135
Reano,1066,998,1117,1036,1034,967,856,775,808,752,832,1120,1347
Ribordone,1442,1292,1274,1224,1406,1080,992,840,567,387,215,169,118
Rivalba,989,1090,1087,1026,933,901,940,923,832,643,627,853,933
Rivalta di Torino,1736,1817,1787,2093,2015,1954,1991,1915,2174,2520,10358,13990,15971
Riva presso Chieri,2984,2984,2886,2999,3004,2730,2480,2455,2168,2194,2066,2769,3563
Rivara,2093,2168,2229,2232,1800,1786,1672,1690,1757,2145,2618,2675,2509
Rivarolo Canavese,6218,6708,7268,7318,6710,6595,6674,6635,7348,8311,10753,11580,11737
Rivarossa,962,1083,1230,1373,1297,1126,1011,935,813,753,812,969,1211
Rivoli,5736,5608,6339,7222,7692,8896,11126,10939,13833,20253,47280,49543,52683
Robassomero,561,609,669,786,787,777,814,809,915,918,1725,2734,2911
Rocca Canavese,2725,2928,3201,2918,2916,2782,2482,2304,1906,1644,1523,1552,1466
Roletto,961,999,1069,932,891,971,853,814,831,777,845,1350,1708
Romano Canavese,2676,2676,2397,2154,1911,1828,1606,1487,1462,1562,1991,2829,3011
Ronco Canavese,2375,2671,2873,3105,3240,3114,2042,1792,2009,1607,682,513,477
Rondissone,2058,2145,2180,1965,1892,1685,1527,1468,1423,1433,1695,1775,1737
Rorȧ,804,814,762,675,667,671,555,550,427,322,263,252,261
Rosta,578,596,623,675,770,788,799,765,941,916,1606,3180,3630
Roure,3386,3341,3360,3752,3364,3009,2062,1817,1633,1349,1205,1119,1019
Rubiana,3280,3166,3207,3155,2929,3024,2295,2085,1678,1274,1101,1220,1572
Rueglio,2250,2185,2338,2407,2673,2517,1925,1255,1125,1070,1042,929,791
Salassa,1252,1200,1223,1208,1197,1183,1160,1158,1188,1406,1615,1618,1490
Salbertrand,1398,1383,1389,1172,1060,927,804,789,707,639,554,460,441
Salerano Canavese,496,507,516,489,505,428,421,440,473,505,465,427,550
Salza di Pinerolo,520,460,470,419,340,317,291,295,330,299,149,104,92
Samone,703,716,746,821,708,780,725,680,827,1029,1433,1285,1493
San Benigno Canavese,3220,3166,3583,3067,3174,3310,2589,2419,2603,2673,2757,4437,5160
San Carlo Canavese,1322,1588,1608,1762,2018,1915,2064,1710,1792,2031,2811,3089,3368
San Colombano,506,584,575,398,382,400,339,329,333,303,313,279,341
San Francesco al,2142,2436,2603,2841,2919,3054,2730,2680,680,429,463,402,406
Sangano,610,646,603,550,506,443,391,423,549,637,1367,2528,3238
San Germano Chisone,1787,1886,1943,2077,1902,1965,2140,2151,2171,1841,1813,1796,1710
San Gillio,747,777,799,870,829,786,757,682,731,609,1203,1944,2317
San Giorgio Canavese,3733,3677,4008,4185,3779,3347,2666,2511,2355,2228,2263,2236,2294
San Giorio di Susa,2140,2258,2260,2127,1908,1794,1582,1512,1378,1157,917,827,905
San Giusto Canavese,2546,2539,2696,2764,2710,2521,2336,2200,1950,1828,2352,2646,2861
San Martino Canavese,1834,1928,1840,1886,1440,1486,1146,1118,922,810,754,731,763
San Maurizio Canavese,3409,3828,3882,3939,4308,4297,4327,4472,4836,5462,7187,6809,6600
San Mauro Torinese,2033,2327,2480,2999,3577,3476,4357,4437,5282,8521,12667,14655,16746
San Pietro Val Lemina,1386,1681,1521,1431,1384,1269,1069,1038,905,660,806,1123,1310
San Ponso,440,482,462,385,361,351,330,301,304,284,286,256,246
San Raffaele Cimena,1521,1724,1581,1570,1515,1444,1459,1451,1578,1448,1740,2221,2384
San Sebastiano da Po,2398,2574,2739,2602,2487,2359,1929,1878,1830,1531,1355,1407,1633
San Secondo di Pine,1965,2124,2088,2141,2074,1951,1885,1907,2073,1991,2309,3244,3270
Sant'Ambrogio di Torino,1264,1377,1454,2092,2235,2369,2319,2285,2580,3237,4200,4084,3993
Sant'Antonino di Susa,1527,1598,1798,2029,2152,1886,1977,2062,2245,2806,3435,3986,3930
Santena,2965,3010,3279,3652,3997,4002,4012,3934,4046,4473,7957,10314,10369
Sauze di Cesana,1417,1059,651,393,512,468,231,261,240,227,167,160,153
Sauze d'Oulx,760,670,687,655,561,602,438,442,488,547,789,918,938
Scalenghe,3760,3503,3138,2828,2689,2593,2529,2428,2437,2266,2406,2564,2740
Scarmagno,1061,1089,1138,1029,762,809,765,699,629,628,698,815,776
Sciolze,1299,1271,1336,1169,1129,1022,1012,960,915,757,659,1049,1375
263 Sestriere,604,560,527,415,424,332,271,446,408,492,673,747,796
Settimo Rottaro,956,942,1019,1067,1040,985,845,840,716,651,613,566,543
Settimo Torinese,3983,4318,4338,5288,5739,6656,9116,8735,11217,18292,42710,44210,45984
Settimo Vittone,2212,2219,2322,2584,2461,2264,2037,1955,1825,1785,1910,1798,1684
Sparone,2636,2708,2820,2851,2692,2468,1962,1912,1606,1461,1216,1346,1223
Strambinello,330,369,381,371,324,302,251,258,244,242,279,258,239
Strambino,5061,5151,5438,5323,4829,4780,4712,4702,4642,4911,5965,6140,6041
Susa,4940,4379,4106,5023,5067,4182,5346,4952,5868,6039,7245,7099,6691
