City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
San Benedetto Val di,3737,4133,4713,5423,6107,6585,7309,7005,6074,5098,4239,4074,4160
San Giorgio di Piano,3908,4395,4292,4641,4826,5184,5368,5494,5584,4789,4753,5138,5305
San Giovanni in Persi,14553,15444,15067,15978,17314,18725,20907,20859,21778,21041,22182,22327,22513
San Lazzaro di Savena,4874,5117,5338,5801,6603,7285,7854,8349,8656,12028,23717,28596,30312
San Pietro in Casale,7847,8509,8632,8911,9393,9431,9601,9270,9085,8096,7979,8460,8814
Sant'Agata Bolognese,3799,4115,3934,4115,4449,4895,5327,5286,5348,4812,4641,4703,4927
Sasso Marconi,6756,7299,7806,8719,9953,11100,11750,11314,10180,8797,10281,12788,13295
Savigno,3301,3681,3839,4090,5292,4510,4583,4682,4221,3094,2231,2041,2238
Vergato,5068,5111,5262,5851,6631,7318,7241,7113,6627,5716,5519,5776,5872
Zola Predosa,4343,4897,5280,6039,6647,7597,7930,7508,7849,7311,12262,14988,15665
Argenta,16281,16287,17123,20474,22058,23408,26087,28032,29653,28680,25641,24067,22529
Berra,4198,4568,5200,7208,8656,10086,10875,11397,12909,9308,7410,7214,6611
Bondeno,12001,13424,13281,15682,19056,23247,26395,27192,28016,22325,19111,18284,16945
Cento,17627,19611,19874,19230,20056,21361,22557,22371,23958,24901,27091,29233,29033
Codigoro,4374,4448,6373,9744,12659,14797,15884,17028,19459,16313,14361,14572,13895
Comacchio,8484,9064,9865,10745,12052,12348,12927,13894,15640,16400,18779,20992,21179
Copparo,10905,11865,13507,17479,20336,22477,23359,23777,26252,21754,20752,20881,19273
Ferrara,64204,67306,70442,81301,95721,106768,115628,119265,133949,152654,154066,149453,138015
Formignana,2013,2190,2493,2942,3299,3551,3851,3833,3745,3128,2763,2853,2906
Goro,1255,1316,1456,1831,2381,2822,3050,3339,4041,3965,4073,4402,4410
Jolanda di Savoia,1407,1531,1743,2322,3487,5189,6688,7058,8819,7116,4917,4425,3895
Lagosanto,1820,1882,2100,2633,3031,3432,4111,4756,5989,5001,4121,4530,4387
Masi Torello,1800,1936,2061,2413,2431,2715,2861,2951,3197,2857,2550,2451,2430
Massa Fiscaglia,2307,2667,3043,4752,6221,6534,6797,7227,7574,5793,4536,4372,4168
Mesola,4835,5071,5612,7059,7805,9076,9582,10284,11974,9500,8066,8233,7963
Migliarino,3090,3814,4363,5055,6122,6703,7742,7866,7475,5461,4287,4357,4029
Migliaro,926,1143,1307,1992,2327,2538,2668,2851,4054,3232,2581,2416,2411
Mirabello,2204,2589,2618,2791,2978,3181,3162,3241,3501,3331,3221,3313,3481
Ostellato,4254,4662,5198,6328,7260,8583,9492,9626,10592,8861,8010,7864,7488
Poggio Renatico,4844,5571,5867,6348,7037,7723,9069,8738,8836,8482,7683,7522,7383
Portomaggiore,9022,9697,10327,13568,14523,16389,17065,17131,17084,15143,13447,13573,12741
Ro,4001,4353,4956,5761,5682,6524,6709,6701,7265,5722,4671,4531,4164
Sant'Agostino,4279,5028,5084,5234,5621,6267,6186,6308,6435,5945,5671,5990,5900
Tresigallo,2401,2613,2975,3510,3936,4401,4386,4552,7392,5742,4891,4842,4829
Vigarano Mainarda,4583,4804,5028,5374,6356,6801,7033,6955,7251,6771,6654,6671,6610
Voghiera,3139,3374,3593,4160,4269,4696,4834,4926,5497,4833,4286,4077,4088
Alfonsine,6862,8873,9367,10369,11045,11246,11479,11889,12259,12612,12651,12612,12151
Bagnacavallo,13844,15101,14839,15176,15860,16238,16532,16596,16753,17441,17642,17550,16584
Bagnara di Romagna,1833,1984,1974,2035,2134,2178,2031,2031,1947,2015,1941,1810,1713
Brisighella,11459,12434,12491,13815,13776,14694,15347,15652,15041,12251,9317,8401,7803
Casola Valsenio,4126,4231,4525,5128,5271,5749,5831,5820,5647,4451,3338,3051,2930
Castel Bolognese,5235,5695,5737,5741,5756,5905,5999,5995,5913,6362,6799,7716,7891
Cervia,5715,6157,6606,7931,9563,10212,11902,12319,14923,19059,23008,24704,25294
Conselice,5440,6449,6860,7718,8311,8659,9039,9120,9598,10033,9758,9660,9075
009 Cotignola,6160,6881,6564,6969,7121,7288,6996,6974,6541,6803,7090,7080,6921
010 Faenza,36111,36385,36104,39750,39900,42145,46503,47189,48043,51076,54694,55158,54139
Fusignano,5361,5721,5645,6038,6013,6234,6080,6034,5975,6879,7771,7892,7494
Lugo,22787,25246,25862,27244,28073,30079,30317,30125,31292,33731,34611,34359,32204
Massa Lombarda,4995,5478,5731,5910,6461,6842,7316,7547,8158,9532,9349,9141,8513
Ravenna,55973,58544,59696,62723,69802,70502,76335,80658,91513,115188,131547,137375,135844
Riolo Terme,3230,3679,3821,4376,4518,5109,5525,5387,5271,4994,4794,4778,5013
Russi,7852,8544,8097,8284,8538,8879,9480,9523,9549,10458,11155,11215,10879
Sant'Agata sul Santerno,1601,1805,1814,1952,2011,2087,2191,2179,2205,2367,2258,2085,2002
Solarolo,3209,3636,3475,3497,3449,3699,3995,4089,4091,4307,4153,4067,4004
