City,1,2,3,4,5,6,7,8,9,10,11,12,13
Bulciago,855,967,999,1273,1431,1484,1621,1664,1773,1947,2448,2326,2610
Bulgarograsso,766,768,934,1169,1173,1184,1287,1379,1455,1721,2107,2342,2691
Cabiate,978,1012,1273,2045,2600,2742,3342,3465,4191,4872,5627,5910,6353
Cadorago,2506,2740,2987,2958,2885,2900,3082,2992,3575,4155,5059,5353,5918
Caglio,526,529,572,534,544,596,558,521,462,432,426,397,371
Cagno,831,866,980,1276,1377,1205,1102,1087,1147,1151,1234,1403,1711
Calco,1394,1574,1637,1786,1789,1764,1973,2042,2273,2421,2671,2902,3660
Campione d'Italia,311,342,383,463,552,592,639,855,1022,1435,1979,2183,2181
Cantù,7334,7970,8879,11010,13618,15094,17789,18517,21286,26559,32488,36760,36151
Canzo,2117,1938,1872,1985,2069,2028,2238,2256,2837,3264,4038,4221,4518
Capiago Intimiano,1283,1294,1400,1685,1641,1704,1950,1956,2367,2844,3694,4262,4485
Carate Urio,965,1071,1146,1271,1287,1198,1184,1103,1243,1303,1299,1248,1257
Carbonate,698,657,759,781,888,1001,947,951,1210,1344,1662,2151,2305
Carimate,1341,1354,1439,1695,1887,1854,1814,1763,1900,2084,2558,3125,3469
Carlazzo,2110,2083,2018,1838,1798,1799,1823,1768,1867,1857,2002,2339,2483
Carugo,1098,1253,1244,1506,1715,1773,2006,2301,2753,3762,4564,4593,4789
Casargo,1194,1318,1359,1104,1163,1141,1087,1061,991,891,900,881,867
Casasco d'Intelvi,501,538,612,614,542,590,660,576,543,479,447,393,375
Casatenovo,3469,3747,3870,4902,5348,5543,5181,5259,6004,7314,8518,10364,10725
Caslino d'Erba,934,1033,1110,1235,1267,1258,1240,1228,1402,1399,1416,1468,1575
Casnate con Bernate,1197,1366,1342,1331,1434,1397,1375,1481,1685,2095,2255,3137,3857
Cassago Brianza,1171,1190,1306,1597,1737,1761,1873,1867,2066,2474,3027,3596,3870
Cassina Rizzardi,816,847,877,893,873,780,961,948,1045,1225,1553,1803,2095
Cassina Valsassina,336,308,295,329,363,355,385,374,387,352,359,397,437
