City,1,2,3,4,5,6,7,8,9,10,11,12,13
Bubbiano,568,584,549,624,582,562,555,539,569,573,523,660,818
Buccinasco,1132,1297,1309,1115,1329,1617,1514,1691,1818,3590,8090,13628,20085
Burago di Molgora,955,1103,1174,1322,1397,1450,1371,1377,1507,1361,1586,3805,4323
Buscate,1784,1842,2083,2375,2797,2665,2781,2765,3030,3341,3599,4180,4314
Busnago,1420,1588,1665,1933,1950,2003,2005,1947,2060,2183,2497,3153,3789
Bussero,1550,1745,1821,1995,2202,2080,2017,2006,2240,2503,2937,4481,7313
Busto Garolfo,2869,3042,3408,3642,4148,4473,5431,5814,7560,8720,10856,11281,11601
Calvignasco,580,543,560,519,535,531,462,440,478,418,386,378,735
043 Camairago,1329,1482,1350,1351,1263,1238,1176,1108,1138,857,620,516,513
Cambiago,1784,2140,2428,2724,2809,2732,2687,2561,2784,2643,2868,3273,3821
Camparada,536,592,600,754,909,909,949,944,1022,1042,1097,1096,1352
Canegrate,1620,1846,2055,2543,2763,2943,3879,3962,4681,7028,10206,11325,11213
Caponago,1536,1717,1621,2030,2156,2217,2226,2270,2266,2324,2551,2913,3251
Carate Brianza,3970,4473,5010,6835,7859,7779,8520,8845,10712,12085,14702,15169,15445
Carnate,960,1142,1250,1548,1600,1782,2019,2025,2257,2702,4841,5876,6951
Carpiano,1831,1788,1732,1839,1887,1858,1614,1644,1688,1596,1343,1281,2180
Carugate,1787,1913,2267,2817,3392,3455,3656,3894,4748,5698,7936,9988,10814
Casaletto Lodigiano,1007,1123,1088,1133,1149,1200,1327,1340,1493,1445,1336,1272,1668
Casalmaiocco,871,932,980,936,952,967,941,884,985,903,948,1261,1683
Casalpusterlengo,8803,9163,9063,9098,9044,9216,9556,9992,11573,11571,12998,13739,14005
Casarile,994,917,927,1007,1007,955,995,913,1035,1089,1597,1754,2545
Caselle Landi,2811,2825,2695,2688,2754,2818,2855,2871,2627,2321,2030,1853,1824
Caselle Lurani,1203,1222,1221,1231,1174,1273,1179,1128,1215,1085,922,1067,1451
Casorezzo,1190,1173,1251,1477,1735,1732,1976,2002,2401,2641,3099,3906,4307
Cassano d'Adda,6648,7053,7513,8763,9159,8950,8946,8964,9972,10988,13820,15318,16260
Cassina de' Pecchi,1537,1637,1490,1488,1528,1581,1659,1867,2247,2960,5503,11196,12881
Cassinetta di Lugagnano,1172,1231,1124,1182,1120,1051,925,925,1059,1022,1085,1099,1152
