City,1,2,3,4,5,6,7,8,9,10,11,12,13
Porpetto,,1756,1663,1902,2369,2503,2614,2520,3069,2813,2581,2727,2665
Povoletto,,3336,3505,4005,4498,4606,4726,4364,4834,4572,4153,4878,5241
Pozzuolo del Friuli,,4001,3998,4816,5428,5866,5962,5874,6314,6203,6031,6341,6194
Pradamano,,1528,1602,1753,2226,2485,2246,2180,2279,2246,2251,2616,2846
Prato Carnico,,2416,2657,3090,3244,3329,2688,2403,2538,2218,1723,1447,1218
Precenicco,,1350,1304,1506,1831,1722,2180,2300,2585,2108,1708,1695,1585
Premariacco,,3577,3443,3806,3925,3950,3905,3663,3670,3288,3296,3713,3784
Preone,,670,694,804,849,947,752,656,655,543,383,341,310
Prepotto,,2011,1958,2247,2238,2316,2142,2041,2036,1536,1190,1065,985
Pulfero,,3491,3492,3779,3991,4066,3864,3681,3735,3306,2237,1832,1398
Ragogna,,3203,3459,4446,5771,5850,4819,3893,3985,3257,3018,3020,3011
Ravascletto,,1184,1250,1421,1691,1797,1680,1452,1500,1332,1028,883,746
Raveo,,629,665,720,772,857,753,701,739,735,578,560,525
Reana del Roiale,,3141,3215,4133,4913,5206,5076,4598,4976,4866,5072,5057,4823
Remanzacco,,2850,2861,3218,3529,3840,3604,3536,3749,3771,3925,4703,5051
Resia,,3275,3703,3952,4671,3695,3114,2994,3350,2830,1805,1547,1318
Resiutta,,831,885,949,881,1004,838,758,798,613,491,445,405
Rigolato,,1500,1772,2271,2397,2443,2135,1931,2058,1910,1272,976,765
Rive d'Arcano,,1895,2092,2671,3339,3831,3465,2771,3014,2781,2527,2443,2338
Rivignano,,2789,3009,3911,4550,5012,4922,4256,4356,4053,3853,4013,3938
Ronchis,,1648,1707,2064,2273,2492,2550,2705,2793,2257,1919,1898,1929
San Daniele del Friuli,,5572,6001,6829,8280,8359,7838,7175,7335,6757,6764,6890,7439
San Leonardo,,2370,2382,2639,2623,2637,2424,2222,2283,2077,1375,1236,1128
San Pietro al Natisone,,3101,3182,3313,3525,3544,3039,3077,3088,2842,2331,2060,2173
Santa Maria la Longa,,2300,2296,2490,2345,2580,2401,2319,2506,2286,2165,2295,2298
San Vito di Fagagna,,1153,1326,1741,2093,2310,1915,1833,1895,1767,1652,1691,1586
Sauris,,790,797,844,821,834,750,813,885,738,577,463,466
109 Sedegliano,,3877,3949,4885,5576,6023,5775,5350,5837,4849,4230,4235,3978
Socchieve,,2323,2337,2313,2643,2677,2580,2178,2253,2002,1601,1268,1064
Stregna,,1647,1710,1805,2000,1908,1908,1722,1883,1554,952,731,538
Sutrio,,1279,1396,1578,1703,1794,1707,1574,1758,1751,1575,1510,1428
Taipana,,2638,2800,3255,3700,3597,3401,3023,2841,2258,1251,936,777
116 Tarcento,,8259,8820,10478,13381,13814,12061,10435,11687,10115,9207,8883,8442
Tavagnacco,,3427,3610,4637,5428,5709,5737,5732,6351,6723,8259,10323,11430
Teor,,2248,2294,2817,3325,3552,3532,3247,3220,2657,2136,2066,1954
Tolmezzo,,4498,4618,5327,6610,7247,7371,6819,8329,9114,10076,10460,10616
Torreano,,2706,2775,3151,3505,3607,3357,3234,3404,2918,2352,2267,2259
Torviscosa,,1025,1036,1256,1612,1674,1949,2157,4027,3690,3912,3683,3402
Trasaghis,,3538,3610,4347,4385,4590,4387,3498,4125,3401,3092,3075,2677
Treppo Carnico,,1268,1428,1441,1591,1645,1234,1208,1409,1318,922,854,744
Treppo Grande,,1692,1985,2513,3196,3505,2745,2246,2750,2355,1809,1721,1704
Tricesimo,,3760,3976,4849,5564,6271,5630,5040,6104,5743,5975,6584,6861
Trivignano Udinese,,2242,2279,2406,2658,2696,2389,2225,2318,1892,1681,1718,1704
Udine,,29425,31954,36899,46916,53635,63712,63098,72908,86188,100794,102021,99189
Varmo,,2947,3051,3776,4603,5041,4863,4561,4990,3762,3190,3198,3012
Venzone,,3452,3787,4186,4687,4522,3909,3380,3592,3167,2800,2340,2328
Verzegnis,,1775,1681,1842,2006,2064,1817,1640,1818,1608,1143,982,943
Villa Santina,,1039,997,1220,1550,1766,1722,1612,2002,2093,1946,2057,2141
Villa Vicentina,,,,,,1246,1125,1178,1456,1256,1165,1255,1159
Visco,,,,,,895,774,680,968,768,696,707,689
Zuglio,,1211,1272,1285,1433,1510,1340,1145,1150,1052,769,741,679
