City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Nughedu Santa,506,506,545,708,706,711,788,1050,1145,1216,967,888,832
Nurachi,791,738,806,916,957,856,946,1099,1298,1384,1401,1539,1533
Nureci,552,445,459,554,533,562,548,577,701,711,666,586,486
Ollastra,886,846,901,750,847,887,1011,1023,1171,1330,1251,1272,1267
Oristano,8020,8617,8892,8967,10033,12119,11258,12453,16298,21738,26059,29424,30990
Palmas Arborea,379,493,487,481,446,457,531,542,674,907,912,1093,1240
Pau,445,461,484,518,540,540,560,623,748,627,512,518,413
Paulilatino,2967,3101,3398,3168,3052,3177,3164,3183,3300,3014,2632,2776,2688
Pompu,202,171,201,188,181,186,203,203,276,327,315,343,324
Riola Sardo,1122,1114,1110,1396,1359,1332,1411,1471,1741,1943,2043,2162,2143
Ruinas,902,918,986,1098,1050,1091,1211,1313,1482,1431,1121,1061,934
Samugheo,2019,2154,2292,2581,2761,2896,3267,3443,3946,4045,4017,3752,3741
San Nicolò d'Arcidano,1144,1229,1305,1061,1122,1273,1514,1833,2119,2316,2594,2921,2869
Santa Giusta,1068,1166,1157,1213,1297,1279,1715,1667,2024,2605,2805,3173,3945
Santu Lussurgiu,4655,4711,4883,5047,5039,4507,4198,4264,4130,3813,3185,3030,2908
San Vero Milis,2145,2132,2100,1988,2032,2028,2000,2096,2309,2505,2316,2385,2419
Scano di Montiferro,1964,2096,2259,2683,2710,2930,2947,2993,2800,2603,2036,1969,1912
Sedilo,2426,2662,2809,2807,3050,3009,3119,3157,3255,3008,2553,2628,2676
Seneghe,2237,2203,2298,2305,2541,2408,2376,2435,2621,2506,2144,2103,2051
Senis,780,785,724,738,731,744,827,874,957,1020,1023,819,674
Sennariolo,445,393,381,506,507,438,421,449,415,356,261,272,204
Siamaggiore,728,694,667,594,554,490,540,606,739,871,853,881,936
Siamanna,631,676,646,486,581,560,640,749,808,917,864,837,859
Siapiccia,406,399,424,336,425,389,407,462,524,552,448,390,412
Simala,601,597,582,582,571,611,617,630,728,698,571,522,467
Simaxis,786,808,828,850,878,1019,1160,1353,1704,2062,1908,2022,2173
Sini,600,586,663,687,771,739,799,825,993,959,793,767,679
Siris,205,224,192,182,211,191,197,201,267,283,290,259,261
Soddi,254,248,260,230,258,231,286,300,303,266,209,200,184
Solarussa,1974,1812,1935,1658,1771,1772,1823,1947,2274,2594,2453,2592,2629
Sorradile,864,951,1011,1080,1002,1103,1042,1080,1119,1007,747,659,588
Tadasuni,332,386,381,368,402,386,432,440,416,389,295,258,216
Terralba,4041,4227,4543,4030,4289,4939,6070,7129,8176,8394,8913,9889,10336
Tramatza,888,895,895,751,843,809,797,884,1010,1002,907,974,1005
Tresnuraghes,1565,1666,1787,2039,2233,2171,2184,2262,2138,2053,1764,1601,1380
Ulà Tirso,827,829,851,894,892,948,1094,1149,1227,1268,980,858,687
Uras,2170,2221,2238,2005,2276,2316,2624,2913,3280,3387,3481,3451,3377
Usellus,922,941,1005,1013,1073,1037,1154,1246,1354,1389,1281,1172,993
Villanova Truschedu,388,408,436,497,482,429,458,447,446,458,354,364,351
Villa Sant'Antonio,561,535,624,675,645,661,638,685,708,813,751,563,521
Villaurbana,1182,1101,1170,1000,1205,1294,1462,1640,2017,2083,2074,2018,1937
Villa Verde,537,567,570,554,582,622,625,634,709,712,636,527,459
Zeddiani,710,675,714,720,788,766,817,878,1022,1117,1026,1068,1126
Zerfaliu,463,446,519,579,613,694,787,864,1004,1089,1125,1152,1196
Arbus,3765,3858,4888,6473,8457,6478,7575,8069,9321,10152,8325,7978,7596
Armungia,1025,948,1016,1167,1332,1195,1172,1190,1314,1132,989,789,668
Assemini,2112,1853,1954,2438,3082,3216,4086,4934,6902,9439,11627,16830,20491
Ballao,937,942,1006,1181,1477,1295,1229,1327,1580,1679,1359,1220,1086
Barrali,342,316,334,333,389,395,506,530,677,805,849,947,1025
Barumini,1214,1187,1221,1118,1179,1335,1445,1431,1685,1729,1647,1516,1475
Buggerru,439,513,653,5739,5151,2311,2595,2272,2015,1767,1385,1242,1233
Burcei,853,989,1060,1501,1639,1699,1912,2021,2507,2574,2625,2877,3002
Cagliari,37243,37135,43472,61678,70132,73024,92689,97996,130511,173540,211377,219648,204237
Calasetta,522,709,913,1451,1710,2127,2619,2579,2703,2677,2408,2678,2681
Capoterra,1151,1244,1429,1780,2318,2831,3228,3710,4820,6355,8028,12208,16428
Carbonia,1798,2015,2379,3109,2925,3628,4201,4415,45125,35327,30957,32180,32887
013 Carloforte,3745,4895,6219,7693,8031,8055,8100,8030,7322,7275,6849,6625,6629
106 Castiadas,504,450,620,673,719,786,686,805,942,1096,1000,1068,1226
Collinas,976,1012,1072,1033,1088,1065,1040,1091,1206,1213,1129,1145,1076
Decimomannu,1375,1455,1438,1446,1643,1685,1943,2144,3181,4534,4823,5587,6332
Decimoputzu,1253,1133,1152,1269,1273,1385,1641,1847,2494,3014,3352,3803,4113
017 Dolianova,2904,2744,2811,3091,3605,3732,4313,4459,5621,6485,6551,7344,7877
