City,1,2,3,4,5,6,7,8,9,10,11,12,13
Marzi,1550,1474,1572,1702,1539,1811,1460,1577,1675,1390,896,955,966
Mendicino,3269,3688,3627,4040,4164,4301,4254,4484,4752,4183,3881,5133,6418
Mongrassano,2335,2506,2167,2017,2071,2387,2425,2361,2760,2339,2014,1897,1901
Montalto Uffugo,5571,5994,6186,6991,7479,7202,9144,9505,10491,10124,10408,11939,15093
Montegiordano,1827,2037,2205,2232,2093,2429,2705,2850,3213,3114,2726,2723,2582
Morano Calabro,8282,9223,9974,6596,5743,5892,5182,5328,5287,5180,5108,5116,4995
Mormanno,5941,6161,5932,4679,4420,4438,4853,5087,5257,5012,4790,4277,4181
Mottafollone,784,1222,1322,1228,1189,1292,1371,1594,2126,2023,1753,1697,1665
Nocara,1292,1187,1236,1286,1295,1192,1317,1380,1298,1207,908,783,674
Oriolo,3248,3490,3793,4207,4300,4712,5004,4850,4625,4404,3897,3616,3212
Orsomarso,2595,2322,2153,2214,2219,2151,2244,2735,3276,2872,2230,1993,1780
Paludi,1720,1698,1632,1728,2094,2173,1860,1761,2056,2013,1736,2048,2005
Panettieri,843,885,927,945,950,675,751,801,914,830,429,461,400
Paola,8627,8969,9053,9425,10448,11947,14190,13918,14471,14618,14785,16651,17093
Papasidero,2855,3046,2987,2839,2737,2813,2848,2780,2630,2281,1641,1311,1185
Parenti,1714,1807,1950,2185,2209,2157,2234,2355,2959,2839,2254,2265,2244
Paterno Calabro,2439,2550,2482,2517,2876,3027,2425,2468,2815,2214,1557,1333,1456
Pedace,2162,2161,2159,2249,2340,2457,2453,2612,2833,2729,2515,2390,2240
Pedivigliano,1991,1926,1862,1532,1772,1674,1672,1645,1865,1666,1334,1126,1054
Piane Crati,814,913,998,1146,1141,1060,1094,1029,1201,972,679,1018,1205
Pietrafitta,1789,1771,1791,1883,1687,1701,1762,1874,2066,1756,1483,1373,1460
Pietrapaola,1071,1032,1070,1120,983,1059,1260,1274,1493,1512,1460,1344,1488
Plataci,1660,1773,1846,2022,2194,1818,1776,1710,1832,1674,1562,1240,1116
Praia a Mare,340,349,351,656,974,961,1254,1472,1919,3029,4491,5551,6134
Rende,3648,5286,5239,7106,7522,8006,9038,9583,11729,11770,13157,25281,30946
Rocca Imperiale,1781,1997,2391,2061,2249,2087,2473,2765,3094,3487,3390,3443,3333
Roggiano Gravina,3293,3351,3639,4294,4429,4675,5281,5287,7095,7471,7150,6942,8244
Rogliano,4888,5101,5235,5730,6057,6378,6037,6299,7173,7092,6135,5843,5819
Rose,2455,2576,2580,2867,3148,3189,3686,4248,4795,4698,4488,4577,4105
Roseto Capo Spulico,1244,1107,1328,1443,1700,1892,1937,1930,2008,2003,1792,1743,1873
Rossano,14442,14264,18141,13354,13122,16351,14845,15393,20171,23304,25321,31528,33694
Rota Greca,1734,1704,1715,2065,2111,2281,2303,1955,1958,1453,1337,1338,1476
Rovito,2095,2217,2100,2294,2383,2366,2132,2226,2284,1937,1753,1938,2435
San Basile,1545,1700,1908,2023,1998,2008,2019,2023,2052,1820,1701,1578,1473
San Benedetto Ullano,2394,2500,2482,2537,2383,2338,2341,2271,2472,1776,1603,1722,1807
San Cosmo Albanese,741,778,829,823,868,678,826,878,1096,1045,1035,849,780
San Demetrio Corone,2915,3297,3826,5125,3597,3514,4757,5131,5765,5374,4735,5038,4413
San Donato di Ninea,3761,3687,3814,4459,3564,4758,4391,4342,4678,3934,2854,2234,2220
San Fili,4343,4384,4464,4617,5057,5155,3609,3630,4167,3303,2510,2427,2463
Sangineto,1467,1530,2190,1605,1667,1785,1656,1778,2239,1949,1464,1513,1526
San Giorgio Albanese,1344,1402,1411,1311,1516,1432,1445,1651,1993,1954,1897,1815,1785
San Giovanni in Fiore,9413,9923,10813,13288,16043,16112,13824,14556,18582,18429,17162,20179,18033
San Lorenzo Bellizzi,2403,2464,2367,2544,2752,2662,2114,2182,2054,2019,1705,1322,896
San Lorenzo del Vallo,1279,1292,1414,1222,1058,1355,1422,1569,2180,2633,2885,3477,3612
San Lucido,3151,3323,4119,5687,6623,5046,6133,5703,6310,6042,5496,5931,5925
San Marco Argentano,5425,4830,4775,6444,6375,7957,6951,7169,8281,7925,7446,7639,8244
San Martino di Finita,2101,2266,2088,2387,2200,2195,2198,2396,2526,2095,1576,1369,1317
San Nicola Arcella,1022,1175,1195,1022,817,750,861,927,1090,1107,1233,1275,1325
San Pietro in,1022,1024,1090,1349,1425,1519,1651,1671,1705,1269,873,745,731
San Pietro in Guarano,3055,3138,3255,3377,3295,3355,3624,3896,4471,4360,4091,4010,3790
San Sosti,2704,3418,3384,3724,3295,3250,2808,3156,3480,3366,2583,2415,2463
Santa Caterina,1725,1650,1549,1726,1812,1679,1605,1891,2195,2037,1874,1628,1607
Santa Domenica Talao,2890,2801,2499,2199,1890,2066,1841,2139,2139,1691,1451,1419,1378
Sant'Agata di Esaro,2876,2946,3334,3336,2742,2755,2628,2725,3533,3232,2530,2556,2513
Santa Maria del,759,633,665,716,845,822,1689,1912,2547,2975,3219,3978,4674
Santa Sofia d'Epiro,1698,1962,1735,2040,1930,1940,2603,2694,3098,3048,2791,2679,3095
Rogliano,1141,1317,1395,1369,1139,1159,1116,1260,1393,1059,889,936,1294
San Vincenzo La,2200,2335,2274,2356,2258,2115,2317,2463,3035,2217,1797,1848,2021
Saracena,3784,3843,3531,3667,3662,3369,3599,3712,4392,4516,3849,4194,4522
Scala Coeli,1679,1863,1829,1662,1523,1744,1775,1756,2429,2348,2286,2108,2034
Scalea,1675,1925,1957,2132,2069,2218,2470,2828,3685,3910,4652,7008,8828
Scigliano,3376,3404,3293,3215,3446,3239,3250,3183,3504,3004,2364,2014,1876
Serra d'Aiello,701,625,597,674,675,738,727,785,883,926,815,918,1076
