City,1,2,3,4,5,6,7,8,9,10,11,12,13
Cossoine,1424,1575,1602,1726,1842,1712,1654,1662,1789,1593,1231,1177,1077
Erula,429,459,468,547,655,591,667,731,925,915,779,807,787
Esporlatu,334,343,379,471,502,576,626,672,755,689,536,561,485
Florinas,1941,2241,2208,2514,2519,2178,2221,2229,2162,1996,1689,1581,1640
Giave,1667,1859,1830,1895,2041,1829,1838,1757,1694,1397,1044,845,758
Golfo Aranci,173,192,231,311,404,456,616,645,836,1009,1378,1822,1942
Illorai,1066,1197,1185,1383,1491,1455,1669,1817,2002,1972,1452,1359,1231
Ittireddu,729,794,769,866,858,824,801,899,1075,1011,735,634,643
Ittiri,4394,5055,5546,6979,7664,7280,7829,7971,8860,8617,8821,9303,9267
Laerru,701,784,819,1073,1103,1130,1029,1161,1463,1521,1232,1166,1115
La Maddalena,1901,1929,1895,8033,8809,10301,12330,10968,10370,11169,10724,11318,11048
Loiri Porto San Paolo,595,606,692,838,847,907,1037,1103,1263,1415,1462,1849,2014
Luogosanto,1141,1163,1327,1754,2319,2222,2365,2457,2742,2612,2029,1972,1875
Luras,1835,2042,2242,2500,2794,2943,2934,2981,3151,3051,2611,2701,2762
Mara,701,843,814,976,1049,1064,1132,1158,1319,1346,1041,985,927
Martis,922,854,887,1056,1285,1068,1080,1040,1253,1220,810,751,665
Monteleone Rocca Doria,384,389,368,420,443,347,393,385,384,317,212,202,140
Monti,853,980,1184,1554,1986,1990,2197,2138,2519,2432,2339,2547,2698
Mores,2370,2412,2494,3121,2704,2744,2958,3134,3314,3095,2364,2255,2211
Muros,314,357,343,399,489,485,484,468,529,591,608,685,775
Nughedu di San Nicolò,1596,1554,1740,2016,2387,2126,2286,2313,2268,2001,1614,1406,1173
Nule,1227,1382,1474,1683,1833,1821,1986,1960,1987,2109,1907,1785,1719
Nulvi,2925,3236,3166,3616,3816,3649,3726,3791,4066,3978,3449,3189,3078
Olbia,3042,3393,4073,5487,7123,8045,10860,11377,14745,17779,24290,30787,41095
Olmedo,425,426,481,596,727,947,1146,1107,1547,1534,1711,2172,2591
049 Oschiri,2264,2401,2710,2904,3155,3134,3726,4016,4669,4494,4102,3986,3900
Osilo,4560,4829,4988,5223,5654,5206,5502,5684,5727,5266,4402,3973,3847
Ossi,2359,2545,2871,3066,3523,3449,4013,4072,4223,4632,4982,5390,5607
Ozieri,7381,7996,8602,9555,9680,9536,10695,9893,11650,11884,10988,11039,11830
Padria,1722,1855,1925,2096,2120,2119,2013,2029,2067,1837,1307,1126,918
Palau,843,859,978,1203,1473,1382,1168,1332,1719,1750,1908,2369,3169
Pattada,3580,3912,4125,4804,5302,5425,5255,5231,5450,5156,3938,3766,3772
Perfugas,1023,1171,1174,1383,1736,1621,1869,2079,2723,2777,2390,2531,2489
Ploaghe,3038,3526,3497,4009,4136,4003,4318,4522,4972,4952,4520,4676,4861
Porto Torres,2025,2248,3228,4225,5154,5792,7116,7311,9118,11199,16230,20990,21264
Pozzomaggiore,3303,3489,3895,4337,4613,4512,4676,4586,4956,4495,3747,3506,3266
Putifigari,499,588,632,654,679,663,576,575,693,735,703,727,736
Romana,683,710,751,901,886,848,848,842,965,997,778,729,686
Santa Maria Coghinas,237,300,325,418,492,486,571,850,888,1596,1465,1459,1466
Sant'Antonio di,539,587,663,902,1049,1060,1169,1238,1496,1557,1501,1570,1636
Santa Teresa Gallura,1522,1696,2105,2301,2523,2468,2567,2546,2711,2840,3162,3752,4024
Sassari,25594,32315,34540,37746,43028,43792,51283,54926,69571,89311,106261,118631,122339
Sedini,1064,1345,1458,1878,1675,1658,1946,2045,2288,2186,1750,1542,1543
Semestene,658,650,627,679,742,739,727,737,744,671,435,348,296
Sennori,2118,2383,3082,3207,3640,3837,4240,4527,5188,5578,6190,6896,7252
Siligo,986,1121,1171,1554,1664,1624,1772,1815,1856,1606,1372,1298,1142
Sorso,4423,5539,5827,6822,7276,7263,7448,7732,9001,9625,10882,12571,13398
Stintino,208,263,281,307,350,356,417,447,566,726,864,965,1114
Telti,738,765,872,1090,1152,1211,1372,1453,1691,1850,1616,1809,1922
Tempio Pausania,4791,4885,5573,6748,6826,7304,8357,8886,10177,11402,11779,13426,13899
Tergu,444,468,481,514,559,528,558,582,611,574,552,546,530
Thiesi,3124,3321,3464,3769,3618,3543,3418,3399,3455,3498,3330,3297,3344
Tissi,1149,1204,1472,1202,1338,1341,1293,1384,1500,1370,1307,1358,1499
Torralba,1306,1404,1409,1420,1426,1411,1526,1503,1610,1395,1173,1150,1121
Trinita d'Agultu e Vi,733,728,776,1005,1206,1264,1251,1631,1805,1934,1895,1922,1971
Tula,1078,1140,1174,1393,1429,1426,1596,1630,2110,2008,1618,1704,1709
Uri,1155,1214,1134,1264,1405,1436,1672,1759,2111,2405,2618,2721,2961
Usini,1745,1910,2093,2389,2502,2325,2508,2704,3007,2964,3171,3522,3625
Valledoria,432,473,505,615,1272,1300,1498,1459,2110,2246,2430,3043,3551
Viddalba,672,611,649,825,917,921,1208,1216,1479,1713,1671,1718,1781
Villanova Monteleone,3985,4191,4446,5255,5594,4764,5016,4892,5055,4583,3733,3031,2774
