City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Sant'Andrea Apostolo,3211,3539,3360,4011,4594,4868,5497,5170,4912,4016,3324,3085,2836
Santa Severina,1253,1343,1705,1737,1952,2039,2258,2328,3003,3138,2831,2621,2578
Sant'Onofrio,2269,2459,2620,3617,3502,4433,4356,4432,5069,4842,4044,3620,3955
San Vito sullo lonio,3048,3060,3061,3242,3484,3550,3725,3798,4289,3651,2717,2575,2570
Satriano,2546,2500,2429,2826,3362,3674,3803,3649,3839,3405,3174,3136,3044
Savelli,3976,4161,4416,4644,4679,5147,3967,3394,3362,3122,2455,2318,1920
Scandale,1301,1290,1514,1431,1723,1498,2067,2171,3087,3733,3925,3902,3558
Sellia,1117,1187,1277,1206,1527,1380,1303,1390,1376,1309,990,863,682
Sellia Marina,985,991,1105,1485,1694,1924,2163,2514,3212,3875,3730,4802,5466
Serra San Bruno,5804,5214,5279,6497,6792,7240,7698,6882,8348,8517,6661,6374,6759
Serrastretta,5384,5431,5760,6091,6375,6438,6079,6244,5873,5167,4164,3921,3838
Sersale,3653,3476,4267,3913,5378,5741,5893,6026,6252,6183,5385,5197,5226
Settingiano,1365,1538,1525,1724,1801,1860,1636,1780,2008,2023,1655,1791,2299
Simbario,1618,1727,1891,2070,2354,2455,2132,2197,2655,2408,1565,1433,1237
Simeri Crichi,1695,1592,1765,2193,2058,2010,2433,2406,3095,3485,3226,3451,3354
Sorbo San Basile,1228,1184,1232,1224,1337,1156,1121,1297,2118,1772,1260,1099,1073
Sorianello,1441,1515,1246,1465,1631,1642,1729,1772,1956,2010,1811,1693,1654
Soriano Calabro,2864,2971,3019,3172,3919,4162,3984,4095,4240,4009,3754,3103,3240
Soverato,682,765,1074,1780,2010,2330,2952,3399,4724,5661,6939,10066,10454
Soveria Mannelli,3070,3104,3059,2828,3966,4101,4937,4117,4553,3626,3282,3285,3613
Soveria Simeri,938,950,1071,1210,1223,1164,1359,1622,1855,1815,1703,1665,1729
Spadola,811,763,751,788,853,892,920,880,919,937,797,771,821
Spilinga,2209,2187,2532,3080,3279,3280,2909,2733,2552,2042,1664,1570,1615
Squillace,2702,3007,3049,3122,3314,3765,2902,2863,3391,3164,3077,3019,3144
Staletti,1286,1645,1800,1782,2006,2015,2138,2063,2284,2369,2343,2436,2429
Stefanaconi,1678,1745,1798,1903,2124,2148,2627,2679,3115,2646,1967,2153,2395
Strongoli,2071,2336,3080,4122,3885,4006,4362,4947,6894,7198,6227,6880,6424
Taverna,2176,2353,2293,2673,3156,3004,2777,2801,3071,3331,3034,2739,2696
Tiriolo,2964,3657,3945,4267,5046,5150,4663,4832,5031,4947,4207,4292,4186
Torre di Ruggiero,1743,1932,1818,2326,2231,2349,2255,2405,2740,2656,2059,2075,2030
Tropea,5133,5703,5929,6264,6001,6028,5913,6088,6953,6702,6852,6868,6869
Umbriatico,1018,1039,1105,1300,1317,1166,1304,1459,1810,1980,1778,1524,1302
Vallefiorita,1232,1303,1267,1604,1798,1872,1981,2144,2676,2603,2536,2621,2493
Vallelonga,1729,1861,2100,2283,2424,2670,2668,2527,2637,1719,1098,839,883
Vazzano,1162,1259,1040,1475,1675,1780,2093,1758,2029,1725,1519,1229,1309
Verzino,865,908,1059,1410,1612,1786,1700,1953,2558,3035,3050,2920,2690
Vibo Valentia,11566,13359,13120,14751,14520,15385,16800,17779,22740,25451,31133,31516,34836
Zaccanopoli,1630,1703,1668,1694,2159,2462,2207,1217,1204,1165,1089,978,946
Zagarise,1443,1611,1541,1784,1828,1922,2077,2334,2722,2580,2091,1953,2037
Zambrone,1251,1372,1326,1711,2072,2129,1972,1984,2128,1975,1902,1694,1768
Zungri,1592,1568,1476,2045,2118,2283,2159,2162,2218,2075,2191,2229,2188
Africo,1346,1431,1780,1812,1819,1868,2008,2189,2542,3304,3518,3543,3223
Agnana Calabra,1144,1211,1382,1113,1197,1297,1425,1455,1545,1178,992,833,752
Anoia,1830,1962,1924,2407,2486,2916,3004,3210,3497,3106,3016,3059,3020
Antonimina,1515,1658,1808,2236,2488,2562,2654,2467,2419,1962,1651,1497,1532
Ardore,4850,5225,5824,6078,6788,7941,7419,7593,7846,6482,5200,5130,5037
Bagaladi,1368,1428,1512,1839,2135,2132,2418,2420,2286,2131,2022,1523,1437
Bagnara Calabra,8494,8630,9526,11136,11279,11717,12421,12574,12976,12697,11793,11194,11048
Benestare,1802,1955,2060,2261,2517,2771,2966,3154,3273,2735,2335,2388,2462
Bianco,1791,1899,2429,3298,3486,3952,3971,4081,4851,4261,3357,3543,3873
Bivongi,2410,2523,2581,3118,3415,3507,3884,3823,3805,3308,2616,2001,1776
Bova,1813,2356,2208,2448,2293,2476,2375,2512,2155,1893,1401,1175,602
Bovalino,2152,2617,3666,4530,5250,5364,6131,6469,7435,6929,6463,6989,8307
Bova Marina,854,1109,1040,2140,2639,3258,3491,3801,4192,4068,4008,3786,4371
Brancaleone,1137,1282,1421,2250,2457,2838,3364,3875,4543,4245,3915,3931,4014
Bruzzano Zeffirio,984,1268,1479,1719,1797,2047,2349,2457,3028,3018,3119,1950,1842
Calanna,2013,2206,2250,2332,2013,2392,2439,2520,2377,2278,1998,1770,1446
Camini,895,1007,1129,1169,1209,1293,1187,1160,1264,1144,992,959,859
Campo Calabro,1998,2248,2336,2739,2603,2718,2862,2958,3142,3084,3084,3459,3801
Candidoni,481,452,408,548,579,653,774,995,1072,982,743,563,497
020 Canolo,2905,3028,1925,2002,2192,2158,2334,2190,2267,1898,1468,1278,1104
Caraffa del Bianco,962,935,1106,1533,1745,1690,1582,1761,1784,1347,1026,940,808
Cardeto,1733,1870,1902,2305,2358,2447,2908,2958,3404,3479,3366,3220,2825
Careri,954,1061,1259,1591,1848,1987,2374,2565,2953,2965,2679,2470,2536
