City,1,2,3,4,5,6,7,8,9,10,11,12,13
Cefalù,11779,10269,14310,14518,14341,15201,10854,10730,11863,12207,12270,13794,13882
Cerda,3474,4026,4826,4908,5168,4397,5064,5479,5886,5706,5235,5357,5431
Chiusa Sclafani,6894,7036,7111,7105,6308,5766,5749,5863,6193,5476,4125,3632,3677
Ciminna,5422,5755,6446,6265,6932,6811,5392,5585,6335,5271,4080,3913,4251
Cinisi,6740,6616,5484,6086,7806,9447,6932,7115,7641,7639,7106,8049,8994
Collesano,3984,5379,6285,5594,5977,5752,5915,6348,6031,5098,4604,4589,033
Contessa Entellina,3364,3285,3293,2646,2117,1911,2301,2597,2894,2669,2207,2041,2052
Corleone,15380,16155,16072,16350,19072,19696,13794,14725,16478,14682,11235,11109,11261
Ficarazzi,1473,2109,2984,3661,3959,3830,4091,4390,5134,5374,5446,6472,8005
Gangi,10695,13126,12058,11551,10835,15753,10323,11022,11015,11051,10072,8555,8176
Geraci Siculo,3401,3440,3783,5029,4122,3804,3532,3737,3784,3629,2919,2550,2282
Giardinello,461,693,814,1069,867,1173,1191,1212,1373,1284,1344,1371,1681
Giuliana,3454,3835,3599,3347,3379,3229,3142,3219,3333,3148,2619,2512,2478
Godrano,838,856,999,1104,1148,1159,1070,1202,1288,1140,1071,1035,1142
Gratteri,2764,2871,3076,3230,3291,2974,2762,2656,2353,2114,1705,1351,1226
Isnello,3353,3678,3875,4390,3926,3557,3679,3381,3697,3508,2827,2502,2136
Isola delle Femmine,1352,1683,1927,1002,1038,1247,1350,1386,1770,2318,2568,3471,4697
Lascari,957,1175,1364,1700,1720,1861,2009,2172,2358,2467,2418,2660,3030
Lercara Friddi,9023,9067,13205,13562,11262,10876,11137,12255,13512,11872,9536,9749,7602
Marineo,8483,8992,9673,10551,8089,7375,6512,6676,7291,7342,6537,6246,6654
Mezzojuso,5092,6024,6452,5038,7212,5294,4317,4469,4938,4565,3464,3127,3213
Misilmeri,7460,7467,10748,13247,12043,12168,11582,12176,13143,14069,14900,16686,20072
Monreale,13263,13492,16585,19829,16890,20630,18111,19578,22526,23670,23720,23874,26256
Montelepre,4297,5086,5484,5732,7858,5601,5727,5184,5206,5072,5190,5099,5733
Montemaggiore Belsito,6672,7098,8237,7041,7500,8399,5697,5934,6219,5759,4756,4662,4312
Palazzo Adriano,5181,5486,5887,5197,4516,4165,4254,4162,4273,3769,3081,3035,2767
Palermo,199911,223689,244898,309566,339465,397486,379905,411879,490692,587985,642814,701782,698556
Partinico,19106,20056,21452,23668,21762,21137,22022,22960,24673,26119,25542,27931,27182
Petralia Soprana,4700,5285,6138,6438,7104,6605,5370,5549,5649,5233,4399,4109,3903
Petralia Sottana,4299,5146,6086,7196,7304,6371,5840,6275,6157,5287,4409,3821,3770
Piana degli Albanesi,7334,7777,9033,8470,8254,10162,7201,7153,7239,6880,6131,5975,6129
Polizzi Generosa,5229,6487,7280,7711,8465,10109,7693,7459,8064,7277,5972,5084,4748
Pollina,1434,1980,2204,2779,2893,2956,2953,3030,3163,3148,3134,3216,3157
Prizzi,11478,8891,10544,10203,10224,10017,9920,10042,10553,9752,8057,7039,6254
Roccamena,1353,1633,2045,2388,2524,2243,2542,2624,3284,2772,2436,2100,2132
Roccapalumba,1940,3003,3394,3513,3404,3475,3821,4178,4699,4481,3410,3310,3092
San Cipirello,2081,2411,3573,4185,3768,5204,4497,4524,5025,4709,4634,5048,5048
San Giuseppe Jato,4310,4988,6579,7235,7433,10043,8510,8840,9894,9303,7858,8721,9460
San Mauro Castelverde,4634,5102,5608,5891,6329,5428,5120,5121,4875,4698,3434,3151,2565
Santa Cristina Gela,1139,1192,1335,1134,1007,955,1073,1081,1172,924,753,700,800
Santa Flavia,3145,3362,3699,4789,5679,6479,5335,5881,7489,7842,7412,7850,8545
Sciara,1537,1763,2094,2220,2255,2214,2090,2449,2801,3029,2612,2668,2730
Scillato,510,564,689,734,741,713,797,1030,1009,1022,857,790,806
Sclafani Bagni,650,757,968,1032,1072,1074,837,1044,1139,841,769,720,609
Termini Imerese,26374,19764,22649,20633,20131,20451,18776,20845,25292,23690,24611,25668,26571
Terrasini,5680,4992,6131,7781,7697,6609,6169,6401,7986,8547,8437,8736,10544
Torretta,3396,3053,3680,3650,3502,3397,3422,3409,3696,3602,3063,3030,3147
Trabia,3391,4619,5192,5592,5209,5236,5087,5457,5963,6115,6342,6947,8067
074 Trappeto,487,556,782,1222,1396,1430,1769,1882,2402,2469,2328,3126,3059
