City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Brindisi,9137,13552,16618,23106,25692,35440,39885,41699,58313,70657,81893,89786,95383
Carovigno,4272,4639,5105,6365,6553,6660,7804,8621,10256,11373,12437,13187,14586
Ceglie Messapica,11468,13121,14588,16801,17844,18606,20924,20764,23018,22381,20598,20571,20805
Cellino San Marco,1174,1376,1631,2317,2731,3189,3826,4340,5472,6062,6333,7326,7367
Cisternino,6863,6068,6612,8003,9092,9952,11436,9691,11074,11374,10665,11440,11951
Erchie,2393,2645,3023,3150,3408,3514,4218,4418,5468,6463,6956,8097,8821
Fasano,13033,14865,18316,17429,20907,20016,21521,21923,25745,29339,33206,35440,38782
Francavilla Fontana,15844,17078,16436,17759,18508,19291,21372,22140,27663,30300,31847,32912,33995
Latiano,4942,5978,6895,7507,8603,9317,10010,10506,12487,13689,14295,15492,15592
Mesagne,7847,8296,9241,12161,13761,15327,17334,18795,23372,26297,27304,30229,30267
Oria,6427,7135,8220,8838,9527,10567,10546,11516,13628,14258,14465,14812,15089
Ostuni,15701,15752,16957,22128,22934,24276,26772,28247,31413,31077,30989,31367,33551
San Donaci,981,1130,1522,2137,2402,3041,3677,4080,5403,6049,6414,6840,7425
San Michele Salentino,854,1089,1270,2531,2752,4065,4282,4607,5364,5582,5482,5996,6333
San Pancrazio Salentino,1459,1945,2572,3210,3728,4300,5192,5629,7693,8635,9268,10119,10624
San Pietro Vernotico,2424,2759,3346,4933,6189,7608,8835,9543,12367,13967,14775,15567,15469
San Vito dei,4853,6189,7217,9349,10304,11236,13565,14558,17652,18840,18759,19033,20483
Torchiarolo,981,1023,1373,1635,1760,2206,2573,2763,3620,4147,4463,4781,5391
Torre Santa Susanna,2327,2801,3453,4132,4880,5161,5766,6156,7482,8599,9341,10622,11137
Villa Castelli,1810,1951,1878,2751,3021,4024,4577,4066,5516,6546,6537,7447,8263
Acquarica del Capo,1362,1517,1657,2242,2544,2649,3073,3209,3742,4114,4329,4363,4779
Alessano,2893,2939,3211,3601,4251,4530,5238,5526,6290,6841,6696,6524,6552
Alezio,2615,2893,3448,4405,4879,5149,5496,5708,6238,5909,5359,5034,5162
Alliste,1624,1905,2190,2755,3145,3651,4286,4643,5718,5862,5863,6197,6213
Andrano,1751,1630,1884,2352,2537,2767,3237,3490,3914,4317,4620,5120,5112
Aradeo,1740,1896,2342,3508,3960,4591,5696,6105,7086,8054,8347,8660,9688
007 Arnesano,1473,1647,1708,2183,2417,2659,3021,3191,3554,3491,3399,3344,3451
Bagnolo del Salento,1015,1228,1328,1460,1472,1446,1530,1661,1831,1863,1776,1878,1809
Botrugno,1001,1045,1193,1311,1542,1562,1992,2085,2448,2696,2734,3010,3069
Calimera,2295,2507,2892,3602,4148,4679,5286,5538,5805,6030,6032,7042,7328
Campi Salentina,4498,5012,5586,6774,7406,7794,8791,9459,10883,10806,10144,11043,11594
Cannole,961,1051,1189,1182,1290,1286,1360,1352,1620,1679,1795,1984,1765
Caprarica di Lecce,1150,1233,1248,1529,1652,1748,2125,2371,2592,2580,2672,2888,2968
Carmiano,1987,2164,2542,3364,4241,5179,6514,7204,8691,9252,10033,11548,12176
Carpignano Salentino,1607,1636,1968,2143,2192,2212,2566,2713,3394,3509,3237,3666,3889
